,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,3.0170218550433823e-07,1.5097232880395535e-05,-0.001380046569909309,1.1640256870150552,2.523652575192641e-11,2.996273182086338e-11,3.3846489602996896e-11,1.8532873890158794e-11,8.371258589347574e-11
ch1,3.713775030631861e-07,1.7346866463894577e-05,-0.09068303599702579,1.1930782685943653,6.655872155207795e-11,4.691657595639448e-11,3.838909016556112e-12,2.4914684131581378e-11,1.2324931949478738e-10
ch2,7.459706981506098e-08,1.1568283536788329e-05,-0.02786771638587825,0.5962785400417792,1.2337976526411135e-11,1.1682675382682795e-11,3.7941442986047235e-12,2.4005414042932824e-11,6.59875132566638e-11
ch3,-1.8632941617958915e-08,1.2185854261686669e-05,-0.031721446881060995,1.2402257190449921,2.5409843106239058e-11,1.1453759129468085e-11,3.868949061785827e-12,1.4941458492362248e-11,7.363568208149381e-11
ch4,5.363765244209046e-07,1.694161525607167e-05,-0.050990964269685364,1.199338712345643,4.375414784552785e-11,2.8946178730987732e-11,3.410306232814583e-12,2.3403391349372518e-11,1.3037006004282076e-10
ch5,-7.581055588679867e-08,1.2643798099760719e-05,0.1043635496797027,0.8849917500488633,1.4323289642940066e-11,2.0277965702714327e-11,1.9307700259713894e-12,2.8794152346535576e-11,7.755944800037188e-11
ch6,-4.026167859622453e-08,1.5448207711317728e-05,-0.13471459129293853,1.3659034515763304,1.700865260151743e-11,3.3327409219816475e-11,4.530888236103269e-12,2.7864825990818562e-11,1.1933023418894491e-10
ch7,2.8976456505796115e-07,1.7551212298549236e-05,-0.07346923178591067,1.1687321261855317,5.4009741052453444e-11,5.7429610870003065e-11,3.0135155617876486e-12,2.6473671913542798e-11,1.2433698396354943e-10
ch8,1.4879503473937823e-07,1.6244016936094317e-05,0.3582145123407425,3.6120123664330617,3.333980497968864e-11,2.553226600237509e-11,2.697146391810756e-12,2.0423028041017187e-11,1.2462151422255797e-10
ch9,8.674711950447296e-08,1.0934977769455835e-05,0.05152346323696406,0.846724283609753,1.0238807532737984e-11,1.2385284718001118e-11,2.742477794835866e-12,1.4036098771342687e-11,6.408779086419409e-11
ch10,3.165017977851621e-08,1.982275873602808e-05,0.29642377124274605,2.9797804153634253,3.479924946499579e-11,4.0802449650448876e-11,1.4706346770636279e-12,3.201186071451116e-11,1.8981772067850736e-10
ch11,6.354901057132108e-10,1.2885389090442421e-05,-0.13273951334990872,0.8251030869154325,3.571460746518822e-11,1.2189403615434958e-11,2.287720268312791e-12,1.4832085137403447e-11,8.196554854426611e-11
ch12,3.808567613575914e-08,1.2691567736023512e-05,0.04423776522556695,1.7857866304159744,2.565397359636271e-11,1.689113637784278e-11,2.598997718651094e-12,1.4133076454782305e-11,7.201283895414657e-11
ch13,-1.869611381893994e-07,1.3314884433134922e-05,-0.030484683138632344,1.2011066376351343,2.5518184509872018e-11,2.8715837432220972e-11,2.1114078811844285e-12,2.123279662787718e-11,7.893734696089973e-11
ch14,3.3941062481296087e-07,1.3688559017616297e-05,-0.2427060690601501,1.3577087652290318,1.0705893754116593e-11,2.882766308819394e-11,2.623434847665371e-11,1.9591189855193383e-11,7.89395253815544e-11
ch15,-2.0966647663878733e-07,1.142851702680286e-05,-0.20726447510142385,1.0456499978364917,1.905258546208516e-11,1.724014977978095e-11,3.146942068720218e-12,1.501214791934387e-11,5.5274024244156656e-11
ch16,-1.3538908238287846e-07,1.0551830244912235e-05,-0.08194064204393801,0.7025419648224829,1.0983145463630536e-11,1.4987606417618436e-11,3.6277044062978827e-12,1.4504902971400298e-11,5.0628920805410635e-11
ch17,-9.433250078982265e-08,1.54897779714332e-05,-0.04893816532371962,1.2789529716557153,2.941652324399519e-11,3.242388660315117e-11,3.049005765424616e-12,3.46727507607877e-11,1.0436474603853669e-10
