,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.922103085053472e-06,7.330365426930631e-05,-0.1997956894668231,0.524020541672185,1.5674321935834388e-11,7.375159101947382e-12,1.2752593087158508e-12,2.370242658645181e-10,4.5371111600472e-09
ch1,-3.438559014899916e-07,0.00011277627426963189,0.3477721909804698,0.9813689540981336,3.913229292035879e-11,1.119565393088026e-11,2.6592670852594385e-12,5.977592744871121e-10,1.1429986998993665e-08
ch2,-2.3307600463363515e-07,4.694421531395685e-05,0.1892322455098904,0.464039768249517,1.4181424120222641e-11,6.1096247483036055e-12,1.6430190024834507e-12,1.894275481929815e-10,1.6970219398868751e-09
ch3,-5.714440104139861e-07,4.2416377362453496e-05,0.08691755762518419,0.7557350458371968,1.0921541507530377e-11,6.306558674373718e-12,2.173114322830442e-12,1.597899011177329e-10,1.4326412515593367e-09
ch4,-5.586091433400296e-07,0.00010940932759147602,0.006376532666264859,0.4061686618051099,8.385619450355175e-11,2.2711292817301705e-11,2.0251893725932572e-12,9.327515024685059e-10,1.0000815978997569e-08
ch5,8.561421919620675e-07,5.322399470447809e-05,0.19995683004302275,0.5273966764199667,1.2058081888615322e-11,6.683698135863717e-12,1.6289369356102697e-12,1.2741974476230847e-10,1.9856513114702667e-09
ch6,1.1828361214176113e-07,6.13815683378589e-05,-0.19588355177336872,0.32090253230649246,2.043608490703852e-11,7.355462612978938e-12,1.878384302867054e-12,2.779402349454253e-10,3.009827891185896e-09
ch7,-6.312574873942719e-07,0.00011418930048415069,0.17950973371107382,0.849279547884167,4.1208833131292224e-11,1.5723676675650176e-11,2.4543851416695432e-12,6.548729682047493e-10,1.1964196291029248e-08
ch8,8.383758189946271e-08,7.345556776517321e-05,-0.055407854977410485,0.5263413373155901,3.976614398584838e-11,1.5819399354315014e-11,1.7108204951763668e-12,5.084611387594971e-10,4.567543456355647e-09
ch9,6.55405798221264e-07,4.960605780243692e-05,0.2590439690262126,0.5073529545961519,1.2993889255494802e-11,8.10340936470494e-12,1.3636105728151644e-12,1.6471625645693275e-10,1.9683126916111683e-09
ch10,-4.483542253511251e-07,0.00011242509179915528,0.13576997888201164,0.3828677632452724,1.4219247810727217e-10,3.8043138208759624e-11,3.0339158030228347e-12,1.3917587503705907e-09,1.0328462428221298e-08
ch11,-4.117811753877029e-07,5.690283585127831e-05,0.1257215556423577,0.559770655219404,1.2227410622463001e-11,7.390598587589134e-12,2.2847988784652804e-12,1.758479523577881e-10,2.804466900701328e-09
ch12,3.85358614916431e-07,5.023965195060714e-05,-0.09268321802960558,0.4453292091297447,1.5055987227271933e-11,8.832156447533474e-12,1.52267570785996e-12,2.1106941634303475e-10,2.0991675194714932e-09
ch13,8.222023801667125e-07,6.367906222206265e-05,0.06830631720929024,0.821712433530795,3.750775713458547e-11,1.2964148304703893e-11,1.387525479705644e-12,3.617171054177289e-10,3.296737102853876e-09
ch14,1.3983547873814977e-06,4.245519194930409e-05,0.12327551462031329,0.24199592101859713,9.756969705160807e-12,6.760043989503845e-12,1.1104971317319784e-12,1.0177868621678225e-10,1.3010176532004945e-09
ch15,3.0195597507502585e-08,7.591590602001629e-05,-0.058197069112874845,0.3649927818170138,4.567457472243592e-11,1.369831819453995e-11,1.5025502891295247e-12,4.81307606074817e-10,4.661070948510352e-09
ch16,6.344830180834749e-07,6.111643345960831e-05,-0.0931532621636299,0.3883392523809439,1.7087410258706052e-11,6.564943055292489e-12,1.5216248078358958e-12,1.8843279679946856e-10,2.7059959009056113e-09
ch17,7.795852558741463e-07,9.542930391723727e-05,-0.007955977327905095,0.16187949820214964,9.694135835897503e-11,2.1366811759632637e-11,1.9025216837113125e-12,8.98633691456884e-10,7.468307432554727e-09
