,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.909460215625728e-07,5.723686564455047e-05,-0.267136982814854,0.8575641947114763,3.97005347899635e-11,1.6305768185010388e-11,1.548603439979699e-12,3.160718604043124e-10,2.4206099045795055e-09
ch1,-2.573671296452084e-07,6.781986940974657e-05,0.21832806437553595,2.502657378471513,7.632557624392228e-11,3.429341189937357e-11,2.3883356463397886e-12,7.604442348724549e-10,3.268163891121925e-09
ch2,-1.1917364533797994e-06,5.472804997977284e-05,0.019226085820161085,0.8991780216149956,4.349946023322968e-11,1.2360381225097096e-11,1.9579611897079484e-12,4.208776267399259e-10,2.054166771397339e-09
ch3,-3.4276110682378255e-07,4.195964686368207e-05,-0.11735986498811328,0.42009120917756526,2.3141977953369607e-11,1.1100830783430586e-11,1.207716501568659e-12,2.0431060983262493e-10,1.2702158373391102e-09
ch4,-1.1814486023091322e-06,6.680945546107287e-05,-0.041442179183204024,1.5441374699971417,6.512656536634987e-11,3.105182953003281e-11,2.826250321393365e-12,5.370986453487267e-10,3.152811332978953e-09
ch5,-9.32365375857141e-07,5.912911027631337e-05,0.32163983190024237,1.6283511971840827,3.7060672264791874e-11,1.3373807006009188e-11,1.865754965155133e-12,3.422264690967883e-10,2.573863923464663e-09
ch6,-8.987290903632544e-07,7.5152394426736e-05,-0.20639638432671556,1.0756076694103323,6.889523220884615e-11,2.1961404281182566e-11,2.2849953997141156e-12,6.722696259624355e-10,3.865606150226633e-09
ch7,8.90377635406501e-08,5.281156175619287e-05,0.13880045938502236,1.06378862955619,4.7715695025292605e-11,2.4893488912248517e-11,1.7644227139874551e-12,4.85399385887197e-10,1.939672526906645e-09
ch8,-1.424686498954223e-06,6.40618991360519e-05,0.024202739913147666,1.1857699922495923,4.2753033924067315e-11,2.238036565935162e-11,2.167470855394655e-12,3.6485947188855067e-10,3.0808728226635452e-09
ch9,-1.3667549551877296e-08,5.680110722614455e-05,0.254304992942477,1.009417113175398,3.066933398917204e-11,1.198350565144035e-11,1.5947676040767022e-12,3.2968264344283233e-10,2.2609305640192677e-09
ch10,-2.379360086252266e-06,9.427159397663836e-05,0.14902905017340115,2.181596351012181,8.747296018006345e-11,4.597539003596445e-11,2.4556369517542502e-12,9.009057762080881e-10,6.490206587881973e-09
ch11,-6.105295655112491e-07,4.075017585028279e-05,-0.1987044895421035,0.7934462163941856,1.5468368001499912e-11,8.710195501905325e-12,1.1993592286098091e-12,1.6655746804923602e-10,1.221337981658186e-09
ch12,-7.204668812312332e-07,4.436372245658717e-05,-0.11127367060472625,0.9105633363676282,1.9951841330203976e-11,8.34958079382918e-12,1.2300880147729963e-12,1.9840843825305252e-10,1.4055616427657827e-09
ch13,-3.0820946129055706e-07,5.7873519873673854e-05,0.4351499383299345,1.6368764883402376,3.2511861953750666e-11,1.5493651115059425e-11,1.5712850543858906e-12,2.862966004624588e-10,2.5623965569065833e-09
ch14,2.952314613727079e-07,5.450426725510494e-05,0.30340303780904543,1.5336862939737124,3.877343653031974e-11,1.6952890122383932e-11,1.8068162305414461e-12,3.6930641799958385e-10,2.014201677328864e-09
ch15,-1.3952873702697461e-07,5.139947170442352e-05,0.15273319184520037,0.7728388835293831,3.803388225658307e-11,2.6587634357145236e-11,1.2049659387444562e-11,3.1327318223660166e-10,1.8378419525050866e-09
ch16,2.568548291021536e-07,6.448226639062868e-05,0.15142295500636338,1.4078604166085729,5.0216403360377616e-11,2.3277787653876705e-11,1.2502438358452761e-11,4.696248869234542e-10,2.8451594169035834e-09
ch17,9.595924445582071e-08,6.458579503429162e-05,0.1902769743565887,1.1394767510245174,6.274150594407734e-11,3.650123050528125e-11,2.4168245276525263e-12,5.318174661023221e-10,3.0019806335309537e-09
