,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.29093256059068e-07,8.64387682380746e-05,0.7671278495606946,3.853968285755286,1.029668866672887e-10,1.8537551872744017e-09,2.6569712486940098e-09,2.845637745363504e-10,2.2188858587941495e-09
ch1,2.359057465521932e-08,8.465421252354009e-05,1.5588801725973322,9.813807892256788,7.918287543424546e-11,8.200727048507752e-10,9.679814879537922e-10,5.521115639824439e-10,4.352803100735302e-09
ch2,-9.460190847105974e-08,3.259454576362648e-05,0.29747354112072316,7.395368026501549,9.891352339322576e-11,2.2968329900531903e-10,2.368262160100624e-10,1.4662545122088926e-10,2.8033668902207474e-10
ch3,3.5234388833258757e-08,7.345128648399316e-05,1.666808461121763,14.015139127624376,5.341685756776703e-11,3.824573839786358e-10,6.083761232814638e-10,2.9678921610376896e-10,3.1206712675225538e-09
ch4,9.26477354316553e-08,2.984183960630639e-05,0.39358326185634634,3.2968029927807363,3.2462067435822415e-11,1.5687463744185512e-10,1.9203491372838898e-10,8.03894698588701e-11,3.108587884201306e-10
ch5,-4.923573029205101e-08,2.991007928874529e-05,0.22858069150305213,2.156900440158058,1.319179144461918e-10,1.4472603445067566e-10,1.1754201273211046e-10,1.6359070780133564e-10,2.801435744363517e-10
ch6,-2.1949706806892538e-07,3.430075743831023e-05,-0.021183370579310155,0.9164889746393206,1.4523775777885902e-10,2.0492044021492675e-10,1.9573478200191202e-10,1.8422813586995255e-10,3.3162507979239904e-10
ch7,-5.9075936785351034e-08,6.822665430303013e-05,1.7544475678657752,11.502895303984843,5.5255128729765016e-11,3.142648525681353e-10,3.7304702288002067e-10,4.1144003065103975e-10,3.0511442458877146e-09
ch8,4.1056993763871386e-07,3.8513950109850565e-05,0.1618864588676213,6.793782559357322,4.8399902608096946e-11,2.1190531353576175e-10,2.5914850826061274e-10,8.582182090389002e-11,5.867180213929536e-10
ch9,-7.175201996113565e-08,4.0632906641487255e-05,-0.2701623912869285,4.635754753808548,8.119581787992842e-11,5.057711141366893e-10,6.255849100591235e-10,9.968075364828306e-11,2.400331678057613e-10
ch10,-3.774255849526414e-08,2.330153618191179e-05,0.5186716481636765,2.174149833135929,3.4041522526626326e-11,2.6064644325151332e-11,1.4452088394092867e-11,1.233325154064487e-10,2.93172125870621e-10
ch11,7.520321806140022e-09,7.69494872073523e-05,2.976491122419595,21.08062393989939,5.6607555044234074e-11,1.6736672218205187e-10,2.9225353914056415e-10,5.310569532830069e-10,4.430162911724356e-09
ch12,1.045553071857999e-07,4.4740777762166433e-05,0.5920211442985327,5.359392560516742,5.03378222081902e-11,4.61203879861378e-10,5.733538590816715e-10,8.390376767099833e-11,6.352988305373685e-10
ch13,-1.8363729788647793e-07,2.9071950269844126e-05,-0.5943883270244572,10.283754632235857,4.524070414427572e-11,4.452455313274133e-11,3.66780756671211e-11,1.0033091098863076e-10,3.821188081312371e-10
ch14,-1.5488378471027578e-08,6.851577616767613e-05,-0.25817057331381205,1.777463982206374,1.0413122234963485e-10,1.7164388809632257e-09,2.4001722802856174e-09,1.0558943513566705e-10,2.2966201989254514e-10
ch15,-7.43592888970636e-08,2.1311771080720297e-05,0.3329960624979676,6.048373002487526,3.111473791532389e-11,3.68584366870012e-11,2.9497408183605524e-11,7.932633465777042e-11,2.0534606480327455e-10
ch16,6.756005712694057e-08,2.7674804432706926e-05,0.23983708928578992,1.7630405558008686,1.6100246844902552e-10,8.415611113917793e-11,5.6969194596712744e-11,1.5372183409146257e-10,2.624001559563383e-10
ch17,3.288124751391056e-07,2.2359860994613784e-05,0.04259610051007622,0.8228360293687143,6.854761124900249e-11,2.533600358084978e-11,7.613135505120854e-12,1.492738051873761e-10,2.1294940879045012e-10
