,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-4.450474450501794e-08,1.747153619888212e-05,1.1083180670449575,6.849330179095652,1.1547527539980541e-11,1.1562135845481594e-11,5.3974823891988835e-12,5.18303614094864e-11,1.7499778982411599e-10
ch1,2.075706516521508e-07,3.98250378893673e-05,1.7496845925465625,11.783433891062193,2.275688613271751e-11,1.422117890631906e-10,1.287650611417838e-10,1.3946911141779504e-10,8.360211456070753e-10
ch2,-2.947556016212227e-08,1.4590122089590774e-05,-0.20856023800111953,0.8912699419527286,2.5276083200777178e-11,1.871563508962868e-11,2.183322864692865e-11,6.67152919855764e-11,6.737386973243519e-11
ch3,4.1339731495721e-08,3.6787225287067456e-05,1.9928515785529968,13.461341623676638,1.5943383967885314e-11,8.331230022686313e-11,9.041252633339897e-11,1.1426768055174294e-10,7.556353687324451e-10
ch4,-1.3910300203167008e-09,1.816500068828166e-05,0.21131391667964408,1.049336529508599,2.124270154318067e-11,2.3113876877929584e-11,1.02412595615018e-11,7.669596710679387e-11,1.6754718772637197e-10
ch5,-1.4967815655309937e-08,1.4709327985614761e-05,-0.20775257314970524,1.010198981616436,2.7878668567605732e-11,1.259995785015467e-11,5.683843492974603e-12,6.853325278568498e-11,8.337078336073756e-11
ch6,-2.3044916283593166e-07,1.8654131061449675e-05,-0.11714765258300967,0.912313210740026,3.8697999542503427e-11,2.9045252247118035e-11,2.952311466402313e-11,9.962853622413854e-11,1.2547738607092075e-10
ch7,7.454511413470798e-08,4.118303558618108e-05,1.375669544553952,8.840300738983581,2.6778746481357094e-11,1.3246750126879093e-10,1.2126739910883568e-10,1.6021579529492266e-10,9.380745854949174e-10
ch8,4.667645832287211e-08,1.7854770373637717e-05,0.02011799150460601,1.2836188968320954,2.168219444784623e-11,2.183370449910823e-11,9.34558515644511e-12,7.026616217980252e-11,1.609498244415332e-10
ch9,-1.3730785665604945e-07,1.8850364954268355e-05,-0.12281196826117352,1.8491487994257776,2.7537927421081827e-11,4.089519021917828e-11,4.998895432538016e-11,7.792004424683442e-11,1.1680693291803458e-10
ch10,5.190692482277587e-10,1.8752417377795763e-05,-0.03532661879681307,0.8458226016399784,1.789069316982733e-11,1.2584528053728896e-11,3.4518679693149427e-12,9.052722151699707e-11,1.9128554775012213e-10
ch11,5.807814210390875e-08,3.763858080484709e-05,1.808882032378506,11.619400592856865,1.3635232717732357e-11,6.334241503776652e-11,7.265708888024374e-11,1.226969451731255e-10,8.418548249123622e-10
ch12,-2.2292454102559667e-08,2.0619163780753195e-05,0.45491700978809285,2.413880269757531,1.1272230765264355e-11,3.7122646027716876e-11,4.8094568462575e-11,5.277843515540015e-11,2.17404804702403e-10
ch13,-9.287792669997478e-09,1.537241652974221e-05,0.10448846519244541,1.4547017241563864,2.7426282513183157e-11,1.3969101368758814e-11,2.4780475234908143e-12,7.433631718540947e-11,9.375709308642922e-11
ch14,-6.196130253817822e-08,1.6744023817502808e-05,0.1702585474906761,1.8457701681853447,2.658374518434678e-11,1.465657345658475e-11,5.391364993836079e-12,8.90168869753103e-11,1.1954709187836714e-10
ch15,-1.7820094629060444e-07,1.5318445912602336e-05,0.24420416308635368,3.0427437843802956,2.7852019296272548e-11,1.3261491536939942e-11,1.805191421952791e-12,7.32413509429532e-11,9.273674015192179e-11
ch16,-1.0309398966567375e-07,1.5464913294973722e-05,-0.06836965307619781,0.465067199752502,2.4454651052021996e-11,1.308877713090032e-11,3.981073236363701e-12,7.645706263355238e-11,9.88731216580054e-11
ch17,-2.305831770248777e-07,2.0763646341948398e-05,0.03856202360930372,1.022431934599279,5.570973149956516e-11,2.4123038546533888e-11,3.3251347412076447e-12,1.4064124376681387e-10,1.7096012670048403e-10
