,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,7.089404813744953e-07,5.5133058595062717e-05,-0.0737206873026969,0.7623563161084124,4.8545746699568044e-11,6.605360202292614e-11,1.7000668025618377e-10,3.7005203864006034e-10,1.941032817905836e-09
ch1,-1.326532884111157e-06,6.552132675768529e-05,0.05333252765389391,0.9898479693866387,8.028721398147111e-11,3.7252789893212394e-11,6.4133128466097735e-12,8.664527372830571e-10,2.987257841926621e-09
ch2,8.088739257042466e-07,3.2889485800287736e-05,0.07107948939223176,0.687824583540277,2.4450655880744125e-11,1.3816321717287752e-11,6.921460705188844e-12,2.107181040455911e-10,6.939205742892887e-10
ch3,1.204489107358764e-07,3.9245535851633466e-05,0.11972364276399187,1.3000745306636246,3.936204637179562e-11,3.5426292883855854e-11,5.1124807338368075e-11,2.2624441645882758e-10,1.0559601596183823e-09
ch4,1.0286937417049427e-07,6.861879298418461e-05,-0.000553258387400165,0.6322992880903047,1.1346979210401891e-10,1.0212175369537118e-10,8.388473444128236e-12,7.983805492580501e-10,3.2280937508558177e-09
ch5,6.689821470939093e-07,3.5439751305683516e-05,0.040553730467359196,0.4797006571422706,2.0341913377387206e-11,1.4433565223186726e-11,9.168881082381965e-12,1.8132865525896054e-10,7.539336013754959e-10
ch6,1.324048188500418e-06,3.899494600723077e-05,0.042535587996921254,0.7441941335937599,3.559677626507314e-11,2.1493810607263432e-11,6.6605775045946765e-12,2.8497573295008815e-10,1.0097284139934085e-09
ch7,-1.0524682836733723e-06,6.311175373845842e-05,0.024399791230617383,1.273612889096202,1.078330667514361e-10,6.445719968887417e-11,8.10265686226061e-12,8.524109060228086e-10,2.7237590670087916e-09
ch8,7.4662825841e-07,5.076047217095214e-05,-0.06370173514363565,1.6220223625652448,6.816292019873971e-11,6.603104841544015e-11,5.746889704217297e-12,4.117518448006417e-10,1.7629527579490374e-09
ch9,-1.8168971190461045e-07,3.8907911947964645e-05,-0.06502304355520591,2.389702977134805,3.1411033693580403e-11,5.4313646082283044e-11,1.2331293837725264e-10,2.257908370844724e-10,9.333671785737734e-10
ch10,-1.3127873392082352e-07,8.024784389955715e-05,-0.0035051647615107627,0.6821590464267802,1.7050837826628117e-10,1.3368389262279896e-10,7.427386834561135e-12,1.122489757705624e-09,4.219669268825624e-09
ch11,4.971137979473201e-07,4.1212274237857505e-05,0.23373637465094046,6.301770313295901,3.970460735305158e-11,3.521105611170253e-11,5.138220283498987e-11,2.141068461719395e-10,1.163845219367494e-09
ch12,-2.2777734373520434e-07,4.4446732390687886e-05,-0.43327391360072126,15.742858206509574,2.982874343170768e-11,5.797127645722921e-11,1.452814997473349e-10,1.9595382232944647e-10,1.30870346841817e-09
ch13,-9.692311328959309e-08,4.182761952360974e-05,0.23777944458351152,0.8374439894959851,6.611843540823236e-11,4.474848945707347e-11,5.470780088610994e-12,4.194203645375526e-10,1.0761815121909887e-09
ch14,-2.903642749420777e-07,3.644385791160069e-05,0.11773727386326682,0.7740673056479515,2.730548189108857e-11,4.2180095777322314e-11,1.1012339831409666e-10,1.8373483205838297e-10,7.509730091312148e-10
ch15,4.767965199507728e-07,4.3484771115566385e-05,-0.07686227326664831,1.048045409451416,4.995611166059116e-11,3.027523962267963e-11,5.9993054704784216e-12,3.9585343886326054e-10,1.1735422987234829e-09
ch16,1.9847194997567455e-06,4.420696195510411e-05,-0.13632525844990556,0.48957153253241437,3.386251092146955e-11,2.045930356812411e-11,9.212828240551417e-12,2.8757214150817643e-10,1.180508997900355e-09
ch17,3.9435126819338416e-07,5.3147269398677965e-05,0.09277140851146627,0.6280536515773303,9.69648766040172e-11,5.57398595241778e-11,4.507802364618736e-12,8.429642308826739e-10,1.5831656558034904e-09
