,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-5.568751108692485e-07,2.45335540059881e-05,0.5023966449599104,2.3038078176280212,2.7212697701243607e-11,6.330365046565093e-11,7.653850349131769e-11,1.0476530613105168e-10,2.6304374343501614e-10
ch1,-5.29135204216816e-07,7.095900446377794e-05,0.0037322569834097063,9.888870568293363,5.34930424661756e-11,4.899975725092721e-10,2.212266078870581e-09,2.114256291686424e-10,1.407573152646456e-09
ch2,-8.562090953492936e-09,1.9533161866469563e-05,-0.1560811449184783,0.7361767870451779,6.698656708394204e-11,3.433067438539535e-11,1.4835304960275376e-11,7.321401546817337e-11,1.6696019350269587e-10
ch3,1.385237984303467e-07,5.4458248414884386e-05,-0.2710084422390908,11.785391071697648,3.528450188691855e-11,1.7324412560110143e-10,7.171634071288521e-10,1.658108547249901e-10,1.1729295223746498e-09
ch4,-8.186041261212407e-08,2.7225053064959346e-05,-0.12762747808978808,6.923653905904061,4.044569556795871e-11,6.991620544618234e-11,2.6010931070385933e-10,7.857408117670947e-11,1.8537870512179036e-10
ch5,-1.85204584160496e-07,2.5030120129629168e-05,-0.23234908819064604,0.695922465337381,8.391150766306208e-11,4.949231569265352e-11,2.0305835625250133e-11,1.6454811531007756e-10,2.6166151108930434e-10
ch6,-1.517751873608618e-07,2.063451320509415e-05,-0.23175581456258904,0.9308379393857398,1.1667900863615116e-10,3.1444615087401757e-11,6.512349838468861e-12,7.347421820768414e-11,1.6586225801123927e-10
ch7,-3.542161568297526e-07,0.00013112632716930816,0.15566401754787845,33.94248417654759,4.734045445035673e-10,6.77601278453376e-10,1.0436199496326995e-09,2.3920002607857297e-09,1.0386418335691355e-08
ch8,-7.971965627566181e-08,2.6867736935586443e-05,-0.5636626591314914,7.213221198253397,4.189591925192816e-11,9.727120237246545e-11,3.5347793601924343e-10,5.928138387535616e-11,1.1243187771938526e-10
ch9,6.314180758141562e-08,1.7468730976331632e-05,-0.0511490907003432,0.2126312720519743,2.6974567183178337e-11,4.9552982962477636e-11,4.430523857729039e-11,5.515212230632642e-11,1.0458789818867341e-10
ch10,-2.230811132265693e-07,2.145376093887377e-05,0.0617911487234396,3.892918544566638,2.4071717530889176e-11,4.049427769436512e-11,1.1423398029281059e-10,6.445767195665989e-11,1.5918634691072223e-10
ch11,-8.160724112532409e-07,0.0001322237050480508,0.08316541692746722,34.75317492835455,4.738814733614554e-10,6.381373155504192e-10,8.512903806234911e-10,2.389690359827415e-09,1.1058993509659621e-08
ch12,3.39452605917644e-07,2.1297744726078148e-05,-0.018581299393887807,3.5925045981352843,2.0088030950941975e-11,5.0765781241452286e-11,5.0942741993946156e-11,6.134631034656394e-11,2.0263616201661731e-10
ch13,1.6025630089876673e-07,1.4243560357663746e-05,-0.009315890264637116,1.083042744439088,4.324431832410386e-11,1.6953735185070412e-11,8.49741977848036e-12,4.1490489859442784e-11,7.114138500986539e-11
ch14,-2.3990355386991734e-07,1.922776300595074e-05,-0.0325954195142968,0.43312013419074935,2.94224584449928e-11,5.452343367236225e-11,4.908472067688983e-11,7.351450667353007e-11,1.343216910438918e-10
ch15,-4.8015338537298415e-08,1.3112434658983193e-05,-0.05997253640431767,1.1054350109117506,3.0257110546235664e-11,1.3102024774726347e-11,5.886133638527579e-12,4.274268517285009e-11,5.878121107107871e-11
ch16,-1.7393661692469527e-07,1.677086235117231e-05,-0.4671347594894906,1.0912785669938598,4.7729856441844296e-11,2.0793467671321207e-11,4.2606919399699896e-12,5.993202721589525e-11,1.2812081424161903e-10
ch17,5.788340867955551e-08,1.6171141584571824e-05,-0.003846021689138351,1.0541915763661258,4.542046625176061e-11,1.8875275380081888e-11,7.240815830580822e-12,5.767528683951737e-11,1.0253112478515597e-10
