,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.9433083961468777e-06,0.00010375498941238505,-0.18259199474506993,0.5734093359934143,8.958159073799407e-11,3.669477813651066e-11,3.1780413081846008e-12,9.736244870489096e-10,8.288013810372068e-09
ch1,-4.710656483751151e-07,7.812792799667922e-05,0.10835186997554197,0.7644545328883621,4.6578726119694453e-11,2.4244883416382002e-11,4.56236400175108e-12,5.462593309457839e-10,4.800970886624304e-09
ch2,1.0933244007162309e-07,5.376602747999919e-05,0.1083280028074018,1.0674681389278629,3.3178132963572074e-11,2.621367411249926e-11,5.018649411756222e-12,3.5571339744933125e-10,2.121212778886334e-09
ch3,-2.967329391615227e-07,7.23141530692052e-05,0.0748195531409272,0.3221851166044001,2.7169570224342322e-11,1.4333770403742867e-11,2.830040655898927e-12,3.6807466616567155e-10,3.924643034406204e-09
ch4,1.2614367646471756e-06,9.182161775339592e-05,-0.029256076580454097,0.5656348551709547,6.620148924990272e-11,3.880389943766403e-11,5.079134154378112e-12,8.269758421369567e-10,6.406338819203641e-09
ch5,1.8881381577878226e-06,0.00010604888423732324,0.180489104139741,0.48968876288759544,9.253679569017388e-11,3.0544166776998233e-11,4.372369658007753e-12,8.940160445391432e-10,9.295512284542679e-09
ch6,-7.239130899392946e-07,5.683619013834475e-05,0.05298501305744649,0.8080518313266833,5.7425880248675885e-11,5.0211632799879354e-11,8.43509481890041e-12,5.799927749516139e-10,2.205903889505354e-09
ch7,4.4654814064541794e-07,5.6616899542242636e-05,0.0028135961214876683,1.5299422501171724,3.994233069441499e-11,3.170604327031878e-11,4.6042082880522235e-12,4.978947912033887e-10,2.3635479274112413e-09
ch8,-5.181871378549008e-07,5.108375758954857e-05,-0.1819516961701485,1.8042406771637456,4.564499418690561e-11,3.50608285669857e-11,3.813281268080147e-12,4.8717168207751e-10,1.7509931599234965e-09
ch9,-1.3968227869444303e-06,5.272422490047976e-05,0.09996393355944558,1.2529938591210508,4.771415201089812e-11,4.2560465227831206e-11,3.149059282995917e-12,3.8145866836874536e-10,2.094678312379943e-09
ch10,4.892269112382949e-07,6.50042887930835e-05,-0.071648621608251,1.0631616166980944,5.950326204315628e-11,3.3523530180932524e-11,4.26721760053161e-12,7.183000680585907e-10,3.0105985230131158e-09
ch11,6.295177653826274e-07,4.8725476778317115e-05,-0.13112333563056972,2.5328913332735175,1.8919509511020613e-11,1.5583205612326592e-11,5.166249149648401e-12,1.9754073518103162e-10,1.791649900314686e-09
ch12,-1.1739763447602365e-06,5.590055847181564e-05,-0.19853591196335238,1.1713871805538787,2.61323830338296e-11,2.1555366777871053e-11,4.756557114140717e-12,2.8481588633254674e-10,2.354212303604965e-09
ch13,-1.0467787077429523e-06,5.3514189145375424e-05,0.06263322895970709,0.9442308637990764,9.961031042620546e-11,1.0087386378836656e-10,7.713033781276547e-12,6.274754113943918e-10,1.8287794140882221e-09
ch14,-1.0595648408456209e-06,6.922125250397551e-05,0.0936723788434581,0.11299040220323642,7.965880801311489e-11,3.696776910922432e-11,3.1965926805056105e-12,5.269021305247574e-10,3.6447811408774637e-09
ch15,-1.4544260471001065e-06,5.756866674817781e-05,0.009226703129763257,0.6175146807313383,9.109134590895717e-11,4.901981239464956e-11,3.5065815259745378e-12,5.392509267907037e-10,2.3752088979697317e-09
ch16,-7.425435810921843e-07,7.815425772715015e-05,-0.05807546183535775,0.3895738027349638,7.440225716242317e-11,4.0185826591280554e-11,5.7375005805090165e-12,7.205138364225718e-10,4.752539247892003e-09
ch17,-2.954168215899316e-07,4.431172998042243e-05,-0.00674024128829762,0.9058550604921778,7.07831894023089e-11,4.3493384056846455e-11,7.420378575494216e-12,6.263951191579508e-10,1.1023769370443225e-09
