,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,5.264402792952603e-07,2.768771031160576e-05,0.5091034471211614,6.736807250404642,2.416320694554866e-11,4.554989307499615e-11,4.1822724483929325e-11,8.793162620695366e-11,4.0033024545523726e-10
ch1,-3.5933627028582154e-07,4.237905957928129e-05,2.170411186400198,26.930261332340624,3.651035649781418e-11,9.10180822236425e-11,1.1075305170754599e-10,1.622255293495356e-10,7.996797528586232e-10
ch2,-1.2861608967849967e-07,1.60902904157701e-05,-0.08565579478575074,0.5866006925331089,4.850174335806094e-11,2.7218291238482245e-11,1.277571746772176e-11,4.874409129650016e-11,1.0176128360157938e-10
ch3,-1.0237475219808599e-06,3.84512724841248e-05,1.83380898847624,17.730479566789686,2.6570560271733696e-11,4.132878394038124e-11,4.3654249088394765e-11,1.4960628222304121e-10,8.047675237519466e-10
ch4,-1.8292742875354256e-09,1.8355099481871203e-05,0.33095749929218654,9.566056108586144,2.54815390807379e-11,2.711924412247947e-11,2.0742393993458643e-11,6.55347441608895e-11,1.566252063828487e-10
ch5,4.420829474758216e-08,2.1722700162049232e-05,-0.06794819165724132,0.8751034249256766,7.409865475174387e-11,3.6738431560336715e-11,1.4048828368588012e-11,1.0183816713033783e-10,2.143947327435599e-10
ch6,1.0888012182916167e-07,1.787430089064711e-05,-0.014218170977415545,0.6955778616017021,8.632509116951207e-11,2.3104520448222954e-11,6.312898884158976e-12,5.715927097233121e-11,1.1158768324266612e-10
ch7,-2.89989102600721e-07,3.393987754473228e-05,1.7905181173169085,17.74156948275986,2.5527816028114875e-11,4.797189323549594e-11,5.875395621903425e-11,1.1875914584855447e-10,6.833016055411305e-10
ch8,-1.4827045863614147e-07,1.5694491220510427e-05,-0.04002058788909001,2.688526148173855,1.9846712667406406e-11,2.5800314075408335e-11,2.403685019487256e-11,5.0266189072121356e-11,9.765476855443573e-11
ch9,3.668043612507657e-08,1.712066995429665e-05,-0.11028714162469977,0.9560383536696473,2.6589837852490683e-11,4.604451115869032e-11,3.994954239121742e-11,4.872659322110857e-11,1.0324182109207932e-10
ch10,6.776166050615677e-08,1.768350417876094e-05,0.7444495700720114,10.59649269358973,1.9561972525795116e-11,2.081907647700726e-11,9.958434746822253e-12,7.159455553195928e-11,1.627633681225784e-10
ch11,2.3249741011586264e-07,3.8071550396726075e-05,1.6553145845294719,15.913366215465633,2.748577062702058e-11,4.304398050095849e-11,4.42605980452204e-11,1.408678261682225e-10,8.600296004138888e-10
ch12,-4.524962133394238e-07,2.3983235193684024e-05,0.5994121621460058,4.661738091068281,2.255625269683208e-11,4.6941362346706834e-11,4.2536625172543374e-11,7.625353473262836e-11,2.6687287581908325e-10
ch13,1.9192861922112797e-08,1.257816912304892e-05,-0.3227555845179685,3.2925965432051214,1.6522112135040682e-11,1.2805708437953147e-11,4.4411200671893624e-12,3.057143917422275e-11,7.722142961204799e-11
ch14,2.3631783912156838e-07,1.769784039369993e-05,0.02138090068423962,0.9793750182525103,2.773177103284137e-11,4.1041390494335835e-11,3.77712590451599e-11,6.367362895798449e-11,1.1543841580547627e-10
ch15,5.561714787478081e-08,1.1571832300946418e-05,-0.020507863713657287,0.38220493707558134,1.596354176603498e-11,1.2186802241244758e-11,3.411078177903049e-12,3.22868395397156e-11,5.802028921401381e-11
ch16,9.052565011077551e-08,1.5524866311983313e-05,-0.14567004093175204,1.170334848886423,5.902426701113678e-11,1.7943954515737567e-11,5.457991451609418e-12,4.180585088838999e-11,9.590348699489891e-11
ch17,1.409979275089532e-07,1.4941258633247697e-05,-0.38667205342787137,7.192216324819286,1.9575382305696394e-11,1.5451288596106467e-11,4.721717208705826e-12,5.728609812551747e-11,1.1036707082691183e-10
