,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.0437022601842588e-08,2.51970134357482e-05,0.1890424060315996,1.427286371429724,662,6.508929458143814e-11,4.080396835015429e-11,4.17694369412432e-12,1.316634949855427e-10,2.9051580768113486e-10
ch1,1.0615365069356987e-07,2.1810331954762723e-05,-0.09015269094158244,0.8973545865430412,618,2.9712290632783925e-11,2.1815633593090688e-11,2.8785321170757352e-12,4.606175264256828e-11,2.8272883777889346e-10
ch2,-1.8603962890491128e-07,2.95861738653053e-05,-0.04519862483067254,1.5019291298279054,577,3.401518721068697e-11,2.153984375485701e-11,2.772047664884901e-12,8.920870937504872e-11,5.987630150001497e-10
ch3,8.08099863077651e-08,2.105503991934576e-05,-0.0840314897345018,0.8676755293425495,617,3.8425987945363946e-11,1.579172801186918e-11,1.9959410658829953e-12,4.673190019329799e-11,2.444760047955605e-10
ch4,-1.798949924389267e-07,2.6243883243061628e-05,0.00801312819804134,0.834574508024172,679,7.566159297130347e-11,4.7217072314059375e-11,3.4227326074523296e-12,1.0863027421493551e-10,3.5169667838625575e-10
ch5,-3.4879171701217835e-07,2.8390910360021126e-05,-0.40132381441453197,2.237891686965834,621,5.2790489019929725e-11,3.919837094532e-11,2.582449513959739e-12,2.4696198789201367e-10,3.784546343202534e-10
ch6,-2.4613861153380985e-07,4.050626877923494e-05,0.041772274099380446,1.1162903364790644,488,4.324142995894138e-11,2.6448873660096554e-11,2.2892943400133805e-12,1.794766448311054e-10,1.1220168307133684e-09
ch7,3.2131309961032157e-07,4.1535341091497326e-05,-0.0046053692152570255,1.0761300826242017,574,1.304229076869973e-10,5.531820438470023e-11,2.6382813094394316e-12,1.2966478277004748e-10,1.1533627552680493e-09
ch8,-9.054237545423767e-08,3.103856335764967e-05,-0.18274878842160883,0.570746801098212,666,1.345346805650483e-10,5.2964561301480146e-11,3.0577221010700054e-12,1.0039899423489636e-10,5.420154446304379e-10
ch9,-1.524290890249109e-08,2.4533492614074593e-05,0.07967353766471624,0.6898146632094972,564,3.07422872984196e-11,1.975675589204e-11,2.0748088703186447e-12,7.978872250251896e-11,3.468381222107396e-10
ch10,-2.693721959133505e-07,3.092449857528611e-05,0.04266593891810922,0.5251492395880089,611,9.912530790730854e-11,4.73753049769421e-11,2.1241756404908983e-12,1.0097078565218044e-10,5.924142776956929e-10
ch11,-6.945100546704361e-08,2.5325166055575715e-05,-0.14316532589010522,0.6465417481756193,699,8.138723166697624e-11,2.2935769738044807e-11,2.472110635409253e-12,7.625767390670051e-11,3.494527796712754e-10
ch12,-6.501812871166652e-08,2.6499812405403127e-05,-0.08858441504258004,0.8050339072766888,720,8.684880907790852e-11,2.8609197920453815e-11,3.2066410834955488e-12,6.815536164344541e-11,3.8651407116992236e-10
ch13,-3.313597121138064e-07,2.7822491247949632e-05,0.01981828371644037,0.8178569520063532,550,4.1563887533017336e-11,2.150998778502891e-11,1.6769903725584988e-12,8.57256457132315e-11,5.285256712230024e-10
ch14,-4.3195394762705084e-07,3.495850628429914e-05,0.5020395724551666,1.6497789319086413,545,1.1965291924504073e-10,5.966064676336487e-11,2.7028445301087333e-12,4.8052038664136e-10,5.1738993304338e-10
ch15,-4.130729667055763e-07,2.4421662776189585e-05,0.15377060698372524,0.7848928545366283,648,4.111505119814812e-11,2.6986507200215166e-11,2.1841668348668496e-12,1.0943928185121998e-10,3.695378332944722e-10
ch16,-1.4935046442944063e-07,3.6333433866683424e-05,0.03506868576728643,1.4063604684020268,560,1.1068379725895281e-10,3.9584598312383245e-11,2.351215152237117e-12,3.6383751632696986e-10,6.997907820675413e-10
ch17,-3.597940941707772e-07,2.8691766027798333e-05,-0.01479177260205339,0.958865589642989,579,3.75682070001224e-11,2.449873349961475e-11,1.9705954719212187e-12,1.148391868460663e-10,5.759618573370277e-10
