,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-9.95527507071989e-07,0.00016529507612570696,-0.29546080154517046,1.186489334625695,12873,8.529067489022125e-10,7.84736596547329e-10,1.2517718376400347e-09,6.173988722877648e-09,1.7454812367722168e-08
ch1,6.426038929788462e-07,9.81917963132195e-05,0.5082869586684123,2.6410710691041466,11857,3.0135925123174633e-10,2.4385578287981735e-10,2.581686922461305e-10,2.70913106513631e-09,5.5926807179921105e-09
ch2,6.186544189135293e-08,7.09796036263877e-05,0.14917714087296471,13.322619360963031,17740,3.1002463557519296e-10,4.0190394313085773e-10,2.6445207989441273e-10,1.103140723582725e-09,2.399116689779384e-09
ch3,-1.6389247758355206e-06,0.0001118871347699133,0.1834781775265066,2.4572470694376225,16595,6.449480979115943e-10,7.912067426023263e-10,1.6860172153927479e-09,3.004121507784758e-09,5.632956255592672e-09
ch4,7.060754963641827e-08,0.0001021427916519771,-0.15389235424964393,1.5663868352892916,10554,3.5117752221468183e-10,2.3272358911003164e-10,1.3034409892282535e-10,2.8727939095109797e-09,6.675754948265852e-09
ch5,1.8324972431263556e-06,0.0001925911738204651,0.07606905187449539,0.6612363694709673,10436,2.210678872681213e-09,2.014073252893014e-09,3.8272325323489255e-10,7.98573898968793e-09,2.306038181731202e-08
ch6,-2.6647101629330597e-07,0.00010461323292234036,0.04618501422319876,4.117426980129333,14560,4.074707767607482e-10,5.454022858395945e-10,3.0780306565369826e-10,2.1723196923576793e-09,6.864217814691762e-09
ch7,4.4285274280978337e-07,6.629313548795699e-05,0.7582834932335532,12.547900268080426,20148,2.1939317229500874e-10,3.047827457571141e-10,4.1290856989363167e-10,8.891895367181469e-10,1.9482462819317597e-09
ch8,1.9726114199078852e-08,5.668953233227222e-05,0.3905325649947437,54.997084008756396,20141,3.4114626725199675e-10,5.17317784084252e-10,3.3042000556638706e-10,7.999980556412415e-10,1.007244499619185e-09
ch9,-2.943843270244125e-07,9.1254737135145e-05,-0.016502886575346664,2.961462877020524,18996,2.9360613364490065e-10,4.221609955985323e-10,6.887397638013333e-10,1.5734823974082251e-09,5.045740833999997e-09
ch10,1.0084642458101097e-07,5.3877072439533395e-05,-0.21877076507916005,2.7731377049099457,10868,1.8341224203171693e-10,1.0631928729828227e-10,2.713737287111884e-11,9.308014686643641e-10,1.570457811060362e-09
ch11,4.07751349474474e-07,8.737239235080558e-05,0.6342085968171567,8.548393872709031,25158,3.6623969337118853e-10,8.269304897228855e-10,2.3913752116415706e-09,9.187025223908737e-10,2.295470904953976e-09
ch12,-1.0840710233775722e-07,6.599853693158257e-05,-0.2816847838257571,9.655914942325671,27451,1.7497837343312693e-10,6.063375783587369e-10,1.688444107231765e-09,4.703140953677957e-10,9.693135843349646e-10
ch13,-1.568909801151668e-07,7.026237207548973e-05,-0.23766048911802676,41.18180845000037,19304,4.606906709908364e-10,6.760838988223552e-10,4.0799573946246964e-10,1.14296923162555e-09,1.908803749359031e-09
ch14,1.8496297083948734e-06,0.00016733770615028526,-0.08298686191662037,0.8294336507988618,11953,1.923732551899857e-09,1.2701852579306238e-09,9.087984848852005e-10,7.724470910025717e-09,1.5123183947696405e-08
ch15,3.9194965832436734e-07,8.821527124882826e-05,-0.1276021380374051,0.8571910945225993,10369,3.5382288656734333e-10,2.9407693993737876e-10,1.0311694811670515e-10,2.0022922587665536e-09,4.731493416243688e-09
ch16,-7.86235085957869e-08,0.00012145494747978035,-0.09555275028972984,1.2924773712669397,11336,8.548532346761958e-10,1.0198279867073053e-09,1.919420493719856e-10,3.3846314889558346e-09,8.650482396028816e-09
ch17,-1.0414329106478834e-07,7.23960525699194e-05,-0.2120774388226109,7.316987846720014,10036,2.929326488971381e-10,2.548056860498152e-10,1.0913877530594219e-10,1.83204640835482e-09,2.487689111677565e-09
