,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.5842856518239017e-06,5.69807582513602e-05,0.5118249861959097,13.859951816996478,3142,1.2063281156125218e-10,4.554449500645023e-10,1.1313897926191448e-09,2.2914828077024763e-10,1.1610247717505325e-09
ch1,-2.6859829350669675e-06,5.315332133517395e-05,0.23917948393568356,5.908191887238221,1705,4.9611916862274866e-11,1.384483881220476e-10,2.978235050395736e-10,3.0346184169054245e-10,1.8929758841235186e-09
ch2,2.2855617808148783e-07,5.826933037420375e-05,-0.6090395450656119,8.213730130333774,3685,1.856355385657504e-10,5.893903405389554e-10,1.311949667503936e-09,4.786906879228004e-10,7.75265764692626e-10
ch3,-1.99384592308629e-06,5.840605688996295e-05,1.0764249060217397,16.891977142449004,1946,8.472468510168949e-11,3.7383602065407547e-10,6.989978104720408e-10,2.740625674004223e-10,1.8247296413983755e-09
ch4,-8.039339440073294e-07,4.513841862054759e-05,-0.7722676631394283,5.795529565736805,2417,6.417224447779043e-11,2.2052275110304726e-10,5.173541641588923e-10,1.9797236927409127e-10,8.867941666263309e-10
ch5,8.386684572395661e-08,3.9105293121310026e-05,-0.5695086994611137,15.400149501823133,3466,5.790619061656044e-11,2.4085862207323053e-10,5.914496421377971e-10,1.441962706958395e-10,4.238261068736372e-10
ch6,6.474729624788944e-07,4.7003231246824875e-05,0.45278762578501064,7.010992250348499,3252,1.0512852576464976e-10,3.3789855374100827e-10,7.431153980719677e-10,2.0441322394173815e-10,7.148020530690697e-10
ch7,-2.85245283523064e-06,6.219958386475355e-05,0.21924287273146045,2.079251427378182,2393,6.529582381419866e-11,2.440925242913434e-10,4.929714371056342e-10,2.95434337207141e-10,2.4393008539015056e-09
ch8,-9.72717339027015e-07,6.971286633567467e-05,-0.553359508396392,5.1493097769955885,3627,1.0746065793772226e-10,7.801819489603431e-10,2.03001904142103e-09,2.4011012863871804e-10,1.5507592084354139e-09
ch9,3.7578715552149935e-07,6.957630395514293e-05,-0.10619238345358285,7.391744847959595,4951,1.866038457602784e-10,1.054472295035593e-09,2.474878623189169e-09,3.813879007690531e-10,5.449991994517145e-10
ch10,-7.479049222426165e-07,4.3308041076906294e-05,0.04851441607661643,0.5814071151511317,1285,2.699542574078232e-11,4.609712279593587e-11,7.070772263120508e-11,1.8546199116960885e-10,1.5226081639039391e-09
ch11,-2.799801753973537e-06,6.812285729329569e-05,0.5317569872348199,4.811439302448233,3491,1.2500569819444067e-10,4.890036071600273e-10,1.303823569155806e-09,4.079259330286239e-10,1.9168036664749812e-09
ch12,-6.960364337684422e-07,7.198145679807188e-05,-0.21851701155709577,3.884100681518344,3997,2.1811282289582993e-10,8.578064886964092e-10,1.7116985817382442e-09,3.8508904218809897e-10,1.8494416511002812e-09
ch13,2.824530938246326e-07,6.116047504800503e-05,-0.09505748538432608,4.802158279369797,3750,1.1264507934080149e-10,6.301870830954375e-10,1.5923710058267412e-09,2.5194778892905595e-10,1.0510763300822042e-09
ch14,-1.0354489255061057e-07,5.458570228455623e-05,-1.9589237324226145,19.637116233447024,3061,7.11587172835954e-11,3.613050875120115e-10,9.555687154577911e-10,2.436051999543441e-10,1.091649891878144e-09
ch15,-4.0962206071505435e-08,3.680086284855216e-05,0.5620466658592088,10.746048728635525,3044,5.458297031576504e-11,2.1026192491411073e-10,4.963100970706765e-10,1.6316720568667682e-10,3.643777507622342e-10
ch16,-6.828511087697135e-08,3.7100955689161896e-05,0.46502094412436634,14.283167607789125,3569,5.362190679546666e-11,2.1495852307149436e-10,5.937487591956452e-10,1.2628256347435304e-10,3.1980101292459557e-10
ch17,1.1294103878662531e-07,3.432843102238851e-05,-0.004496970583962046,0.8586341443263423,1475,4.847972026716863e-11,5.808400224677367e-11,4.9092309205527554e-11,1.9244882026977724e-10,8.061466471257272e-10
