,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.6275689169008643e-07,3.629262094289162e-05,-0.005592276393843972,1.0571374599665404,1424,7.615420331358861e-11,1.266019360501749e-10,3.494067696985554e-11,2.902668840406839e-10,7.15918471542125e-10
ch1,2.1912852610969347e-07,3.765299041588928e-05,0.16891186841710862,1.290489923128936,1229,6.528813776437579e-11,8.324535278796119e-11,1.841614594711509e-11,3.912601254229941e-10,8.262736023166986e-10
ch2,1.0739813795524689e-07,5.404948403541644e-05,-0.20178262913956108,6.572120325733991,1319,9.404385015915472e-11,1.218911424212338e-10,3.2753859632917725e-11,5.895693904768347e-10,1.9204403796080505e-09
ch3,-4.648882050218099e-07,2.2412901315534413e-05,0.25596297511018207,1.9352379288856039,1576,3.09261945972745e-11,5.60863136004549e-11,1.719056824220404e-11,1.211325722205936e-10,2.4709904114931377e-10
ch4,3.97953192610344e-07,5.0008550172039836e-05,0.03972722985557642,2.2195731799290277,1272,1.6568639049118581e-10,2.066529712882024e-10,3.1656381915073963e-11,7.107472030808879e-10,1.3783325189819433e-09
ch5,1.4455092416951527e-07,3.1950077741594714e-05,-0.3869000133959006,3.0248874749056025,1451,4.386993146692071e-11,5.889760974636792e-11,2.386538791807323e-11,2.1227507989960128e-10,5.856662241570673e-10
ch6,-4.987772612880005e-08,5.884993108257554e-05,-0.40641013154625577,3.611307682415066,1348,7.020224858866857e-11,1.1941923859143587e-10,3.600474596389185e-11,5.734223486284927e-10,2.531547994197503e-09
ch7,4.408004877295219e-07,3.580574434589161e-05,0.23421406938658668,2.1682756112045123,1269,5.4448394136937037e-11,9.417355247319653e-11,1.912997046799528e-11,2.861714284099235e-10,7.845502831580539e-10
ch8,-3.2220295370845336e-07,6.898968112427838e-05,-0.31694925217556724,2.480023239743743,1209,1.9639782548657257e-10,2.977156842149211e-10,3.3768694498738856e-11,1.7822039743861411e-09,2.5615512647174697e-09
ch9,3.765906863449673e-07,5.4490588541670906e-05,0.06247055750625694,2.1331087143770464,1731,1.4027904950901675e-10,3.205650525624762e-10,2.0040176885704373e-10,5.287791717245117e-10,1.5018233398056523e-09
ch10,3.9930216410617087e-07,4.779800103252485e-05,0.11567970659579317,2.241451098727584,1156,1.0640417439372807e-10,1.40800878110228e-10,1.761222905619415e-11,5.794936850055021e-10,1.4580258634335024e-09
ch11,-4.7922322416911596e-08,3.318333078204069e-05,0.3132435911096264,3.123445687114172,1729,4.593828639828163e-11,9.049888523780522e-11,4.269742871716022e-11,2.952897223816782e-10,6.225916834529168e-10
ch12,-2.0741015104226456e-07,4.830752561888065e-05,-0.49399434671218206,5.553513583184063,2056,1.0580639793783627e-10,2.573467411821057e-10,2.3078700754886845e-10,4.667859967900789e-10,1.1991003924508295e-09
ch13,1.65525988393626e-07,6.477391391427814e-05,0.29651306301204056,3.3505507522554563,1229,1.5478445641286703e-10,2.269360416985962e-10,2.6069670299182384e-11,1.5575239825281234e-09,2.1276008609033847e-09
ch14,3.902709761940453e-07,3.799695375626433e-05,-0.07947532274028773,1.128628483016933,1400,7.094141275835345e-11,1.3842266601764704e-10,2.945106070977003e-11,2.507763513686758e-10,7.907183380514664e-10
ch15,-3.6587024274429183e-07,5.055641237076486e-05,-0.07858023915404633,1.193356003599014,1104,1.0769587727506395e-10,1.7161433597075827e-10,2.3850021987256113e-11,4.351323748446992e-10,1.6162320375336517e-09
ch16,-1.1520832549436046e-08,3.208911412377548e-05,-0.30809873951119837,2.988037929299505,1302,2.8844487709693784e-11,4.4856942878070696e-11,1.915509598470305e-11,2.678576862384717e-10,5.990466748268722e-10
ch17,-5.062291139675084e-07,4.6528593706321775e-05,-0.050430260001964725,0.9343320207213806,1126,1.0324383407835546e-10,1.32722360939679e-10,1.69417473544474e-11,5.361662953826512e-10,1.2453615873935065e-09
