,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-8.254164895273204e-08,0.00012746287912058192,-0.10173218549022583,1.666321453825148,2873,6.547536440467729e-10,1.9343435773459707e-09,1.7429225409739605e-09,1.5461305555010924e-09,9.999987109053923e-09
ch1,-6.20055186138414e-07,0.00014608232639010476,-0.5480181391379901,2.623856538254504,2774,9.404802950474928e-10,1.998447866669775e-09,2.4943908146956713e-09,2.073805370941745e-09,1.3548878057863455e-08
ch2,-7.760021608486158e-09,8.045680229573789e-05,0.1320948439683278,1.3532818411809098,3795,6.177171164457583e-10,7.149715665894226e-10,4.652836749937023e-10,1.378404319037624e-09,3.252951739170106e-09
ch3,-4.479021662292632e-07,0.00013033751109202798,0.345472577952657,0.8212028296655136,2466,4.857654622349232e-10,9.887171618881798e-10,1.5474113883951436e-09,1.5450385988628825e-09,1.1834013493088305e-08
ch4,5.032051887246304e-08,0.00016655961354474576,-0.15666622168115443,0.3619835252377097,2469,5.687065945218282e-10,1.031405926889208e-09,1.3464304637635345e-09,1.3585273212105672e-09,2.2836348095492667e-08
ch5,-1.7118865080101234e-06,0.00012117281055405005,-0.23057602417340492,8.641461409819149,3481,9.431912403845096e-10,1.541558477137603e-09,1.083419479680823e-09,2.0601542714642073e-09,7.674868739468632e-09
ch6,5.573996566207045e-08,8.978238549377877e-05,-0.25834767835708317,1.8798617742028823,3372,9.584676164694153e-10,9.141463490886253e-10,4.214534801602003e-10,2.482056282123263e-09,3.218604660854145e-09
ch7,-5.038731424728402e-07,0.00015085738405903903,-0.08475363189836123,1.6000708838416937,2018,1.7518276572909565e-09,1.5191399839222341e-09,5.244867600881549e-10,5.5808011647552585e-09,1.3338211756020201e-08
ch8,-3.4959465160432363e-07,0.00018176073457052333,0.6837611674187918,1.3005311749147062,2021,1.8022698057577347e-09,2.0610406647801496e-09,1.0499887841367486e-09,5.32901754910003e-09,2.291674949181921e-08
ch9,6.618411069611208e-08,9.570628270199236e-05,0.17269234257748153,1.6778137579306902,2952,1.0715000156212516e-09,9.638867019643578e-10,2.919685988016155e-10,2.0458375125219065e-09,4.596645756257542e-09
ch10,-3.38973256346841e-08,0.00018215156396083422,0.2818643406328638,0.54423018617873,1568,8.199692134175047e-10,7.194864734987911e-10,1.3577664729344178e-10,2.3312536841616123e-09,2.9234909221695287e-08
ch11,-8.364468694674853e-07,0.00016019125575776987,0.7076441813754296,1.428148264193979,1793,1.0400065745636082e-09,1.1234759036402245e-09,4.5563782973147767e-10,3.3239492617386244e-09,1.9796140074251265e-08
ch12,-6.403484710952438e-09,0.00013306207207062235,0.5092597671360577,1.6176203543177232,2404,1.4876578320987513e-09,1.3256366067258791e-09,4.2429834135245413e-10,3.78436008879508e-09,1.0582031754031812e-08
ch13,3.097457151999342e-08,0.00017122105025510858,0.6436552977078505,1.216494502383311,1519,1.1485905680811735e-09,1.1633603900826387e-09,1.751641504294197e-10,3.1431539875004625e-09,2.405741143316235e-08
ch14,5.335968285558844e-08,0.00011572837774444425,0.017963521577917783,3.300775376050253,2962,6.960020394722527e-10,1.110909057365743e-09,9.237434570492778e-10,2.3140176038206917e-09,8.147297557060463e-09
ch15,-4.07693379334427e-07,0.00010375771201877391,-0.14818079131112358,0.6450792697580194,1902,3.009484660005569e-10,4.3303142973904904e-10,2.884267083816471e-10,6.701261359006856e-10,8.931904660464666e-09
ch16,-1.1796489162013311e-06,0.00013541170343073613,-0.12865873478809328,3.2981257045312455,2454,8.005487295528585e-10,1.087463072384376e-09,7.210110951742315e-10,1.8384188497424683e-09,1.2678488269473903e-08
ch17,-8.485657038053101e-08,0.0001497638374405166,0.3331643172907682,1.0013558710849413,1683,6.636357417889487e-10,6.123012388453065e-10,1.1163355964613793e-10,1.8040372802677867e-09,1.9292887257909204e-08
