,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-7.979027954091387e-07,0.00016059717582734,-0.08277169478524259,1.8850205416557673,3299,3.347818879817874e-10,6.249105883964072e-10,8.254039060262571e-10,1.9247352948201237e-09,1.979175049863212e-08
ch1,-3.890017972517736e-08,0.00015432003326448099,0.17273911743652898,1.560451166379682,3479,4.495968584309711e-10,9.787206305374116e-10,6.687587216650076e-10,1.925114657138931e-09,1.7413718749639516e-08
ch2,1.1327207377637723e-07,9.249013926330498e-05,-0.05544051067427595,1.682322775648525,3459,1.8595233325212133e-10,6.241264024841093e-10,5.430666855935626e-10,1.0800504755601642e-09,5.14198457400941e-09
ch3,1.117057828022549e-06,0.00013696014059865491,0.14813538823214173,2.0256005752979194,3663,2.451033051128711e-10,4.901591141870094e-10,5.081233659265021e-10,1.274793712090003e-09,1.4251238903228606e-08
ch4,1.5272297871012003e-07,0.00011496356118746402,0.10380892838291399,1.3034292754212942,2755,3.498569422462908e-10,4.5792630569367585e-10,1.6554921703302955e-10,1.4411846449153016e-09,9.93306972909188e-09
ch5,1.032434826436877e-07,0.00011836926552435441,-0.14075337675116284,1.9746225160085782,4416,1.8584165168577637e-10,6.568438441910765e-10,6.934708694869667e-10,1.2277482422136896e-09,1.0047814137694675e-08
ch6,-5.487970738116806e-07,0.00011840688001433463,-0.2544599236106095,1.1640974123096832,2066,1.5067538962851694e-10,1.257352344574044e-10,9.618179732129165e-11,1.6686632008152267e-09,1.0691693633948833e-08
ch7,9.246997399468363e-07,0.00017125494684096785,0.2729946395725119,1.5686478291989836,3756,3.9652990773231965e-10,1.375408289024807e-09,1.1982151684809343e-09,1.7533326449320387e-09,2.2287502205098223e-08
ch8,5.823702542594068e-07,0.00012055034704366375,-0.29304933328621785,1.406032973978025,2951,1.7447976131258092e-10,3.798884075909562e-10,3.6064184197789693e-10,9.328083684840234e-10,1.197859811405627e-08
ch9,8.954947660345597e-07,0.00011994013884704452,-0.020751500220963295,1.738665297127703,4658,2.0920015565515479e-10,1.0289426267378415e-09,1.0128954620854217e-09,1.1096737434963019e-09,9.74160529479375e-09
ch10,7.950707761442385e-07,0.00011995945733800791,-0.17227471417160936,1.795178593316379,1529,1.6870435913644852e-10,1.221379336592247e-10,2.3033369474562626e-11,7.379886107407138e-10,1.2581183214827192e-08
ch11,-6.779998478343373e-07,0.00012301130349359914,0.5014308479617816,2.978385915751403,4071,1.9381799441349143e-10,5.22879275846183e-10,5.580153366928726e-10,1.1323733079801258e-09,1.0707454035963547e-08
ch12,8.878892918541743e-07,0.00011692210881625561,-0.10831216374762517,1.298013253162953,4420,1.9674342227100899e-10,5.254339724207332e-10,6.808639419671133e-10,1.201281732511474e-09,9.492611964999444e-09
ch13,2.68045354544849e-07,0.00010025073548905075,-0.12869210228681827,1.8563936734675952,1723,1.2581836535412521e-10,8.915313228934015e-11,2.6395267616418665e-11,9.317526358742597e-10,7.915925695336297e-09
ch14,-5.021612081397214e-08,0.0001420971283073822,0.006905396639849939,1.252564590188281,4455,3.3061745613027864e-10,1.0096249686725969e-09,1.0966727628733808e-09,2.0218055110204424e-09,1.4361824815815091e-08
ch15,1.4892282934566957e-07,7.471566311409345e-05,-0.13299201144339834,3.9397696553630075,2055,1.7344214498761448e-10,1.7787594886639422e-10,4.601733538111038e-11,6.69455140732665e-10,3.999382217204789e-09
ch16,1.2410794050360202e-07,9.592938412696043e-05,-0.007715097957503669,3.1606264371265986,2243,2.0142265419433224e-10,1.935753150220539e-10,8.571027913121145e-11,1.018426467090113e-09,6.7425678669580975e-09
ch17,-2.4471568407654764e-07,8.627724566628748e-05,0.13588787029312852,1.3022098904869548,1418,1.0296786048501282e-10,6.443329582154343e-11,7.102590447768039e-12,6.256941940708492e-10,5.999019077707558e-09
