,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-5.780297820355682e-07,9.364991436937425e-05,0.32039651597108904,2.323111114073801,3299,1.9205703399542976e-10,1.028823428078772e-09,3.0227742832210466e-09,6.035825129389622e-10,3.1976109692249327e-09
ch1,8.324260207397664e-07,0.00011586673655615098,0.25663390671112424,1.2713204413454413,1336,1.492429075575047e-10,3.877938649281383e-10,5.161970447271446e-10,1.4793204942878906e-09,9.777136708808e-09
ch2,-5.2437188846395405e-08,3.415451506478356e-05,0.1780294493378362,4.086229864748139,3018,1.2186944977692427e-10,2.021616255159514e-10,2.2768783101308182e-10,2.0286952290959054e-10,3.3378451792388087e-10
ch3,6.064350696943168e-07,0.00012231880608308678,0.4401344200579739,1.9778815186424943,1882,2.1377624234486566e-10,7.347052188208493e-10,1.568688037782925e-09,1.0908160235352879e-09,8.649230984248844e-09
ch4,3.3413903470274696e-07,5.7773009017281344e-05,-0.6096902412438353,6.0880658263357805,1793,8.219143083875767e-11,1.1930872668667093e-10,1.7684238373710795e-10,5.448241872702969e-10,2.5096428762872722e-09
ch5,-2.5361820951868717e-07,5.7880406070753386e-05,-0.01591798024785331,2.1712999052716686,2202,1.4211514596270785e-10,3.6148277462761423e-10,4.4629058388558644e-10,7.208999624465454e-10,1.6394738856313489e-09
ch6,-3.0112359889278036e-07,3.59169733064959e-05,-0.044790856135779517,0.6125617902687601,2468,1.4739398650732182e-10,1.190864167088409e-10,1.5497561895652204e-10,2.560325547973556e-10,4.933720779612368e-10
ch7,8.921632303904067e-07,9.00799514472709e-05,0.48647724064159825,3.5202038736589154,1449,1.0595472125369875e-10,2.4550708770879586e-10,3.280826228449827e-10,6.953099222349919e-10,5.671752932253157e-09
ch8,2.375710167416824e-07,3.776064483146671e-05,-0.13547431646348343,0.901351754918915,1939,9.965054097884409e-11,1.3442098276432574e-10,1.4134087693232898e-10,2.1567515887818013e-10,7.289122725133409e-10
ch9,2.0491447226653763e-08,5.286057661716024e-05,-0.980105980977086,11.170902961295656,3412,1.5981627630159015e-10,4.5002201269983436e-10,7.951501804331023e-10,3.2176144500345033e-10,8.182860386183973e-10
ch10,5.77710803348216e-07,6.284023197659995e-05,1.591064070099811,40.72572514143474,862,2.136489016934456e-10,9.821279991895382e-11,3.69820373435334e-11,8.886731172832815e-10,2.491542283374755e-09
ch11,4.220882807119446e-07,9.660742225321485e-05,0.42985075260691463,2.766676618436251,1819,1.209801202626517e-10,2.9754834429258076e-10,5.517374004139144e-10,6.016193304185463e-10,6.280931867539069e-09
ch12,5.167490058315486e-07,5.867243522467818e-05,0.7820700485649105,4.897124871207358,3139,1.0347246947607218e-10,3.1742604318656023e-10,7.794226349079147e-10,2.968317677397432e-10,1.3105527845023866e-09
ch13,7.096881201435971e-08,2.6054285173534965e-05,0.3479734515580138,6.617793840421173,2142,5.651433265240292e-11,7.578292887217818e-11,9.805938492522037e-11,1.3981433700669414e-10,2.637502946591725e-10
ch14,6.023787436082418e-07,0.00010386181702384555,-0.3380195035120635,2.515438314481309,3112,2.675394335957633e-10,1.450480277364675e-09,3.7121370609038587e-09,8.428342896272128e-10,4.10004394759148e-09
ch15,-3.5249749283076104e-07,3.363115562608877e-05,0.12082710223844638,1.1233892988852476,1925,6.012771079414585e-11,8.850353673576651e-11,1.3589369419826098e-10,2.321900943956872e-10,5.796281862110979e-10
ch16,-4.1532449130418316e-07,4.4755004092234555e-05,-0.014906424495812663,0.5277663474755392,1946,1.0822704501304007e-10,1.2030131861546023e-10,1.2704211282855605e-10,4.022119376621264e-10,1.162457077676778e-09
ch17,-4.156236019664315e-08,4.046301566592383e-05,-0.41323819228643693,5.260269995486889,938,7.658576923990536e-11,5.387748738085317e-11,9.424348681414442e-12,3.541517908598073e-10,1.0016220691014267e-09
