,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-3.7683692339779424e-07,4.1040379766283904e-05,0.1688624269622558,1.8453830585804445,934,4.7506895828480795e-11,3.790665140300282e-11,1.8148744543849832e-11,1.659614823313055e-10,1.2779509827131164e-09
ch1,9.510637518709366e-07,5.4811637931011185e-05,-0.40243439293272554,2.3184031611336966,697,8.596416307307877e-11,5.443935464522629e-11,9.565697348779083e-12,3.37480508841135e-10,2.2410739388727627e-09
ch2,-1.168288533108366e-06,2.5597726068237135e-05,-0.02651867806261521,5.701063595649172,2085,3.775078165238122e-11,4.9360286390779096e-11,3.485397328666909e-11,7.882978052911024e-11,3.5491635427232016e-10
ch3,-6.418092606575118e-07,3.9386067769992646e-05,-0.06379355765528787,1.1674361764753476,773,4.1725325553293315e-11,2.824284242140594e-11,6.8345604638638845e-12,1.9277264142978505e-10,1.047537711680105e-09
ch4,-6.612312760660326e-07,4.1904468210266006e-05,-0.09603648540262999,3.652511373693981,948,6.276104050015145e-11,4.84114424368653e-11,1.2153319962310273e-11,1.9345562331741266e-10,1.2444826106875919e-09
ch5,-5.905767142417719e-07,2.6070051253758043e-05,-0.2620427175132984,7.442850664493836,2351,3.219369199368268e-11,6.680072740009517e-11,5.0096041609365135e-11,9.790774330358213e-11,3.574007328616225e-10
ch6,-1.4653889387927293e-06,2.8493543190749846e-05,0.639130641571131,5.581482429054265,1795,5.389553300842927e-11,5.4202267841345694e-11,3.3143244934541883e-11,1.1571656060160918e-10,4.5373228137175343e-10
ch7,7.903424494850806e-07,5.7220012585741285e-05,-0.362695413676499,1.9624853284917219,734,8.714559993259605e-11,5.5583002379020546e-11,1.439723661586948e-11,3.459708865939575e-10,2.3886415593734666e-09
ch8,-6.523025859718413e-07,3.792668952407162e-05,-0.08325571725503986,3.2854077326839874,1000,6.321767041474504e-11,5.92187520583282e-11,1.600628967846624e-11,1.281716947569167e-10,8.624187990745921e-10
ch9,-8.880031689978199e-07,2.8842908867885336e-05,-0.4212781624131736,7.497234707765882,1814,2.225908987890619e-11,3.8338908174055445e-11,3.5188598931702316e-11,8.893391595866862e-11,5.53504824329717e-10
ch10,-3.428471093381821e-07,3.5157377479452375e-05,-0.1305437627473256,4.82213656206222,919,7.011094613387965e-11,4.289559318095622e-11,8.894466037690379e-12,1.298633014928672e-10,7.95127320576067e-10
ch11,3.1896573741021193e-09,4.842532117264181e-05,-0.352313625601583,2.187322694097242,1104,6.047462422567547e-11,3.9004411922672257e-11,3.1106500949674124e-11,3.1562900373427903e-10,1.778413901968487e-09
ch12,-5.626193100367838e-07,3.202871390446695e-05,0.1105685893018916,1.9063648419754102,1465,3.363675166546646e-11,5.3021871948285304e-11,5.3940426758609663e-11,9.186937357424005e-11,6.143426487100846e-10
ch13,-1.291449294348263e-06,2.8013745983470045e-05,0.07009100001069458,4.870727342377136,1206,2.8207321009932807e-11,3.371036544335038e-11,9.819466538219851e-12,7.690979712815341e-11,5.245475933885998e-10
ch14,-4.263324288474244e-07,2.9482718971038602e-05,-0.29641098116648046,5.635826440431366,1851,3.178850351865035e-11,5.027146514861193e-11,3.2234487554399117e-11,1.166251331684598e-10,5.147078394534853e-10
ch15,-1.2472889981869588e-06,3.0231926597873454e-05,0.37352711142365197,5.126649473683528,1236,2.76665830842992e-11,4.15118160641865e-11,1.1539729923002707e-11,1.2994824871546074e-10,6.065163570069184e-10
ch16,-1.0841775183227067e-06,2.7691963264904252e-05,0.2707319738486359,9.160372244016317,1895,4.401773133716082e-11,5.2558040505132533e-11,2.0180151141258892e-11,1.3955016750472617e-10,4.424649848484655e-10
ch17,-2.1091154598988702e-06,3.8386326350803655e-05,-0.08827627817191136,5.919940677470752,1030,5.519489388844394e-11,5.250847920196147e-11,1.163857079804377e-11,1.3520556223435418e-10,1.0566466605730596e-09
