,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,9.417617964205572e-07,0.00023341311939549495,0.20339195757266426,3.839880840709748,3513,9.963378999086534e-09,9.404349006106727e-09,3.3204607986093553e-09,1.8539936752672503e-08,1.3908732461206835e-08
ch1,5.911034566949829e-07,0.00021923736108714974,-0.25298114169985664,3.611862857407856,2473,8.464829675550685e-09,9.530317577584828e-09,2.628743151117352e-09,1.4244924739382898e-08,1.3031469603226322e-08
ch2,5.207367857874544e-07,0.00022298120450865589,-0.07894182162420564,4.529901071939591,4573,6.8617505949301e-09,1.6605932579459807e-08,8.07839626663399e-09,1.0816635828316047e-08,7.431475376836305e-09
ch3,-1.3508462879658358e-07,0.00022192815749801876,-0.042422962513609525,4.657231751244,2793,9.911093850092819e-09,7.560588249043008e-09,1.723461580763293e-09,1.8659681133616066e-08,1.1642186579620615e-08
ch4,-1.1321106431947593e-07,0.0002752990973399397,0.14607484576591068,3.764710925554505,2172,1.2928376366087321e-08,7.848458603245545e-09,6.101701911428267e-10,2.899392206861791e-08,2.743879186836554e-08
ch5,-2.2815439033674303e-07,0.00020190102068028744,0.06834548289193383,3.779003216078638,3911,5.524627682562709e-09,1.0602896133929772e-08,4.231999637243807e-09,1.1276415658256386e-08,9.253917432315936e-09
ch6,6.010838866874667e-07,0.0002041300751819154,0.3894707246894947,4.348058398364023,3070,8.084836932260574e-09,8.388287544940434e-09,8.915407490364022e-10,1.4705693741296412e-08,9.434135399758945e-09
ch7,-7.199584295424839e-07,0.00020928683083238161,-0.26084877969401227,3.342054865821553,2441,7.231683869848535e-09,9.195551532358021e-09,2.242208674121832e-09,1.4636117680512825e-08,1.0413500691390685e-08
ch8,3.688523263248539e-07,0.0002362041409923224,0.3523246426383715,3.097635568889891,2277,7.408352564338769e-09,5.299702615436665e-09,5.36977810196898e-10,1.922499459335054e-08,2.3311054029836858e-08
ch9,9.285272084855903e-07,0.00024097432020728538,-0.06838138600381141,3.1487045122133495,4764,9.216758438116588e-09,1.345606880611538e-08,6.952742704337155e-09,1.760928044549463e-08,1.0965157423020939e-08
ch10,1.2648581719173283e-07,0.00024227013982494532,0.21631350726082207,3.255510622091008,1695,9.305820653293202e-09,5.034724875836466e-09,2.925591381377854e-10,2.434855057419632e-08,2.0245783531303e-08
ch11,-5.417878956503162e-07,0.00022350151690424757,-0.09513424933826477,3.3724252552949583,2667,8.56455177863646e-09,5.46279607443752e-09,1.2102721157403068e-09,1.751278747887743e-08,1.7187430204897556e-08
ch12,1.395752654105917e-07,0.00021190898400179044,0.15615089492002754,2.489139841644442,3381,7.247587244025175e-09,6.843530695440092e-09,2.1758839850672957e-09,1.636995766978928e-08,1.2087878440824202e-08
ch13,7.675842526166272e-07,0.00017204336075634557,-0.1722716571608022,3.132028008292658,2779,5.907863501531582e-09,5.964739086214556e-09,4.074156279621132e-10,9.414802123360027e-09,7.988175975509316e-09
ch14,2.870268284468232e-07,0.00019452791047005008,-0.10945203026027575,3.1966652057241856,4357,5.390192159688852e-09,8.795560832103816e-09,4.30249307085739e-09,1.2046704571577954e-08,7.46603244472305e-09
ch15,9.519413706489742e-07,0.0002257167876479907,0.07878523353850433,3.735366530994999,2127,6.995039952526613e-09,6.668930741160513e-09,1.2417409297120509e-09,1.5618316086682016e-08,1.961777183983884e-08
ch16,-5.547018860512237e-07,0.00024501009645956634,0.08127683027621832,3.9517180871614173,2456,9.149871011834583e-09,9.357452811384802e-09,1.4673277556509917e-09,1.8444060784696006e-08,1.9892774114278147e-08
ch17,3.0853015072030913e-07,0.00016618377488180676,-0.25423632395123585,2.8910030414929864,2237,4.918622597147206e-09,4.1990130898787075e-09,2.920788665298902e-10,9.496547840641022e-09,8.789092548936147e-09
