,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-8.131210855635676e-08,0.00014464165930199645,1.9548016256315885,8.85642259135197,724,1.1808420820425221e-09,1.162258666485687e-09,2.46934011508356e-10,3.321176145291244e-09,1.6238726417119326e-08
ch1,-2.0165974346983585e-07,0.00011006720718468635,-0.40334383225212844,5.102227876275235,729,2.2496053141056054e-10,5.817626148016645e-10,1.6463017772974323e-10,1.476118579555875e-09,9.838048935264562e-09
ch2,1.3673045986049916e-07,6.774650852497614e-05,0.45728866589717126,4.102468791755562,685,3.271640974977987e-10,1.8872754275516487e-10,3.3659986270317915e-11,1.2532028029128676e-09,2.585153929049722e-09
ch3,-2.2413167726766702e-07,8.920810536449702e-05,0.09075769573481603,7.059122863724733,740,3.7964987507610955e-10,1.1081984001633014e-09,2.7923584216433667e-10,8.085993920814996e-10,5.4374122102177055e-09
ch4,-1.530032982666402e-07,0.0002075423557899945,1.1474166502879926,4.51161073741036,582,7.185263379245455e-10,8.911166454994311e-10,1.0509753806196967e-10,2.8742700907713364e-09,4.119617983731511e-08
ch5,3.58250647939832e-07,8.524346509852048e-05,0.9231848546140358,7.137036270346128,610,5.206431284752504e-10,2.0513180112132733e-10,2.920065110473954e-11,1.5389265382629878e-09,4.98492749748566e-09
ch6,-1.0932004947168449e-08,6.919593171360653e-05,0.5298642448419295,3.902516927254104,700,3.3147643673535624e-10,1.535370372561763e-10,2.9307983459791903e-11,1.0846918149014563e-09,3.0921548991974514e-09
ch7,1.6331358798461594e-07,0.00017131989875394588,-1.0301954006971192,6.726630868106849,438,6.717678790375871e-10,2.0269267257726454e-09,6.032006121261487e-10,2.412449254873609e-09,2.4174593827426843e-08
ch8,1.4704683761194033e-07,0.0002671775232317618,1.1725335620540682,4.053701988516103,477,3.8827959019917114e-10,7.260882816312008e-10,8.049530436967868e-11,3.957723191884624e-09,7.031673794356997e-08
ch9,1.1511545743603094e-08,7.274699785831888e-05,1.1544836941973622,5.091443312164603,746,2.0331737433504025e-10,5.262144135777629e-10,6.916981744213052e-11,6.471508314981868e-10,3.8697303503682725e-09
ch10,-6.553498915262123e-08,0.000269980843073069,1.30320114161443,4.366309279377544,414,8.461383385466033e-10,6.163703519677298e-10,1.0370678754551227e-10,4.961733852426512e-09,7.054157176275078e-08
ch11,5.581338140857108e-07,0.00014878465181293222,0.7212296514273436,5.256531864891915,487,6.23705388484776e-10,3.399888374526687e-09,5.461210908989628e-10,1.4806191666889296e-09,1.6583123847215542e-08
ch12,-2.525301375879033e-07,0.0001137624561632865,2.2619969371946933,10.190419958879964,934,9.059393404621605e-10,1.1940075376971942e-09,1.6811023147744667e-10,1.60183892007786e-09,9.715546565436963e-09
ch13,1.518464235240083e-07,5.0190535157644814e-05,0.40508367661565475,5.204694069108923,682,1.2318285830171588e-10,2.6264525735797023e-10,1.877003870800926e-11,5.187663178620392e-10,1.5972614284460838e-09
ch14,-6.793413626319792e-08,9.422830997605396e-05,1.0513331057802187,5.746651340371185,768,2.31564702493479e-10,2.99059285067392e-10,1.1821260118446264e-10,7.649353425552582e-10,7.4711029128011e-09
ch15,9.455478843765107e-08,7.66186394098619e-05,0.9696742325085357,6.038276128067981,661,3.3857333456077575e-10,1.547184928463856e-10,2.539686950757804e-11,8.913373971376659e-10,4.559697751972074e-09
ch16,2.505557885955941e-07,6.0796164259701725e-05,-0.010151736930262044,3.3439245638094635,652,3.919287318029258e-10,1.369263480883423e-10,3.0240105572795716e-11,1.1778513068205734e-09,1.8300494390569383e-09
ch17,6.24270545260228e-07,7.649700475727852e-05,0.3242754170403593,3.8456223806184173,451,3.710737690763115e-10,1.1723461678006807e-10,7.84436603737737e-12,1.140656155991449e-09,4.338988054141042e-09
