,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-2.3173725664946755e-06,7.657829479610811e-05,0.13610390736920916,0.9117767567704838,1281,3.3815580584465286e-10,5.483542273335476e-10,6.070136216852059e-10,1.0580566138248463e-09,2.903563525166692e-09
ch1,6.511470759956994e-07,8.654825086192589e-05,0.49523384337775705,2.031356965352364,689,2.425897068143821e-10,5.228321897911106e-10,2.3820515945528817e-10,7.442595440052107e-10,4.5497949413811215e-09
ch2,-2.7690022183249747e-06,6.219492325319786e-05,0.15375312863798843,1.2361982085861722,589,1.543537002529994e-10,1.3046222080198215e-10,5.346468924009021e-11,1.126140318907812e-09,1.906915002415631e-09
ch3,-7.416614829473503e-07,7.214263008474225e-05,0.7251697252285957,4.475231528147892,792,1.1106634281972221e-10,2.435282671503614e-10,1.4509856661178387e-10,4.5717024624489e-10,3.4916671301312455e-09
ch4,-3.912553840024636e-06,9.659957052006308e-05,0.15920469180589414,2.104356379907026,633,7.065252279208037e-10,7.262948681890241e-10,1.3908387233420083e-10,2.5806320946202624e-09,4.209229769396074e-09
ch5,-2.122456470971698e-06,7.050981989480381e-05,0.06552134528359914,0.3839401893348535,690,2.1984538359595e-10,2.536229448068411e-10,1.276100636638039e-10,1.536497267041282e-09,2.468262380452325e-09
ch6,-1.281259120773588e-06,7.128161885989093e-05,-0.0036909131726009154,0.9379648339191053,430,2.1157188622541942e-10,1.0601447397851918e-10,1.6813788181054152e-11,1.8013936122999423e-09,2.3834365625722577e-09
ch7,2.536543479531105e-07,7.749309570784043e-05,0.41005415175274834,2.7894242591884053,525,1.5152573413826396e-10,2.501654635000307e-10,9.373356029480123e-11,6.422040025210039e-10,3.7454691650184e-09
ch8,-4.594040299151466e-06,8.685277818065192e-05,0.12350416793164408,2.9175967754739185,516,3.6985959707336606e-10,3.6722305616435273e-10,8.188486220883346e-11,1.5879411850385987e-09,3.7992925833933215e-09
ch9,-2.3894839932416653e-06,7.550203635880277e-05,0.11110873154735641,0.35391040178052613,1229,1.9996901228037456e-10,6.040518986337449e-10,5.681142628160504e-10,1.1788111096061483e-09,2.400292041750923e-09
ch10,-4.598576429466458e-06,8.527026221776553e-05,0.16624125098539133,2.7390575954001823,457,3.1115580040294004e-10,4.521847538678017e-10,5.183639334746124e-11,1.817637396056887e-09,3.2017495230165022e-09
ch11,-2.3279992162948523e-06,5.714158252457127e-05,0.12565112018375865,1.6107506981067594,578,8.363587019967392e-11,9.768952274893143e-11,5.6879698843176e-11,3.777594768885429e-10,1.8978024180431382e-09
ch12,8.226439597461467e-07,6.755197224548097e-05,0.03200356158827379,0.2835341699827403,1414,1.5297295740839123e-10,5.762705332872576e-10,6.076230214603032e-10,6.447977343770631e-10,2.0531088745636728e-09
ch13,-1.0611408563561315e-06,7.898910240607499e-05,0.6408329105934361,5.168197753865307,365,2.325284505617795e-10,2.2423527300284612e-10,1.6611924600877536e-11,1.0924997862454868e-09,3.84479640211169e-09
ch14,-4.944680804228279e-07,5.983042462016542e-05,-0.049030594300838656,0.2693736257593531,1499,2.052615371305326e-10,5.0351234881167e-10,5.611960381715344e-10,6.014809479744806e-10,1.5668738172591958e-09
ch15,-1.0466672765166435e-06,7.585968756049307e-05,-0.16759280245316985,1.5260958804730453,486,6.878972365855653e-10,4.904139100179558e-10,5.413564719334453e-11,1.4378037185300068e-09,2.313002332136679e-09
ch16,-1.3620353782522511e-06,7.862706284415931e-05,0.37321633109422364,3.2506882474802383,451,2.846369867448336e-10,1.8305095851008886e-10,2.4842970542105507e-11,2.1086410769076036e-09,3.039025365161614e-09
ch17,-1.5713211053016357e-06,8.529422362762931e-05,0.03288800570053651,1.8874223544275575,415,3.5880882971291816e-10,3.727332803671797e-10,2.1985466182617933e-11,1.3183470900988044e-09,4.465802197104955e-09
