,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,3.410906137125922e-07,7.412745865881526e-05,-0.4767036115554401,0.27924345439638154,544,3.44518811353564e-11,2.9425654352798645e-11,9.32527399482373e-12,3.425680990501639e-10,4.8553957192871965e-09
ch1,-4.380576234130072e-07,5.553009248591567e-05,0.07119263807236394,0.6516194448837083,707,5.2157549656501436e-11,3.543651994459158e-11,9.738842443945034e-12,6.444909856867308e-10,2.190959494010338e-09
ch2,-4.722996410964105e-08,2.7281466413860874e-05,-0.036330016849760956,2.438701806285416,1770,2.4839303625354973e-11,2.045828783245045e-11,1.5098114821682345e-11,1.6620316703553584e-10,4.550023140605185e-10
ch3,-2.533750470020402e-07,6.903351738712503e-05,0.5270245155986509,0.28614199988952826,534,2.2598800881710207e-11,1.5052327166033154e-11,6.850859987041808e-12,3.1712572706724124e-10,4.347417942992645e-09
ch4,-4.7006254078235655e-08,6.706903262119674e-05,-0.4315586133988482,0.193257279444083,600,5.092795680489814e-11,2.9080855886806674e-11,6.7403503791064076e-12,5.334121677577177e-10,3.6177953436602775e-09
ch5,-4.163308995146968e-07,3.0293530856688407e-05,-0.12745443031831558,3.319470665750906,1708,3.143073672966889e-11,2.3057383004144353e-11,1.6400789332034084e-11,2.169885446124899e-10,5.466419010688702e-10
ch6,1.3475522266356508e-07,3.5882791836256496e-05,-0.10788637720293429,1.0637359469782366,1464,3.7730734464853505e-11,2.7698487142407218e-11,1.854635216778088e-11,2.8828864081795355e-10,7.637611998802388e-10
ch7,1.7838537599378463e-08,6.961104279963238e-05,-0.1487348349473057,0.8289600921308842,645,3.9865777768060436e-11,2.3564984148330546e-11,5.763189110405229e-12,6.314631712932128e-10,3.949110430490933e-09
ch8,2.2380143674289048e-07,4.5984797422952545e-05,-0.38587917967896,2.1435277292094517,779,4.036439744985275e-11,2.836312189713027e-11,5.293767876726413e-12,5.863794145788483e-10,1.338350899297463e-09
ch9,2.990530803066153e-07,2.881106652005693e-05,0.054989888327100465,0.6403641473133028,964,3.045635079724217e-11,2.6721893877319493e-11,6.380972310912456e-12,2.0607485630940407e-10,4.788027451245128e-10
ch10,4.6593830336402807e-08,6.575244633313618e-05,-0.407240454176812,0.8220311493262766,573,4.491221162822328e-11,3.503959482293036e-11,3.616137466783002e-12,6.248971581667789e-10,3.325486294411212e-09
ch11,1.3379468882283805e-07,6.625978985053763e-05,-0.5891096985709184,0.558802550506516,577,2.001380555841668e-11,1.3775897545407839e-11,5.040261302593268e-12,2.941660396061555e-10,3.8185720488786866e-09
ch12,-1.4628219514506602e-07,3.54460290200188e-05,-0.2922420473207711,0.9725684233894469,801,2.3359112911936028e-11,2.1334503034966644e-11,5.011719354856285e-12,1.7798893213767403e-10,9.576869781234846e-10
ch13,-1.353981342562781e-07,2.791386411832157e-05,-0.09432294119314763,2.3214733603427504,1112,2.5639338152997104e-11,1.8921091551598998e-11,5.044111174195658e-12,2.2747794460599115e-10,4.281104639919665e-10
ch14,1.538964480672319e-07,4.3722009923594226e-05,-0.17393813345425266,0.4690206957832497,832,3.7417591020051973e-11,3.378931809119409e-11,8.633598386407463e-12,3.2308078922154776e-10,1.4569224337870661e-09
ch15,-5.5853131206120256e-08,2.616156102625273e-05,0.015713401952705947,1.1571799216475238,1040,1.86176413382649e-11,1.6215207689557762e-11,4.705849483436237e-12,1.426468788408594e-10,4.6233862644283465e-10
ch16,3.4854770932577717e-07,3.714303368996973e-05,0.023123821679048903,0.3073329003311476,1362,3.7877524914943876e-11,2.5681877033679305e-11,1.795334387111767e-11,3.032037795024087e-10,8.194918298146988e-10
ch17,-4.485059670433366e-08,3.510548728149509e-05,-0.16911022965119116,0.6788422566194474,802,3.408918787199568e-11,3.221481842897653e-11,3.5671701266729882e-12,3.495076574217423e-10,7.195049455376089e-10
