,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-4.09522204901946e-07,8.217656538399871e-05,0.2026297570793696,1.2967678616612064,1352,2.0609258552870432e-10,4.6132525328566534e-10,6.139522607340178e-10,1.0381898551569455e-09,3.701073166376511e-09
ch1,-4.7000587974500676e-07,9.049897943530543e-05,0.2399735809665809,2.466980513698303,1046,3.2303789459309785e-10,6.686296545222428e-10,8.624191484494642e-10,1.4854245487739666e-09,3.889110976314506e-09
ch2,-4.981908385477751e-07,5.69819767632913e-05,0.9369728938439333,10.825865003379532,2153,1.1958578827704483e-10,6.240550323441701e-10,1.0770735362308543e-09,3.543971542876174e-10,5.179979498811266e-10
ch3,8.065528455380258e-10,8.82644825468538e-05,-0.061857465381153616,1.4018882593618365,1096,1.3855325666123978e-10,4.124390707068094e-10,7.647330550766587e-10,7.06173657147205e-10,5.2461849881221055e-09
ch4,2.488803332703848e-07,5.936066616255786e-05,-0.2945165768351591,0.869334556943405,854,9.662599297847239e-11,1.1562502263219196e-10,9.44867815960606e-11,6.690232504137335e-10,2.315270640848109e-09
ch5,-5.009397347679907e-07,5.401294877221684e-05,-1.1331651857305793,7.889700895423896,1871,1.2648188121276073e-10,5.836677929649403e-10,6.630219144560284e-10,4.4943875709943246e-10,6.92874834521161e-10
ch6,-6.308716871525002e-07,3.935531399722473e-05,0.12084519503140292,0.5574373862093545,1839,1.0298672991650118e-10,1.6573514719115357e-10,2.3378312885140903e-10,3.637742021458442e-10,4.945737159715255e-10
ch7,-5.926304588263847e-07,8.838075859795526e-05,0.17062538920647072,5.15014450685638,1475,2.6488315018845355e-10,8.323617913472583e-10,1.2684233055355541e-09,1.1870803678435569e-09,3.092380362022623e-09
ch8,-3.127149986601803e-07,4.3694359703266764e-05,0.2525942637623093,2.784407474006767,1488,9.850654978226483e-11,1.4835606109009735e-10,2.2539526187121972e-10,4.58773390399936e-10,7.16754374282032e-10
ch9,4.781289610652684e-07,5.5818772288966196e-05,-0.32082411858137466,3.5946020022766305,2263,1.2699788996939828e-10,6.38782467246263e-10,1.0566679138163425e-09,5.373948085914849e-10,4.2387163969598633e-10
ch10,-2.8714410404100325e-07,4.799255857708276e-05,-0.35666698643225087,1.522246106292271,612,9.438901020848755e-11,4.236353920682425e-11,2.129111814190855e-11,6.975202330325e-10,1.347349516040077e-09
ch11,-2.1940890842248056e-06,0.00011171521110765266,-0.0004897599074005852,1.380461118055492,899,3.490117020310952e-10,6.010862805736155e-10,6.742336894616608e-10,1.62158909693806e-09,7.666260347480163e-09
ch12,7.312265880771686e-07,8.503411263100631e-05,0.5024714600625091,2.244942889748078,1503,1.6918357154199045e-10,4.934075451519334e-10,7.257375200593841e-10,7.924644452918677e-10,4.320873531267552e-09
ch13,6.586733152527423e-08,2.511776301001527e-05,0.058521426461534694,0.5939862690271562,1219,6.678288003048337e-11,4.785932493333812e-11,3.19595993098701e-11,2.3326473812172765e-10,2.0856891807897778e-10
ch14,-5.7636719461142195e-08,6.738216484421894e-05,0.9646075897864675,7.358295347847086,1864,1.5280405645888004e-10,9.010995966465409e-10,1.1502452444669866e-09,7.148341542418169e-10,1.0994460016358439e-09
ch15,-1.2394003069250697e-07,2.9442841848818663e-05,-0.007211269762510807,0.6189016327478769,914,5.886372673060231e-11,5.6157598164222254e-11,3.3953517902533966e-11,2.6743049142694165e-10,3.7570494070295405e-10
ch16,-6.227624138381332e-07,4.226659653099889e-05,0.2524619486616061,1.338431178342062,1641,1.1064378145501587e-10,1.8819196619366569e-10,2.0366435445971004e-10,3.727995490559147e-10,6.667366515340907e-10
ch17,5.5434875279911655e-08,2.936791492568629e-05,-0.14135370942505854,0.7635749586257923,649,5.810385616254028e-11,3.52482978269675e-11,1.2212066973623524e-11,3.2037680602127753e-10,3.390588058924694e-10
