,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-2.4297293761826134e-07,0.00020935896530587265,0.08893326469129235,1.2895316282027514,3409,7.427927495457058e-09,8.123816267942293e-09,2.773081393411555e-09,1.4955241653524453e-08,1.0974341162674012e-08
ch1,-1.7187497525042813e-07,0.00023952486371611983,0.19598638826826095,2.0391609211644344,2498,5.687955366873759e-09,9.36381895168212e-09,2.983549086671331e-09,2.113455400641835e-08,1.9235266133883012e-08
ch2,-9.459562971504923e-08,0.00020974607740129947,0.128901656244757,3.0739214709802214,3702,6.118001785156268e-09,1.4681245023719159e-08,6.455682001592985e-09,8.463563553176623e-09,7.935482942341402e-09
ch3,3.077662212016851e-08,0.00020442308797872423,0.4030239672311148,2.034538096342005,3138,3.862978534369818e-09,6.162036863351541e-09,2.457336980044215e-09,1.5457399394661885e-08,1.3417361910216913e-08
ch4,1.1723292231340872e-08,0.00020186584061717102,0.0446251852430259,1.7297274141085541,2712,5.122700141797914e-09,6.371402096646637e-09,7.390919361755912e-10,1.4166215013126177e-08,1.471606953216618e-08
ch5,-2.833370291461603e-07,0.00019500630576104486,-0.3351914909689559,2.6755310619317623,3014,4.996532508015433e-09,6.240850617061105e-09,1.6286194430772307e-09,1.1159006201921623e-08,1.449764334503697e-08
ch6,1.1700913987343537e-07,0.00022604071206336443,0.05944839874738602,2.152803839400648,2471,1.0125407832322076e-08,7.3957611405946715e-09,1.35784422010333e-09,1.562872073240986e-08,1.6904615328396478e-08
ch7,-1.4121618893512591e-07,0.0002343815405230016,0.22718603969567935,1.9446663452004147,2382,4.997485843470003e-09,9.492696080281844e-09,3.676970864176991e-09,1.7275192874077514e-08,2.0529393126405305e-08
ch8,-3.113136079430411e-07,0.00020927853352629457,0.09559254936199311,1.7621502704686458,2413,6.434317859413838e-09,7.287822586661755e-09,7.000094106729402e-10,1.6295559386761005e-08,1.3851114994478376e-08
ch9,5.476059281419729e-08,0.00025048745097219424,-0.1078385967112932,1.4921141299127019,3346,8.774517221217976e-09,1.1657502456356901e-08,6.562367355054829e-09,2.1855174766656898e-08,1.4166204769057911e-08
ch10,-4.0189575095140917e-07,0.000215219626065514,0.06697596935306671,1.7172611063071415,1715,4.850175005325544e-09,6.123701268148119e-09,6.005398934443712e-10,1.6408021383304558e-08,1.889349527818499e-08
ch11,7.507565194694373e-08,0.0002452322262033344,0.24342724248633296,2.053755564982924,2538,5.272431589223128e-09,8.830028666636694e-09,3.43972218059289e-09,1.9937348547464906e-08,2.2961876126459224e-08
ch12,-4.0883488251515524e-07,0.00023213282685454712,0.14081280503129212,1.2981952750100731,2967,5.656531213617228e-09,7.556405184489025e-09,4.111731581536662e-09,1.707931181460924e-08,1.7501933044811423e-08
ch13,-3.95142188953391e-08,0.00015479056729306612,0.10009563742473715,1.9916253640336414,2334,3.5642079568736502e-09,3.2206479988880838e-09,3.0834637590064067e-10,8.31695393671045e-09,8.791171776306901e-09
ch14,5.657269423451123e-08,0.00025606102694853756,0.13945236341912132,1.5914542964792977,3351,1.2678667206298225e-08,8.851273979016677e-09,3.2496990472570883e-09,2.7969774859818545e-08,1.4196344817767222e-08
ch15,-2.885356213172181e-07,0.00019338586667636185,-0.03072335654917493,2.5702245351836233,2619,1.419272876388307e-08,3.510156740928675e-09,4.086883033638835e-10,1.2922154861164216e-08,6.979469795210434e-09
ch16,1.5973273652913064e-08,0.000194485547533172,0.16785718889661153,1.8879218464464662,2532,6.033132659241032e-09,6.284440765624816e-09,9.312958962661988e-10,1.3929568891474706e-08,1.073138890359874e-08
ch17,-2.8071792943990256e-08,0.00014518946050816643,-0.2390280030964014,2.5881101879046255,1770,3.717117212680173e-09,2.724599806804958e-09,2.8074099387400855e-10,7.048247049148125e-09,7.178231752581258e-09
