,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,4.212448492134416e-08,0.00011833105315633597,0.19017356593465298,2.675965114048581,2354,4.976206867567486e-10,1.117897688965939e-09,1.975929729917418e-09,2.076551679835891e-09,5.51239756192559e-09
ch1,-4.969763300274296e-07,0.00013236562335109756,0.7765194433164773,7.696560381891173,2342,1.6429495194592283e-10,7.86832002151801e-10,2.1311014702755553e-09,1.28512559126444e-09,8.677053099157412e-09
ch2,-2.6279674203215932e-08,6.78586906211194e-05,0.1759371646752489,2.966299742142427,4005,1.3293447799180764e-10,9.04929430360429e-10,2.2035193263423545e-09,2.3627567057616757e-10,7.876473035377819e-10
ch3,7.762961187987325e-07,0.00011498420208710915,0.4594433084846011,5.758175617017228,2702,3.151004644619091e-10,6.95096061481012e-10,1.7117525457565676e-09,1.3618074638117588e-09,6.462248429749928e-09
ch4,-5.30882322166738e-07,0.00011021496456735566,-0.39246153039886594,11.331088625431978,1866,1.3776691716865562e-10,3.0853306070555984e-10,6.153137999678919e-10,6.3845352687249e-10,4.94630760023576e-09
ch5,1.472346766991898e-06,0.00011278786256961898,0.33410533517017943,14.479212625437363,3035,6.003799574100147e-10,1.3367751154535244e-09,2.2883585926686243e-09,1.3977668323655068e-09,5.313554535513091e-09
ch6,6.785335649913762e-07,6.240413785528889e-05,-0.43026550484236414,7.73552488885128,2829,2.1490425113435433e-10,4.862456178489822e-10,6.290463749550358e-10,5.736753719211155e-10,1.5456375201688017e-09
ch7,-3.4540022664959325e-07,0.00010575085273125129,0.21422498638524567,3.932967237076692,2493,2.993395928498962e-10,1.0077880356723849e-09,2.2081384176177837e-09,1.1357429329102858e-09,5.139912674611768e-09
ch8,4.45311770761863e-06,0.0002374350813837195,0.16619462119625691,5.128602831229783,1864,4.054085753956572e-09,5.023087921640533e-09,2.9077588565268185e-09,8.944909021210521e-09,2.3365526105363715e-08
ch9,1.102216190925176e-06,6.750509824188283e-05,-0.2760859824984467,3.489489109112893,3692,1.5115579851566697e-10,8.902584130589488e-10,1.932525685415087e-09,2.882335531475204e-10,8.97865127025703e-10
ch10,-7.946774811187679e-07,0.0001010635911298167,-0.0177242076846423,6.981351905820077,1987,5.790504196792545e-10,7.31772995753543e-10,5.624336567371777e-10,1.3358186069282208e-09,5.333727759858636e-09
ch11,4.49666396554297e-07,0.00011135490680843482,0.5713273718458093,5.20138126127374,2326,2.526234412190667e-10,1.040532714963319e-09,1.9729632372273834e-09,8.715003470932648e-10,5.47707478981233e-09
ch12,-1.6598198582078826e-06,9.1710536370649e-05,-0.6312711555063449,10.170135025816098,2826,2.336921749410225e-10,9.394559356291608e-10,1.4073479316635613e-09,4.3069379671172283e-10,3.417489172461239e-09
ch13,-4.933512569569027e-06,0.00023221980408825833,-0.005737006869353259,5.594595532435385,2017,4.04146325545349e-09,4.7948050413398805e-09,2.9490013857184844e-09,8.379182233891823e-09,2.2390731689840515e-08
ch14,-2.6861346048181873e-07,0.00010027855323839903,-0.028951905443415138,2.721121114691768,3155,6.551111085551807e-10,1.3044905561828581e-09,2.559311953512895e-09,1.4073510799438141e-09,2.731779283145193e-09
ch15,1.2445541245249685e-06,6.511710161726802e-05,1.0294083428922525,10.620661964098895,1589,1.1879963749926301e-10,1.747665391305939e-10,2.4181567740085137e-10,3.517621845657379e-10,1.5772833715275824e-09
ch16,1.8527775682537474e-06,0.00010813593670821187,-0.3426661362758861,19.719207905905478,1704,5.689573274848607e-10,7.422095158387377e-10,4.394195038350964e-10,1.5765498537198286e-09,6.028612591221517e-09
ch17,-1.8909429170858833e-06,0.0002190937721724674,0.2697516504323921,5.511686990442689,3480,5.070671006921471e-09,5.5356000891253524e-09,3.2435149515582937e-09,9.325371425632656e-09,2.164005617141208e-08
