,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,5.538377511473678e-07,5.457070970128118e-05,0.03848104003181179,1.4008931476362187,530,4.7745145890027603e-11,7.143862731506372e-11,1.8874520009909485e-11,1.8295532853168135e-10,2.403246964388816e-09
ch1,-7.926752842230094e-07,5.856800907859375e-05,-0.05433864086345408,1.9590291375278728,429,4.114375044414533e-11,6.31320941379243e-11,1.6195438106587614e-11,1.994862984662165e-10,2.676083943541236e-09
ch2,1.495945271673497e-06,6.012464541014023e-05,-0.09886248972647597,1.0914343760409615,659,6.533249737795407e-11,1.3370173814443832e-10,3.5840428514261034e-11,3.3399417576720003e-10,2.4772933835230483e-09
ch3,1.1451159672813732e-06,4.145227354691964e-05,0.017388371032136602,1.3694283077588052,537,2.266682125372156e-11,3.017228179947524e-11,9.114048878379182e-12,9.307573204062285e-11,1.4165982737749657e-09
ch4,1.1086071059578732e-06,5.310894628802696e-05,0.08262336220474825,0.971476143708796,669,9.094013097802096e-11,1.636281008807406e-10,2.7368105515640932e-11,2.524294751218139e-10,2.0765508961228677e-09
ch5,4.0145246862675064e-07,5.187893716362789e-05,-0.12756688136870753,0.08464407050874012,581,2.772409058861957e-11,5.322463496041012e-11,2.7024238716949075e-11,1.8467139689315897e-10,2.160066175284221e-09
ch6,3.112163180287494e-06,7.200820078191623e-05,-0.1817854809620191,0.1998744968238264,497,6.296704936742643e-11,1.2923352161663377e-10,3.4382425665682476e-11,3.1000572980256874e-10,3.743779791430037e-09
ch7,-1.3121259826333205e-06,6.0198904041024375e-05,0.5741657200163963,1.9531951034657462,532,5.465869690428963e-11,8.617591854562353e-11,2.2003879788552275e-11,2.1540784285164395e-10,2.8092468192739508e-09
ch8,-3.7859151796508404e-07,5.060249858285764e-05,0.04991323853450925,1.1473212107421498,760,9.571101444486249e-11,2.9075111437690155e-10,2.7510081742835405e-11,2.1112689283951417e-10,1.3863483354259713e-09
ch9,1.118152978165508e-06,6.705590336784972e-05,0.10576972539572653,0.9374649793813736,671,9.679330447344417e-11,2.8244051529402453e-10,7.048776234466045e-11,2.2160505330338178e-10,3.1849607050558073e-09
ch10,4.855137254606473e-07,3.892066389173537e-05,-0.09279720436335702,0.20128060280436433,681,7.08921173923458e-11,1.2369154243006155e-10,1.4898610432744682e-11,1.841175941144307e-10,9.910462366131915e-10
ch11,9.119148948134162e-07,5.39559876117149e-05,0.6828423874933511,2.021697323725463,522,3.391823486147061e-11,5.863949578546207e-11,2.7267081559186923e-11,1.7474734804163607e-10,2.3029243415888304e-09
ch12,-2.2395859589604983e-07,5.5667815124630934e-05,-0.029922065752319253,0.5073750701061117,781,7.35344878772619e-11,1.9710369652657158e-10,5.614257322731973e-11,2.812611489011663e-10,2.024512323795971e-09
ch13,1.8936951505614545e-06,6.733737434939896e-05,0.12958139842398958,0.8174644331700556,543,6.754038953081665e-11,2.4828087584341027e-10,2.1990335749925245e-11,2.580886147433111e-10,3.2444306815894423e-09
ch14,4.562780173483905e-07,6.194086479197145e-05,-0.07667973064532324,0.5977465759040332,495,3.919467082766652e-11,7.460680207781429e-11,2.794236846877886e-11,2.5200315979313735e-10,3.2610230719626186e-09
ch15,1.716461687186723e-06,7.441986605707053e-05,-0.006718412826852455,0.7933590537977122,446,6.724081502306247e-11,1.1591744849450036e-10,1.729273412891494e-11,3.277936121732142e-10,4.5827344614363205e-09
ch16,5.285721253116465e-07,4.9687741455414075e-05,-0.017160145244633853,0.9023941436527543,560,1.560966024096395e-11,3.928627830990836e-11,1.8154074471706374e-11,1.307523479398523e-10,2.0236298424431074e-09
ch17,2.1489472351324376e-06,6.857947389896772e-05,0.05714266804209367,0.6042726117220689,425,5.266404583867061e-11,9.57543325489441e-11,1.2424331162112398e-11,2.0956975772828048e-10,4.019391997446654e-09
