,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.634490245675897e-07,4.095516295877137e-05,0.9786758779375715,5.705328029603178,2389,8.280056584969254e-11,1.1490278647473977e-10,6.9926627933826e-11,1.9816835491986198e-10,8.894026917826801e-10
ch1,4.508310809157426e-07,6.877375637452551e-05,1.8309242217041624,9.788858927096792,1577,6.808023619604082e-11,5.4250104422536687e-11,1.2265409119258066e-11,3.3739321265421754e-10,3.4973883423155177e-09
ch2,8.373472836191373e-08,1.6093735029187495e-05,0.12330866926381023,1.1628498190771968,2376,3.334786258320719e-11,3.302393216505696e-11,1.0357876928941763e-11,6.053908487451412e-11,8.997370409595035e-11
ch3,-1.1828434830402901e-07,6.79261672481139e-05,1.4655119307591455,7.61246480575582,1449,6.627206447918606e-11,4.1294503616759e-11,1.4077500463254015e-11,3.354023302316865e-10,3.28403004321637e-09
ch4,5.044961760929349e-08,2.3872224197742404e-05,0.4666785824503564,2.1695544879677247,1893,5.272017898245946e-11,6.655053327176795e-11,9.107375000295709e-12,1.0443649683951012e-10,2.9792897899308455e-10
ch5,5.344089766445347e-07,3.708491475338561e-05,-0.09454424050872154,1.3801987575333978,1453,1.7474688484367356e-10,9.618693397981683e-11,9.55317798849148e-12,5.141554395608052e-10,4.48272633068884e-10
ch6,1.6016249936186472e-07,2.2426820509620932e-05,0.03561115620259677,0.4052188203911915,1628,5.99298325492274e-11,4.766307299138127e-11,6.068078053037653e-12,1.4830807409016283e-10,1.8556960132051975e-10
ch7,5.12059434457161e-07,6.732812088236323e-05,1.5102471525956445,8.197531715616465,1620,4.613387696819741e-11,8.666857825005677e-11,1.0299157520538017e-11,3.200193917891173e-10,3.246214932828707e-09
ch8,4.695333338573411e-08,2.058707805758928e-05,0.11122926552419109,1.133463452605259,2340,4.1359932865456934e-11,8.761686875476408e-11,8.087628382631311e-12,7.367020162321328e-11,1.8225935026172157e-10
ch9,3.779177002179771e-08,2.117939215675521e-05,-0.5537750769344361,6.686188359182907,3399,3.535474138748761e-11,5.6824690242284275e-11,5.7645587198830833e-11,9.771361601036275e-11,1.6475551274732077e-10
ch10,1.0236096345362896e-07,2.3545192134703356e-05,0.4645060614050877,2.2091423361156233,1777,5.5155044594600794e-11,5.6566077521975105e-11,4.123468442468909e-12,1.1163468516856442e-10,2.908413718382955e-10
ch11,6.929352543260311e-07,6.622725288111804e-05,1.7356790450650974,9.979710474265923,1602,4.6640698428612005e-11,5.101627987122254e-11,1.0210382667922405e-11,3.1053623416408956e-10,3.0341896187407505e-09
ch12,-2.0907752184402684e-08,3.524859978801119e-05,0.6212381681479058,5.178672001608291,2980,3.6085825534118214e-11,8.425184373318996e-11,5.548120149999595e-11,1.0956962700116265e-10,7.263326892676385e-10
ch13,7.230739969577424e-08,1.2849608894990462e-05,0.10742128804270892,0.6309622362463068,2193,1.9884154695561127e-11,3.2870873761998675e-11,4.757708148149377e-12,3.308587126485738e-11,5.900162715036478e-11
ch14,4.5335027937464667e-07,3.808031043915633e-05,0.5576387486171727,1.4105861728791007,2063,1.596658807056499e-10,1.1490802061430035e-10,6.990642457269017e-11,5.860180837026929e-10,4.874728818750862e-10
ch15,3.2578155365651715e-07,1.6574110816472143e-05,0.32102895469216897,2.042512287528357,1882,5.029427358648855e-11,2.9360855665642144e-11,5.409147840076721e-12,6.083209022917944e-11,1.0790535149402168e-10
ch16,2.825761711825091e-07,3.816573833238254e-05,0.6527825550575274,1.3826599150297652,1357,2.482552680211991e-10,8.204929450655135e-11,6.081113505335496e-12,6.557642886290833e-10,4.6414972887624064e-10
ch17,1.4502322141570532e-07,1.7485829416375346e-05,0.08080072122751907,0.9727320727871169,1821,3.499271832349611e-11,4.365169065605225e-11,3.561978450337857e-12,5.081190759226085e-11,1.2061893206895623e-10
