,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-4.858134863493757e-07,0.00017865878535869867,1.0848727003985443,4.757546801511189,1258,1.2952839923005223e-09,2.066690750342125e-09,1.1328949235191802e-09,4.293471996715212e-09,2.2456194373584068e-08
ch1,-1.5339458322499851e-06,0.00012737177393280118,0.2331202672798483,3.752557862160539,883,3.72327361551734e-10,7.877402309729931e-10,3.9465164767176904e-10,1.8636200288724306e-09,1.1798050506729934e-08
ch2,-6.357281543325116e-07,9.184327901909793e-05,0.9626969227683898,5.034982571100215,1271,4.956400770729088e-10,6.612033169986528e-10,3.7790176297019567e-10,1.6531319018069746e-09,5.461759175644356e-09
ch3,-2.018941417039362e-06,0.00015610724330371978,0.7806692400440767,3.6845801962807707,1121,8.600814509984916e-10,1.3268534371904077e-09,6.704528220069781e-10,2.646150721585534e-09,1.6654029170252323e-08
ch4,7.192222811811917e-07,0.0002455071338877328,0.8788652538579182,2.888422211236654,954,9.101385747931586e-10,1.244701017525668e-09,2.774004601475241e-10,5.305235567049923e-09,5.248218996396252e-08
ch5,3.3568875909237986e-07,8.177090520688609e-05,0.4755503221337873,4.435991322928296,1347,2.9880484041621536e-10,5.225067353491169e-10,3.527527738080253e-10,1.3260770974784685e-09,4.236968759941747e-09
ch6,-9.688896843636476e-07,9.154032353733196e-05,0.6735578898284397,3.9007621295777035,872,5.34778441710966e-10,3.095031248425732e-10,1.256059313495368e-10,1.3316307204923468e-09,6.062744727173119e-09
ch7,-1.4996677162786597e-06,0.00019757785957129882,-0.5268956966938781,3.4291061617147003,867,1.072926356031733e-09,2.7731136415121865e-09,1.114082702059444e-09,3.6960519564510787e-09,2.985870053624015e-08
ch8,-2.1720652526370972e-07,0.0003093279721124981,1.0408053570019764,2.959941895443956,846,8.289387898786912e-10,1.2344150971265076e-09,1.8007298657714315e-10,7.876878678361816e-09,8.64736620207464e-08
ch9,8.519008187304312e-07,8.491735279017301e-05,-0.12154485009472343,4.565706570852379,2028,2.2197936980725805e-10,1.3999192995098488e-09,8.495392523056768e-10,7.363410205955011e-10,3.665080798562345e-09
ch10,-2.1985070521472012e-07,0.00028610373622670477,0.9513374528884937,2.8889392103955673,419,1.1779137840852933e-09,9.561943185481605e-10,1.1213094824496027e-10,7.1356308663381455e-09,7.35285717923364e-08
ch11,-1.160142432643597e-06,0.00018627644732354626,0.49611021604614336,2.504223913063199,1106,1.3848034505736203e-09,4.6488980833084214e-09,1.3734644642767611e-09,2.549982459325426e-09,2.376679064676979e-08
ch12,-1.5226401019758448e-06,0.00014714736977924808,1.680253395680134,6.87752250621312,1677,1.6390715056765028e-09,1.919868548972424e-09,1.2514243482327596e-09,3.6051784881696584e-09,1.3568953875898689e-08
ch13,2.046742013921687e-07,5.922130538686059e-05,0.2610955686773062,5.195474855185868,968,2.903395472275841e-10,4.977537021280402e-10,7.208972506358458e-11,6.172489111204896e-10,1.900574766533121e-09
ch14,-6.998932888753477e-07,0.00010248406155572656,0.12551347574276775,4.861224848827688,1661,4.555910656515381e-10,1.0685738529031936e-09,9.15586732996004e-10,1.384599304861608e-09,6.715253074954005e-09
ch15,-1.0079683118177504e-06,8.056264998933427e-05,0.3420725582611271,4.165810784218085,887,3.8945045924723826e-10,3.086947302863419e-10,8.875255962841725e-11,9.97753238138379e-10,4.317730064629895e-09
ch16,-1.038987159662753e-06,7.703401505821869e-05,-0.004966011747233151,2.01221199058992,944,3.7506569882697476e-10,2.480862385231378e-10,1.4380952977455277e-10,1.0216659696191885e-09,3.8208981689794e-09
ch17,2.3569786902640718e-07,9.34163707039656e-05,0.5839387706945827,5.734224785683276,500,4.98690569978974e-10,3.002178350377923e-10,3.3389639561804405e-11,1.7262510486101588e-09,6.102884740505746e-09
