,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.750424842407423e-06,0.00020561138771039322,0.5068187779923321,2.4219188327979966,4098,4.236409711478584e-09,5.384671867141282e-09,2.935532153907112e-09,1.093104491121599e-08,1.7703798262982593e-08
ch1,7.026551785350157e-07,0.00017468704942942497,-0.5216259287763271,2.6716292953793097,2860,5.332174369838047e-09,5.763123814717138e-09,1.3530035150868499e-09,8.45698291801586e-09,8.814889605071882e-09
ch2,-4.208033430026462e-07,0.0002620493546991388,-0.36777021754957967,2.7672645637216595,4223,9.02167563358003e-09,1.354679728953956e-08,6.047387110858931e-09,1.551850042017698e-08,2.380928207588857e-08
ch3,6.355681536585004e-08,0.00018372774381488437,-0.27634936304795926,2.745263328692011,3576,4.863097629778452e-09,4.286785072752752e-09,1.546710117159128e-09,9.685489411026739e-09,1.3058522467361359e-08
ch4,7.174621882451291e-07,0.00025604061270090756,0.2643554591706802,2.301021929611026,2228,5.472246331406997e-09,3.4666382751590414e-09,3.0861761144053216e-10,1.4946080627107803e-08,4.0086884500085376e-08
ch5,-1.2578856005519296e-06,0.00017952678674843057,0.12156013113013442,2.558004089074182,4508,4.114222487058539e-09,8.589495362681734e-09,3.629202549564642e-09,7.626004658017765e-09,7.878977929114245e-09
ch6,-1.9751004033355523e-06,0.0002499466657684309,0.1343659965644892,2.6017445377351045,3587,1.130371452063579e-08,8.871807290896331e-09,9.210861824190782e-10,2.5278906131274497e-08,1.682915153373581e-08
ch7,1.7205762920807655e-06,0.0002436492761296785,-0.37509547762554507,1.6463440193660617,2648,9.177883321596816e-09,8.929975881497303e-09,1.8102761873852433e-09,1.3887713814361926e-08,2.4667770399366445e-08
ch8,2.187009369759126e-06,0.00025357793280625536,0.25457468651512305,1.7590336594274172,2724,8.580249735643805e-09,5.20173055607369e-09,4.600483642452516e-10,2.1305591525445372e-08,2.917608545534457e-08
ch9,1.0606021987192396e-07,0.0002665278923012637,-0.02129386013055087,1.7618252710564484,4253,8.670482525210994e-09,1.1353507038716101e-08,7.122224930916154e-09,2.3907669810729272e-08,1.9208759976065287e-08
ch10,5.951687871360468e-07,0.00022806384581548593,0.3218126951758198,1.4174209805701068,1833,7.059301626521643e-09,3.907204712501339e-09,1.4168296979698128e-10,1.5652538305298742e-08,2.547473822431074e-08
ch11,6.254803001126571e-07,0.00023105761131174226,-0.18588939167445023,2.4392181865260953,3133,9.666077264300647e-09,5.327724027578603e-09,1.3691745884951903e-09,2.1216898999489406e-08,1.5413826597384206e-08
ch12,1.5630277390378806e-06,0.0002455419248629748,0.11151821872796606,1.443844574238553,3465,9.172367220245876e-09,6.492240617656984e-09,2.9159179696117266e-09,1.972172206645814e-08,2.1635524524453072e-08
ch13,-4.4928085791420954e-08,0.00022257570040371303,0.15898442818018352,1.9261498412735119,3007,8.008810082808955e-09,6.0260402731464434e-09,3.792916260341441e-10,1.2501723881313743e-08,2.2561242676065306e-08
ch14,-1.768171809898427e-08,0.00018217721064655136,-0.10451320625032533,2.2071105756608924,4764,3.996553656898e-09,6.430645581818087e-09,4.0185428837380255e-09,7.1193225204193084e-09,1.0322914787940675e-08
ch15,-1.3566556679461278e-06,0.00013433555852610318,0.9514301811871884,10.841255498864067,2699,2.1363177465660098e-09,2.3069166062353618e-09,3.918881805573528e-10,5.045185492877791e-09,7.867217576991288e-09
ch16,4.6589502944984716e-07,0.0001583319973645325,-0.2202822550234584,5.981677631712545,3290,3.882905386579407e-09,3.790943598551192e-09,5.897645433489946e-10,8.30533563039892e-09,8.152522474029874e-09
ch17,-1.1215532886867095e-06,0.0001809782802177927,-0.250293998158888,1.9608435676874398,2112,3.607455245577765e-09,2.9997374642297224e-09,1.3021314067313977e-10,6.58930536694175e-09,1.8771027114537127e-08
