,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-2.89220194247922e-07,8.604185040252147e-05,-0.06223125453655877,1.549374459613082,1189,4.553975583259686e-10,5.887385557557284e-10,6.799023059354049e-10,1.5776022544413e-09,3.872489408921031e-09
ch1,1.2966941770892279e-06,8.012538703208598e-05,0.4739038687437362,2.5456542035364027,580,3.5189121047924707e-10,3.097077293242449e-10,7.527504053575501e-11,9.920837810890036e-10,3.7132133521091493e-09
ch2,-2.239768786005104e-06,6.971547052905114e-05,0.23405662637643826,2.5362018097134493,599,2.6641423805846264e-10,2.5217176095740754e-10,9.106875840589112e-11,1.4234592568582046e-09,2.5406095759336096e-09
ch3,6.903785512820953e-07,6.13467645669605e-05,0.3851427992082096,1.3194844407498776,581,1.0687037943015524e-10,1.1026003494786943e-10,5.0895002314783715e-11,5.374259103355766e-10,2.6477895433250692e-09
ch4,1.1268957944201971e-06,0.00010824393590714433,-0.33378240947424764,3.601784514669986,580,1.399935391688507e-09,1.1025412058828417e-09,1.0221133853996097e-10,3.662702579409553e-09,5.41345986655509e-09
ch5,-1.505979679336976e-06,8.428877040507595e-05,-0.04968926975351816,0.7320332489056587,702,3.839381082564882e-10,5.385987142493577e-10,3.029068519202213e-10,2.2502322810566085e-09,3.4296957265774923e-09
ch6,-3.3371044828041063e-06,7.754142600911635e-05,0.039011438062362264,2.0246025733846507,410,2.897100501285024e-10,1.5741409022826886e-10,2.2253117619459092e-11,1.9193277841533812e-09,3.3872419642926555e-09
ch7,1.1470196473870301e-06,8.327787775123593e-05,-0.09914046191855233,3.608991702053003,566,3.984210898052932e-10,3.8366606624138797e-10,1.091715239655733e-10,1.0922167294892696e-09,4.105555203983648e-09
ch8,2.592115515675704e-06,0.00010204305275143905,-1.2516929572979176,10.104797323789372,522,7.828163659160202e-10,6.950582480688132e-10,1.032386394972029e-10,2.925238902150038e-09,5.052168331764674e-09
ch9,-2.4147032820271175e-06,8.32559881140226e-05,-0.06783904139881591,1.0541798038642831,1189,2.45336999414475e-10,9.996700572179598e-10,7.322226047414645e-10,1.7855820107953228e-09,3.006719872101817e-09
ch10,1.897446228549115e-06,0.00011647475399998838,-0.4230385724097956,2.2830898931821713,434,9.749290497722509e-10,7.455012261098685e-10,5.550630724046035e-11,4.235965247548146e-09,6.5634971016618326e-09
ch11,2.1177201334555154e-06,6.507315391766734e-05,0.06991808834364494,4.911583149821842,608,1.2537427946652816e-10,1.584316019601923e-10,6.060939433673372e-11,5.280154054966284e-10,2.9515138375559448e-09
ch12,-7.139403999373364e-07,7.852466212161755e-05,-0.04047432794639545,1.0056017790816805,1291,2.6358036073024816e-10,8.573354706431325e-10,7.031088697819846e-10,1.1089851615567802e-09,2.850610864075256e-09
ch13,-3.651353739634852e-06,9.11813643677369e-05,1.1796590801242028,9.899414107453232,413,5.083009097323247e-10,4.1124734422179123e-10,2.8814464048587853e-11,2.2157799263657082e-09,5.339338610480765e-09
ch14,-1.0435605348281581e-06,7.532305131439608e-05,0.057764913891809315,1.217065446739639,1425,3.7289413314940006e-10,6.898460899460393e-10,7.771980077899565e-10,1.4230176968196002e-09,2.0553022830408325e-09
ch15,-1.6014578239182674e-06,8.092746177600163e-05,-0.10665785297555733,1.0620849245047426,495,1.0468504183893424e-09,6.131761270280959e-10,4.6005299903449933e-11,2.1418088537219146e-09,2.5949699099168936e-09
ch16,-2.9689146220523796e-06,8.293698010642588e-05,-0.022671236609521108,2.3056289315774663,436,3.97633143924436e-10,2.5031686896720853e-10,2.1638391727195942e-11,2.175180102466426e-09,3.941693000698987e-09
ch17,-9.895914999506952e-07,9.422758259979597e-05,0.14597085967209006,1.0680466157928477,445,7.641257097216816e-10,6.8132297191583e-10,3.271711189104093e-11,2.096002510558554e-09,5.029111254156962e-09
