,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.0559890481538645e-07,2.6810701625958422e-05,0.04681080685130702,0.8710296826792785,913,5.029361498174322e-11,1.503459601579566e-10,1.2829793036704666e-11,9.090374407124226e-11,3.63549216578972e-10
ch1,-5.423004600015722e-07,2.8868568824760354e-05,-0.3584404718481453,3.829182076899218,752,8.69053345407081e-11,1.0406281641436891e-10,1.1799899310652691e-11,1.3301197423533167e-10,3.76517817821352e-10
ch2,-4.3075110426174244e-07,3.6828109925841454e-05,0.1504926770670958,4.5500835362031005,831,1.4295755304746796e-10,1.7501184043646007e-10,1.7452845046508995e-11,3.188317994177802e-10,5.215376585334047e-10
ch3,-2.491776012919949e-07,1.9434499348345148e-05,-0.3902467747392767,1.836648132922372,784,2.91177881684748e-11,4.562184277525793e-11,8.513828049872373e-12,5.443609925099781e-11,1.7471775485292028e-10
ch4,3.461039910844276e-07,3.431232276240084e-05,0.1479421064584146,4.313072433616864,878,9.961851459314772e-11,2.4469759922795165e-10,1.9920381669278607e-11,1.6121279505666171e-10,5.411785392893658e-10
ch5,-2.8274674593644456e-08,2.087605968341037e-05,0.02765374586011297,1.8240179070616858,896,3.1362284923226165e-11,7.406325856560336e-11,8.686249047414533e-12,9.075800574834496e-11,1.8772364325878264e-10
ch6,2.3007784849707687e-07,3.4693974238084345e-05,-0.3186432782523391,4.4421447688211915,820,1.0589762900416448e-10,1.3364612102516477e-10,1.967495299505383e-11,2.0746621925516798e-10,5.274284402985977e-10
ch7,-2.9594645823349153e-07,2.981634831101839e-05,-0.39121472958135967,3.4709822995515403,768,1.186010495786205e-10,1.3910987560781731e-10,1.0293086515364653e-11,1.3738361811446562e-10,3.81841143151652e-10
ch8,8.094977107987894e-08,4.255117563639083e-05,0.25094261372009513,4.3918092599163305,820,2.2434734692629493e-10,3.3842662099075897e-10,2.3068891913379557e-11,2.96961949139526e-10,7.491104059937625e-10
ch9,1.5845721307387843e-07,3.6207275974869457e-05,-0.5790235640805758,4.170278950205467,855,1.4979875130167042e-10,2.686100341538558e-10,2.038537989635884e-11,2.0204804938907125e-10,4.944265433398333e-10
ch10,3.2460698053657223e-07,3.463100186712794e-05,-0.09520818794831046,2.9387533593427264,769,1.3694758149406396e-10,1.8496012531766312e-10,1.261586015097555e-11,2.1292361437678026e-10,5.327836604710074e-10
ch11,-3.438479414146904e-08,2.0589552690210264e-05,0.014050793651257752,0.6817377239812332,854,5.518251133053478e-11,6.873176845054164e-11,1.0135021911851395e-11,7.25128758816979e-11,1.9238317528476726e-10
ch12,2.9058695224142717e-07,3.204288966299659e-05,0.2152908265945324,2.0666819445576614,854,1.1900853942682003e-10,1.7876111366164383e-10,1.796779151692597e-11,1.8215558149867888e-10,3.975538985965535e-10
ch13,-3.2078215545111855e-08,3.5299863880195205e-05,-0.19264813806161846,2.1796860154821758,846,1.0252660137491036e-10,2.392207633873042e-10,1.8759781257825985e-11,1.432219293845854e-10,5.98191680325506e-10
ch14,-8.372697066828495e-08,2.637326801775586e-05,-0.19920176269633383,1.0966289913226985,895,3.984524670623981e-11,1.394269960349534e-10,1.2045643937002466e-11,1.2419021706692763e-10,3.0760320825801034e-10
ch15,-2.8211518089301823e-07,2.9718533602077938e-05,-0.06711506330288607,0.9478445617321638,790,7.91990525930833e-11,1.7495581123699012e-10,1.5149871394316356e-11,1.531091480937922e-10,3.3487931805965313e-10
ch16,1.5277681396790983e-08,2.0143814566372358e-05,0.2596149849788193,1.6649889220879457,825,3.6080690689045584e-11,5.5051446887141004e-11,7.757779218015495e-12,5.547283620144402e-11,2.1291951318066317e-10
ch17,-9.69500744808823e-08,3.023017317211107e-05,0.17294817921044045,2.792111172312934,840,1.258328610789043e-10,1.656385717382379e-10,1.2568462433828993e-11,1.634132330814501e-10,3.430764788066575e-10
