,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.0123242134517374e-08,3.181635455819422e-05,0.21088409875495545,2.7038746817127377,1246,5.932731332267758e-11,1.0056629102212788e-10,2.3787761673352454e-11,1.6872877944482542e-10,5.702153469723076e-10
ch1,-7.032134178992378e-07,3.4233969291626627e-05,0.08651161643478175,3.1809283689544525,1116,5.2881532646878544e-11,7.28739210726565e-11,1.3674300167120495e-11,1.892711296130504e-10,5.92733623101315e-10
ch2,-8.261071616716037e-07,4.515924495524699e-05,0.05955436337571041,1.4732501208745115,1056,7.388505548108324e-11,1.2420122623994728e-10,2.293471881896837e-11,3.8377532179506276e-10,1.3930251594312623e-09
ch3,-3.4763918829131954e-07,2.341555266895501e-05,0.4585844088164813,8.49684009087175,1267,2.568636327014776e-11,3.418475805151802e-11,9.099907351191773e-12,7.252176831728703e-11,2.940821030310744e-10
ch4,6.34493361756101e-08,3.4863840155224845e-05,0.06636612972839147,0.615304086385565,1247,1.4171433775513694e-10,1.5745630839644948e-10,2.2328964252579017e-11,2.1232633209828463e-10,5.970601554347126e-10
ch5,-2.935871244991959e-07,3.800234241545784e-05,-1.1158070010236678,12.2560400110345,1041,3.536371553064864e-11,5.999818688501185e-11,1.2830504176494893e-11,1.6102552405967996e-10,9.53001486540345e-10
ch6,-6.146939109781794e-07,4.3545347059992945e-05,-0.160022503038232,1.1086245997795752,1127,8.086954990362816e-11,1.2952847704128664e-10,2.6066982684405694e-11,2.6626423261820096e-10,1.2475842839896478e-09
ch7,9.869992385132718e-08,3.4104031612140556e-05,0.23368431254118097,3.657453085321781,1173,5.855843061831765e-11,8.413125466867546e-11,1.4849892911321523e-11,1.4812505907897337e-10,6.363587769138938e-10
ch8,2.39365244616727e-07,4.7253436621996475e-05,0.048336192989410345,1.0742495866175847,1220,2.0467564547437903e-10,3.032665789549435e-10,2.5732297903783553e-11,3.064101172152678e-10,1.0257593746431557e-09
ch9,2.0729355745266053e-07,4.7268261066971374e-05,-0.07886156320785803,1.0068764320211807,1402,1.2139586759459463e-10,2.991745434936204e-10,1.032312048586483e-10,2.7454137307543686e-10,1.3031125535673453e-09
ch10,2.1683252512621852e-08,3.4152665440627034e-05,0.09517005008053286,1.1012971947062464,1181,1.5562180890992363e-10,1.2340679499066284e-10,1.271349278420202e-11,1.7639101225799938e-10,6.089837655386907e-10
ch11,-5.6633408009299766e-08,2.8037714445248767e-05,-0.32956936948036675,5.158211739253904,1269,4.6183854220449996e-11,6.119921312633384e-11,1.646805577247175e-11,9.878839163311354e-11,5.149210688508262e-10
ch12,2.4928555082763217e-07,4.378583284201815e-05,0.22102919829031029,2.180951291359671,1472,1.2927436033892745e-10,2.001657954571126e-10,9.988413133350673e-11,3.701469691215515e-10,1.041947409613781e-09
ch13,-1.554267612277349e-07,4.764967398922031e-05,0.08139841138072064,1.2052645260490236,1159,1.1717089055341506e-10,2.3639449949424914e-10,2.147001083694176e-11,3.2797625435888943e-10,1.247517154672361e-09
ch14,-9.414351306771293e-08,4.0550515878375686e-05,0.8760990776210863,9.745281086682537,1192,5.622209557806943e-11,1.1561889644301142e-10,2.760865019329402e-11,2.1968664022034579e-10,7.721136896519706e-10
ch15,-5.3249854358211984e-08,3.666367782886742e-05,-0.18217758380323495,1.0689961910427863,1127,6.948487443127846e-11,1.4165121973990554e-10,1.502816047110696e-11,2.8861705403583894e-10,7.161409892584976e-10
ch16,-4.266679194936754e-08,3.318941524293322e-05,-1.7989810642367199,17.296653307087773,1056,3.7454112809826763e-11,4.4648986614684225e-11,8.615749765809391e-12,1.4635840274082303e-10,7.346291091504285e-10
ch17,-3.837895367211129e-07,3.762782822452155e-05,-0.051047007403608506,0.7382526816440111,1152,8.16918370498121e-11,1.4628457741309362e-10,1.4127031670854594e-11,2.834881093463791e-10,6.922010953827653e-10
