,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,5.7984355813049035e-08,0.00015949808174295523,0.6617623145556213,4.155007240690782,1295,8.982230202340182e-10,1.4568908812562672e-09,9.58493659197831e-10,3.706657473338124e-09,1.873414900925715e-08
ch1,-1.1304393458957923e-07,0.00011821229456133047,0.12484523808205004,2.4685235518946884,1000,3.3314319608513173e-10,7.713651904109785e-10,4.0816746497996437e-10,1.6660326743551866e-09,1.0270826285308125e-08
ch2,-4.425323515298021e-07,9.120969419498271e-05,0.9689492044021454,5.646959008398973,1102,4.898032315284238e-10,5.821640982429481e-10,3.224602781688092e-10,1.4598535344583657e-09,5.683192284328487e-09
ch3,-1.1872879027384727e-07,0.00015110982210956618,0.8609114474956475,3.198792199220194,1052,7.342274983513584e-10,1.0868364330490766e-09,2.9856265991431796e-10,2.2860810443373944e-09,1.849890034393973e-08
ch4,1.8998658938529598e-07,0.00022061330682856325,0.733123017841343,3.9674991022223747,1061,6.341499775088426e-10,7.531728680283527e-10,2.2834084656250346e-10,4.304074718884497e-09,4.544053488384177e-08
ch5,-6.119398945667207e-07,7.129597566294754e-05,0.27652711317649953,2.7015921515668895,1183,2.269933191408328e-10,4.326523852182869e-10,3.4232316720124895e-10,1.0666251397934306e-09,2.8865345858490724e-09
ch6,-3.0870421258147937e-07,8.748890322510139e-05,0.9396595300042773,5.42636857392168,844,5.309653989606224e-10,2.8388443465539424e-10,6.508796013999355e-11,1.2986094930117604e-09,5.710438579662446e-09
ch7,1.042866472950603e-07,0.00017680319316642633,-0.6390944047549071,3.148918023615715,892,9.011481361016687e-10,2.202822796264009e-09,1.100317209249022e-09,3.1048425395149652e-09,2.3952044016725148e-08
ch8,-3.6392501981636807e-07,0.00029567679975899577,1.0685162908885764,3.7408945785284686,922,7.337218553436832e-10,1.1009923593991659e-09,2.0113803662586366e-10,6.095859845053885e-09,8.412873651209753e-08
ch9,-5.369927930493555e-07,8.334299940748593e-05,0.5966765676721096,3.3895221335345456,1550,1.336019850580491e-10,9.744513249989368e-10,4.451958817405083e-10,6.363030763887905e-10,4.896360685180664e-09
ch10,-8.14708859218168e-09,0.00027281763144770436,0.9222153021322059,3.664712083556136,507,1.2022751543625981e-09,9.143127334976417e-10,1.0338881724296417e-10,5.617894321251614e-09,7.146334437778943e-08
ch11,-3.649693599780845e-07,0.00015652826785560916,0.5403186718158368,4.4874033995241795,945,1.0799401568230482e-09,4.705280296633018e-09,9.591760874353143e-10,1.8417701888909917e-09,1.611202810069454e-08
ch12,4.0491199939667965e-07,0.00014470420257547322,1.7772325529212305,7.047150698819086,1429,1.0936876085590295e-09,1.4018943788776002e-09,6.245791175203393e-10,2.2673793363055525e-09,1.6105485340012528e-08
ch13,-3.43969367628556e-07,6.123468999936609e-05,0.46941522184216955,7.387137255395137,904,2.1092459987821903e-10,3.7204985597448447e-10,3.875258347180305e-11,4.52585694205299e-10,2.5082113500877365e-09
ch14,-6.845259951460614e-07,8.921032340970456e-05,0.6996558826594559,4.321471499378127,1635,2.806721712486526e-10,7.929200655248863e-10,9.995246795436693e-10,8.029799945905482e-10,5.209932679006274e-09
ch15,-4.846389246281257e-07,7.842187063088276e-05,0.1442898084267459,4.893905201115004,739,2.7685269544925993e-10,2.0821782199234494e-10,4.122516340234728e-11,8.818976238766331e-10,4.864945762287301e-09
ch16,-9.406688682901076e-07,6.939983485455043e-05,0.36335925219142273,2.0885564823536606,876,2.7311626318303936e-10,2.453719633097553e-10,9.151596050006938e-11,8.76465530129858e-10,3.2222029845862545e-09
ch17,-1.009649695917663e-06,0.00012526879250651025,-0.948836931282569,6.904859194332822,520,3.8009312300764475e-10,2.9926033041399023e-10,5.293631895810468e-11,3.256916139501372e-09,1.2212948289573974e-08
