,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,2.2592850697766083e-07,4.998448413429445e-05,-0.10726065454420675,2.1701751305860553,2093,1.1281511438472501e-10,3.1622612266351313e-10,2.2206301187451067e-10,3.3282325494368065e-10,1.1181541113114889e-09
ch1,7.0002703502421935e-09,3.7192608853428706e-05,0.4722883912602491,4.038355969364143,1474,6.264501485006541e-11,1.1287331551679107e-10,3.353774833551812e-11,2.4981616805605915e-10,7.491154777049974e-10
ch2,6.846730072334144e-07,4.658013026657029e-05,-0.03374072941188711,0.6245421570232867,1298,1.9453332576557882e-10,1.3833731942506565e-10,5.813399001717054e-11,7.006882098500638e-10,9.101943015926152e-10
ch3,1.8432154575985856e-07,3.905837928549684e-05,-0.008570007618303125,2.5907737290088377,1606,6.899719387630225e-11,9.910928994377678e-11,7.52104347392281e-11,1.8660007057630716e-10,8.544760157051776e-10
ch4,2.487478712316169e-07,4.9361811775719226e-05,-0.08636687575300733,2.3384494961129487,1385,2.3927369892720804e-10,4.33303651656757e-10,6.995658293375962e-11,4.751721364307801e-10,9.781016032571856e-10
ch5,4.1078816660755345e-07,7.150328544115824e-05,-1.216963033808169,12.567882048528316,1310,1.7180198939281463e-10,2.1771412079593967e-10,1.0835427877183904e-10,8.071383775951722e-10,2.178734440127278e-09
ch6,8.396619187105801e-07,5.171084534737701e-05,-0.013980781729734213,0.9943690515690236,1236,2.2208064765525096e-10,1.2568906597367392e-10,5.62543503910287e-11,8.753443998539399e-10,1.1178340840268164e-09
ch7,-2.6065073583500033e-07,4.7000018675909266e-05,0.4823875720388778,3.3067012117998793,1305,5.868139308734577e-11,1.1494235963822029e-10,3.882856994142101e-11,3.3087446343134063e-10,1.2075659506381865e-09
ch8,7.638426714420837e-07,5.7092476065062414e-05,-0.1565330970657936,2.591334234881396,1173,2.1968620202202581e-10,2.799579565195977e-10,2.8974730174928768e-11,4.27338017144689e-10,1.7739191860008869e-09
ch9,5.162147764284388e-07,4.814559637573554e-05,0.10007720654048356,1.8585576546444855,2008,1.4611410175641074e-10,2.780761689957607e-10,2.2967104170953634e-10,4.4745852907195726e-10,8.345640407235352e-10
ch10,4.3383626464724744e-07,3.917878797498115e-05,-0.07356522964315254,0.6726472331152413,1169,1.1058752049215054e-10,1.0758028647532573e-10,2.4156529554693615e-11,4.788449156040679e-10,6.806810215119689e-10
ch11,1.7864274477293847e-07,4.545988079493492e-05,0.7076587787292673,3.110861572668207,2146,1.2975526826995898e-10,2.452697458571e-10,2.293886177600901e-10,3.6600639275070735e-10,9.001445421401973e-10
ch12,4.2683608589113066e-07,5.507766170434057e-05,0.024632249646324964,2.088989255678837,2371,1.5902901038652672e-10,4.0260206925923226e-10,3.359321614986282e-10,2.321284933137956e-10,1.3832101548048865e-09
ch13,4.707000979896711e-07,2.964305259283181e-05,0.03358327190118435,1.394331912432773,1262,4.391654068000568e-11,5.500762309466648e-11,1.5125359402308383e-11,2.493444127122714e-10,3.9003378326559913e-10
ch14,5.518531831079927e-07,5.228363008700972e-05,0.5664993473287755,2.980905859340135,2026,1.6016343410921273e-10,2.4681664909213976e-10,1.8915644422779503e-10,5.377549875973679e-10,1.3318579208604753e-09
ch15,4.635633323652613e-07,5.80801038866687e-05,0.4992696035429493,3.854867587586119,1245,2.2210006147984943e-10,2.3683972806506404e-10,3.272276100866535e-11,8.007395258516217e-10,1.957635034842585e-09
ch16,6.688327374222472e-07,6.709344105171082e-05,-1.2257879135661423,13.991526679720302,1290,1.5302941673843505e-10,2.252298863045666e-10,8.38875943317017e-11,6.864498057718527e-10,2.0386849917814484e-09
ch17,7.853136722176731e-07,4.6319900798644215e-05,0.3230798136728279,1.237977890579919,1130,1.0617062564258659e-10,9.903737500902621e-11,2.2466197793012366e-11,6.790334612147619e-10,1.1213055729609414e-09
