,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,6.46219548219368e-08,0.0001203657613379599,-0.026569269149930814,2.1685170878975484,2475,5.54808661697172e-10,1.0746475150868798e-09,1.8378759425844714e-09,2.18515480069681e-09,6.905266138104187e-09
ch1,-2.5161985575254036e-07,0.00012509026329262372,0.6887731232392328,2.7471791552712466,1908,1.6334163608770623e-10,6.038657536023282e-10,1.322347862170812e-09,2.083830730108504e-09,8.10761847942606e-09
ch2,-4.990652217947913e-07,7.90889993835676e-05,-0.09825537557442175,4.072022957454936,3950,2.458426408224717e-10,7.669103893395472e-10,1.8074202984484263e-09,5.353671974119769e-10,1.9474593024348243e-09
ch3,5.895901534491725e-07,0.00012287210075195932,0.3060954389673173,4.407597483734168,2279,3.501429195443859e-10,6.035652227438518e-10,1.250625618462999e-09,1.95005249728755e-09,7.472832143183981e-09
ch4,-6.583561154170571e-08,8.646600938369008e-05,-0.053651051530993206,1.2669480317886173,1826,1.4524390645631235e-10,3.0247917455578573e-10,4.796872671529517e-10,6.865430007881771e-10,3.854072546527216e-09
ch5,-2.250174233480931e-07,0.0001216528130340479,0.15318312075398302,7.763942248432917,3146,8.899037020115477e-10,1.2247643053191993e-09,2.0304003525361164e-09,1.6975881959894214e-09,5.20397831494761e-09
ch6,-8.974932071441798e-08,7.513806026704045e-05,-0.34941743435642625,6.8852311774799535,2848,2.1603260741384905e-10,5.200866598322355e-10,6.61654770734594e-10,7.880567329236134e-10,2.6259430874671168e-09
ch7,-1.5387795314457726e-07,0.00011100990818416423,0.24333140603342265,6.021793452824108,2141,4.194419298320217e-10,8.959542914770812e-10,1.1833143491866503e-09,1.9348110470601995e-09,5.687251917216491e-09
ch8,2.2057880626666572e-08,0.00026349217140400524,0.2635755762532659,3.440063596079602,2088,5.243641027324799e-09,5.72183800985928e-09,2.6930422428097407e-09,1.0523174297271563e-08,3.455001828192321e-08
ch9,-7.50669885968459e-08,8.044871161986553e-05,-0.31726366350018403,4.3530440701792905,3748,2.963230960388797e-10,1.0960422919048354e-09,2.0774677040844917e-09,7.698307449542798e-10,1.6215868861846948e-09
ch10,-9.674662595801976e-08,0.0001688208865172234,0.39896013397856556,6.725692055835728,2713,1.6597399478823377e-09,2.63322889278283e-09,1.3286875887988098e-09,4.746153481817378e-09,1.459829512494963e-08
ch11,4.343853732621849e-07,0.00012129915509605229,0.11383012084394815,3.7569302075833884,1779,3.1777938548984975e-10,6.321151997324595e-10,1.0663183299459598e-09,1.2310360076924636e-09,7.108279123579322e-09
ch12,1.7321810127677837e-07,9.449543917832697e-05,0.4454385538420404,3.3241156858745917,2921,3.456777738935721e-10,8.921237401797913e-10,1.5935235538613798e-09,6.570571211248034e-10,2.927586017442123e-09
ch13,2.4602295989045473e-07,0.00025652804272507045,-0.2857920424938108,4.013995199266892,2339,4.796341800787739e-09,5.508926804401753e-09,2.5861389190850887e-09,9.911037760440965e-09,3.345620562361015e-08
ch14,-3.130153617207603e-07,0.00011301557093904442,-0.3513718812108399,3.1570150396098446,3473,7.550862616924509e-10,1.7197151439414372e-09,2.9516916336074043e-09,2.2576638433972308e-09,4.460854466745925e-09
ch15,1.499341080136443e-07,7.141346038484223e-05,-0.5582909649938855,4.906951409238533,1769,1.3625038088052092e-10,2.311006239725071e-10,3.1431461644574856e-10,7.128607062013617e-10,2.664453795492552e-09
ch16,2.822799972507994e-07,0.00010502683828844106,1.2826871901760286,18.664981059558496,2133,3.6626229716079596e-10,4.4947611940980226e-10,4.254351985595835e-10,8.571313446881332e-10,5.058895468578379e-09
ch17,6.579565437647833e-08,0.000271703627971824,0.4281289368821565,5.078717169050764,3972,5.416597523311669e-09,1.0491982074451827e-08,5.7867570407047815e-09,1.524324531226625e-08,3.079286124960744e-08
