,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,3.2589968527622486e-08,0.00021162392304545247,0.37110089078718533,3.7102132458668455,4529,7.211954617231326e-09,8.456032648073408e-09,3.749889538963104e-09,1.480665397108493e-08,1.0173062008484096e-08
ch1,6.07220643146127e-07,0.0001967482406513697,-0.18436592895256085,5.096098493110365,3252,7.747775913316444e-09,9.112567915535484e-09,2.365207688703463e-09,1.179955442502441e-08,7.662228015352898e-09
ch2,-2.5089454050989017e-07,0.0002125361528233567,-0.08786841371944973,4.3927822634952856,5837,5.734576518339098e-09,1.4706325490093826e-08,7.650333544764428e-09,9.137553208179511e-09,7.718876820756322e-09
ch3,4.714008155389392e-07,0.0002268536435745314,-0.0015896506174912322,4.658864382429896,3608,9.429286442355763e-09,6.882799004830895e-09,2.042577827336994e-09,1.9375229027952617e-08,1.3265814477827665e-08
ch4,4.943990586035152e-07,0.00024364541750035177,0.4464551050935748,4.575247473106537,2835,9.11767160613245e-09,5.971408793521987e-09,5.011088261813329e-10,2.3898485605265388e-08,2.03199798167844e-08
ch5,-7.198858041695694e-07,0.0001868874434273641,-0.06341340117441313,4.474656125197726,4861,4.351113499817728e-09,1.0001265373577016e-08,4.204923360195057e-09,9.257243691859059e-09,7.345984279056342e-09
ch6,2.018770239119676e-07,0.00019317063774564432,0.28487192079443097,4.435774640871183,3844,6.069134577414896e-09,7.182692795341238e-09,9.65966972253432e-10,1.434711262719037e-08,8.383129623060791e-09
ch7,3.657497446534681e-07,0.00020277921957843325,-0.16305098191304962,4.153041548622396,3170,6.459619022562219e-09,7.030271780571676e-09,1.934681722717244e-09,1.2301955241001979e-08,1.2378832597788608e-08
ch8,3.0931833554064177e-07,0.00021381290757740355,0.41195286765849776,4.492763543412606,2959,6.166964789814753e-09,4.7031688636083305e-09,4.981911916905598e-10,1.8003355774828603e-08,1.7180819494512445e-08
ch9,1.6942809043654062e-07,0.00022592567037035697,0.027627247334965764,3.746973129631252,5941,7.029978774979127e-09,1.3338847862096338e-08,8.329434325825415e-09,1.3798916075745517e-08,8.273561312762473e-09
ch10,1.8047822498428206e-07,0.00022033286770529456,0.5961636159119209,4.875780878525943,2295,6.397095614084972e-09,4.282822256053953e-09,2.2577300944110087e-10,2.017016403629751e-08,1.816216983163043e-08
ch11,4.0602272752637393e-07,0.00020343185626558959,0.16241309387836828,4.37586901986747,3791,6.16084715365793e-09,4.4496432751861654e-09,1.5186554488294598e-09,1.3837063441330437e-08,1.4605108660925021e-08
ch12,6.879430398391476e-07,0.0001950989160240054,0.23800614503981765,2.6084905821154845,4485,5.010133740683993e-09,7.255968966216234e-09,3.5739066814191026e-09,1.0537388609527632e-08,1.144868798329747e-08
ch13,1.419859009053042e-07,0.00015341903610722725,-0.1538497547076756,2.6758588817529327,3302,4.567055039402141e-09,4.513555375126839e-09,4.837742943160114e-10,8.019659250096545e-09,6.215449187580195e-09
ch14,1.2690974860744595e-06,0.00019803076950729932,-0.13150244500173483,3.6867930432084712,5413,5.102993562450094e-09,9.020399833439363e-09,4.831572457109219e-09,1.2838317136811068e-08,7.114469369503185e-09
ch15,9.97322334532318e-07,0.00020305013533090637,0.25261300308913537,5.291886495691072,2798,5.2016218791341435e-09,5.276863805255475e-09,7.459953463828583e-10,8.508960256233517e-09,2.1140714966734127e-08
ch16,-1.0395226476718632e-06,0.00022361762245428515,-0.2592046246583875,4.470270726055019,3224,6.254679883905658e-09,7.300625846159779e-09,9.918960573743022e-10,1.5499160601391096e-08,1.9214311485503383e-08
ch17,6.666882828404158e-07,0.00014357417701093335,-0.3225408625623602,3.5963389346136365,2698,3.1705996359447105e-09,3.1959016436296135e-09,2.1316555073785475e-10,6.828889516534762e-09,6.986993796426782e-09
