,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,1.5041592018980056e-07,0.00016584331604842096,2.3736245590679816,11.089370042464179,508,1.6669612820764522e-09,2.2406008462162113e-09,3.214143669529261e-10,3.3724014785213866e-09,2.2804218743391793e-08
ch1,-5.970914842005798e-07,9.935179842737908e-05,-0.34026226705213375,6.538524659750275,385,2.9293845008690525e-10,5.381028424392252e-10,1.5820763305753926e-10,1.1488221923631882e-09,7.735598776868348e-09
ch2,5.29107894370704e-07,8.529607990968924e-05,0.9185768419822835,6.557063552892648,490,3.075838412434337e-10,2.1544278421718055e-10,3.3107775300218506e-11,1.196585723648835e-09,5.6035726667499636e-09
ch3,3.7679900672961156e-07,6.081104708575296e-05,0.4145699413624551,9.672076030567322,580,1.4662057436518707e-10,7.392815067470831e-10,2.613452888803113e-10,2.7932238556657695e-10,2.0755516297941135e-09
ch4,1.0139977508399357e-06,0.00024920473057446014,1.3543835983099637,4.228384202070419,396,8.98594345304154e-10,9.69584614483874e-10,7.969218182285178e-11,2.205854802410686e-09,6.354544069929006e-08
ch5,-1.7372763244865633e-07,8.216608140082771e-05,1.5147915742046423,8.49995813709879,510,2.686245025726788e-10,3.5204875849507815e-10,2.8565549937501265e-11,1.239097599413538e-09,5.177640441818261e-09
ch6,3.590077748512421e-07,5.8399890261889396e-05,0.24096608171836892,3.9092036280083455,642,1.7963710245366186e-10,1.1324347114973591e-10,3.091493894411458e-11,7.12610033053732e-10,2.2638977465999007e-09
ch7,1.1201861694449693e-08,0.000180857859269648,-0.9931556163684518,6.709222250189137,440,7.369961460243601e-10,2.036043027453179e-09,6.514166529749017e-10,2.7397806127939194e-09,2.8637417129685222e-08
ch8,3.7835929287126913e-07,0.00028707470025317197,1.3057448224217978,4.070160293196761,418,5.766649043718871e-10,7.963884719683703e-10,8.951065081371881e-11,2.6254502043989816e-09,8.60373833814601e-08
ch9,-3.8476970274967447e-08,5.826109632485213e-05,0.6949077280926368,6.238638129591971,573,1.3067169179738903e-10,7.783745591137908e-10,3.778866120668355e-11,3.044802274483711e-10,2.019492586647165e-09
ch10,1.0706761768034155e-07,0.0002925349896993267,1.262305835935893,3.692183530323053,325,9.240883079115714e-10,5.291802808176846e-10,6.387033176267731e-11,2.2953266513400714e-09,9.05868319167426e-08
ch11,2.3402762241020926e-07,0.00016105201701420866,-0.3139381198861843,6.929174766899104,461,7.789838693780362e-10,5.136820605613612e-09,5.728648551006615e-10,9.517890902054067e-10,1.9886442917537947e-08
ch12,1.1682379281772661e-07,0.00015141389364001196,2.3350401341195663,9.43108266696383,570,1.120672442404466e-09,1.1899669206973779e-09,3.28055772862337e-10,2.035895539495287e-09,2.0276815290662844e-08
ch13,6.795684966377158e-08,6.863694524833781e-05,1.0701697851038237,7.706054538097542,596,1.5614223480123498e-10,3.601494309409783e-10,2.1268312830648712e-11,4.386485651699374e-10,3.880223820696685e-09
ch14,-3.459685534856404e-07,0.00012169543089990336,1.2784214708357047,5.3934739847125,431,3.969980960276971e-10,7.127547639805915e-10,5.311872079536141e-11,6.54741679464731e-10,1.4258989565750036e-08
ch15,-2.1839192121146555e-07,6.956442343481125e-05,1.0909915623126956,6.344748595486935,467,3.271961246716762e-10,2.148712857959594e-10,2.473354567266562e-11,5.839437816026328e-10,4.053512032222284e-09
ch16,-1.9720962095288793e-07,7.466491231687717e-05,1.278537956050526,7.600700498403013,519,2.4263495216149123e-10,2.1484582512229263e-10,4.011281886704021e-11,1.125686640048039e-09,4.250429804219514e-09
ch17,4.726881741293336e-07,8.880093932443956e-05,0.5459316059318547,3.7754425828000038,311,4.4851864599025067e-10,1.4760094446507386e-10,1.3980914976405912e-11,1.1561867901333236e-09,6.192934193448058e-09
