,Mean,STD,Skew,Kurtosis,ZeroCrossing,alpha,beta,gamma,theta,delta
ch0,-1.0265742178734532e-06,0.00010492105058423894,0.3513992468199392,4.176560672216843,4501,2.654578616150327e-10,9.414982443280812e-10,3.1092601616618083e-09,8.006276803931917e-10,4.495176346077663e-09
ch1,2.1472339706917215e-07,0.00010759271877809676,0.5691430602741028,3.4164779809942267,2127,1.5099297067524605e-10,3.351159492811448e-10,3.225070087233333e-10,1.1753575508011956e-09,8.171184866508873e-09
ch2,-1.2746582071823287e-07,2.841420655183908e-05,-0.10303915760148229,1.084775707647898,4098,6.386776892249749e-11,9.253977743717991e-11,1.1562069018624292e-10,2.0416355025794848e-10,2.8913402320609827e-10
ch3,2.002214328724647e-07,0.00011850099824322386,0.3847937814394584,3.4882162378205397,3202,2.7406485492923563e-10,8.11087439611802e-10,2.096824020722551e-09,1.06890590987127e-09,7.4254655623441576e-09
ch4,-4.4989057776823415e-07,5.840603218069912e-05,-0.4119774070519021,2.6712422598794774,2340,7.582997899775356e-11,9.097887364448534e-11,1.3392378059201306e-10,3.717846338444852e-10,2.497659041931275e-09
ch5,7.337054784398519e-08,5.536915063335553e-05,-0.14635488537718352,1.9894188363854184,2654,1.0215891502283713e-10,1.242325278196675e-10,1.5728860730778916e-10,5.267920164009345e-10,2.0073312636915356e-09
ch6,-1.4845864677114158e-07,3.200189223564593e-05,0.10497638470666835,0.8622173527434192,3766,7.271811581235755e-11,9.289207571566283e-11,1.1661549344654558e-10,1.748723070700239e-10,5.16212416581342e-10
ch7,-2.5106968901547808e-06,6.145555379591627e-05,0.7209571192236888,3.9566047358461756,2599,5.405791514043236e-11,1.6243509455472726e-10,1.884971471788368e-10,4.0922283534414237e-10,2.3545738246150256e-09
ch8,-6.068206382516337e-07,3.347993129878502e-05,-0.09256655003677745,0.7772884758729388,3192,7.246268766219363e-11,9.981876037226792e-11,1.0619949892081123e-10,1.633698372760631e-10,5.858100230241659e-10
ch9,6.711579230930341e-08,4.17787716426476e-05,-0.6180556980001944,4.145974084592066,4899,8.05699518540628e-11,2.2778052240455446e-10,4.60168688302813e-10,2.0338577948364533e-10,5.254288795393066e-10
ch10,-5.653660402978591e-07,5.81033017125695e-05,-0.6383596414145479,2.124640278158359,1204,4.974775339249659e-11,4.642123599661264e-11,2.1136898861363864e-11,2.7444388698065655e-10,2.2818396944770267e-09
ch11,-2.0395835451011733e-06,6.861890561095031e-05,0.7312832389970855,4.980090024264198,3423,6.668488333739048e-11,2.5939821732918806e-10,5.297749673077001e-10,3.847647958959035e-10,2.7357849503186967e-09
ch12,-1.1084034757527972e-06,4.986293233399868e-05,0.21826712914389687,3.670745325713521,5096,7.014080560619365e-11,2.917107068887953e-10,7.50440608775995e-10,2.0520973921754831e-10,7.525314974343365e-10
ch13,5.6802713480478176e-08,2.468846085573179e-05,-0.0405722880939326,0.7625575680508794,3245,4.897731879877814e-11,5.236549980324309e-11,6.788598567369417e-11,7.634489676460807e-11,2.578024753781676e-10
ch14,4.143661527606965e-07,9.757992724199928e-05,-0.1943933892212253,4.568079686496603,4582,1.9068880436608046e-10,9.094142724144168e-10,2.5622117920011636e-09,6.949581960252936e-10,4.429194050844011e-09
ch15,3.5096345497752975e-08,3.447782434016155e-05,0.15463734006374596,1.594344829747742,2692,4.1661571986089553e-11,6.505713387100383e-11,1.005880297715078e-10,1.8270916147633189e-10,7.497004626349197e-10
ch16,-1.398013758334501e-07,4.829407437586774e-05,-0.012228411263624976,1.294853464828254,2449,7.706315758873564e-11,9.021196048592063e-11,9.468569830068052e-11,3.6492061001384193e-10,1.6350556075166252e-09
ch17,3.555223765089973e-08,4.105500243257424e-05,0.6140085276650501,5.878931915956382,1217,6.508801553585386e-11,5.18105681796741e-11,9.690476564897464e-12,2.385416051500035e-10,1.206495849467609e-09
