,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,8.74932483499273e-07,5.246649715916999e-05,0.3206600837487913,3.659290749354171,9.363898719972191e-11,4.36758496157055e-10,4.3718725442024254e-10,1.7182506653738197e-10,1.154032776896736e-09
ch1,2.087358908532037e-06,9.374456157822797e-05,1.4581267567093221,9.12265991607174,1.9317807994397043e-10,7.010207483653807e-10,5.902781300558004e-10,9.321988665883563e-10,5.0439371548747625e-09
ch2,2.0731051723213916e-07,5.360021314286211e-05,0.545870614892768,5.963646109321314,8.451974954967131e-11,9.90431690570677e-10,1.3019785339867179e-09,1.3644758176957565e-10,2.541480627565585e-10
ch3,1.5033901533861257e-06,0.00010396764107550566,0.7320677430685459,7.606614273436302,1.4766513220569446e-10,3.435982671539098e-10,3.840228398377185e-10,1.012519121251025e-09,6.1015205963785115e-09
ch4,1.0539315423569952e-06,4.241647340395421e-05,0.5972327651890837,21.25061798771004,1.398101078963138e-10,3.8573663706289297e-10,2.2994162815406308e-10,1.7398388637826366e-10,9.21787854000548e-10
ch5,3.0769094889026484e-08,3.993339745223153e-05,-0.3837989192148842,6.446981341639855,7.596234214846763e-11,4.0927972953330175e-10,7.027469066886795e-10,1.183421516659159e-10,2.1135185361434311e-10
ch6,-2.4669040879427547e-08,4.819115296264769e-05,-2.483481984452521,35.717997875405686,1.1875581589121357e-10,5.392404985950551e-10,5.489532540784878e-10,3.25001889626024e-10,8.416496007089851e-10
ch7,9.785260655417593e-07,9.75148690793606e-05,0.8748933495373177,7.120977925693859,5.350495972293271e-10,9.117215107365041e-10,7.922668280896844e-10,1.4415366139751674e-09,4.9069695019375795e-09
ch8,1.5032482068394995e-06,7.13133723218188e-05,-0.3921682834717151,10.601782813573765,4.458438714810138e-10,7.47440825919328e-10,4.543547367807337e-10,7.580926786023495e-10,2.526997631354086e-09
ch9,1.366118697114143e-07,5.744392412421994e-05,-0.36786323323126613,8.95652392570761,1.1587600048932914e-10,1.051577166246915e-09,1.1575515014217686e-09,1.3117941715111938e-10,4.3510106963284465e-10
ch10,1.617623726370871e-06,7.751245753413409e-05,-0.840895048994535,20.655149929651675,8.437537914707342e-10,8.447103331256014e-10,3.992782330647756e-10,6.420289059258898e-10,3.102147141354506e-09
ch11,1.7241781235424404e-06,7.685999664900382e-05,1.3655661634794156,9.447523817816323,1.296078326011802e-10,4.165752941969089e-10,4.0078980245948244e-10,5.152861813767746e-10,3.186130205004016e-09
ch12,4.44494642530222e-07,6.752051092392008e-05,0.6894977728603124,5.683474740701964,8.704219565633433e-11,5.148331142384091e-10,4.67345835214878e-10,3.6624181339364786e-10,2.213281536971538e-09
ch13,7.283241666988252e-08,4.108301553001368e-05,0.21281084450732737,26.359689155555316,1.0292779463955595e-10,4.3160403623702785e-10,3.0702467596213826e-10,2.972820404887753e-10,5.822301429027588e-10
ch14,2.2615645037046185e-07,5.453026987555791e-05,0.7292584034009554,5.621687570821463,1.5879491303788706e-10,8.310121230463748e-10,1.2394524699565548e-09,1.304583423170795e-10,4.0846209432842217e-10
ch15,3.8790348796513305e-08,2.5765554219943364e-05,0.19126215630658489,3.8656544224553535,5.834378729974081e-11,1.3763411578623455e-10,6.185012053793533e-11,9.956546372044696e-11,2.474497556072131e-10
ch16,-5.119893596048551e-07,3.356468208752378e-05,0.6804597192791065,8.284595882538632,4.4382401892569824e-11,2.1540250592000888e-10,2.962831752972816e-10,1.6159935023897025e-10,3.692779329220222e-10
ch17,7.09020520805249e-07,8.725068547025495e-05,0.9784474617328472,39.08831316482472,1.0650605395038728e-09,2.1580716440295293e-09,8.771120215648187e-10,1.6000322340590275e-09,2.3835428465424383e-09
