,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.0979934705311585e-07,5.063283207953549e-05,-0.2774078769163379,1.6818502357988097,3.187370768524422e-11,3.0109378987876347e-11,7.851249894576119e-12,1.8091871037123372e-10,2.1434888540741367e-09
ch1,4.707620569235121e-08,4.978454792581508e-05,0.030593896158033165,0.7876466910888249,4.8333214432060774e-11,3.1848328370543035e-11,7.945711465353773e-12,4.037962075087856e-10,1.862723237508893e-09
ch2,-1.611825224752642e-07,3.1806044116398014e-05,-0.10625306377849464,0.7866685462114926,4.140362170065845e-11,3.1479749146736943e-11,9.447815318309967e-12,1.8922171433232257e-10,6.025790660440274e-10
ch3,8.64842526744454e-08,4.6825010988448534e-05,0.5876315183230114,1.198260970916932,1.939380315789591e-11,1.304801596059562e-11,4.655796046404183e-12,1.3984365819222983e-10,1.9076393934651363e-09
ch4,-6.611257119713371e-07,5.988431714785301e-05,-0.4550322869896796,0.9102756933046514,4.2768013304956025e-11,3.503007175616226e-11,8.964203972298598e-12,3.6057064946049603e-10,2.964576709232451e-09
ch5,-2.7609228421853017e-07,3.458188707804522e-05,-0.1345414783923957,0.41894563808124063,3.457507593142607e-11,3.6384318823853756e-11,1.4744911760105083e-11,3.019528395895036e-10,6.347234995965493e-10
ch6,5.525375784861608e-08,3.7533266827982806e-05,-0.07984902009553345,0.8154584867127443,4.5990847999878475e-11,3.378502398050403e-11,8.96982411641255e-12,2.613206342838707e-10,8.35482520361824e-10
ch7,-5.025037629909752e-07,5.449856737162847e-05,-0.17751073846485413,1.2045683285472775,5.3122982111780615e-11,4.0915423701801784e-11,8.574474029666602e-12,3.8965872500676777e-10,2.348047374348282e-09
ch8,-5.397183622117769e-07,3.9184830888413e-05,-0.09591276278825629,2.56799463602343,3.9346042077026007e-11,3.5767997725353817e-11,8.385619118231934e-12,3.283977634476576e-10,1.0000296079282e-09
ch9,-2.1144394122568327e-07,3.119474150857705e-05,-0.14413955079928334,0.46541546750177387,3.281973092609813e-11,3.4311170053725444e-11,9.685109941465052e-12,2.348550190276468e-10,5.284189496835461e-10
ch10,-7.387084236908303e-07,6.208088743451924e-05,-0.1342137532195154,1.168935633801687,6.891494029368061e-11,6.881758788460487e-11,7.350538353172853e-12,6.787170810711881e-10,2.707603439288124e-09
ch11,-5.736166245786485e-07,5.79460715372842e-05,-0.2602966517271038,0.5983268105391284,2.982351268580273e-11,3.179772746018101e-11,1.4346714735066912e-10,1.9184096675926622e-10,2.9193423507065424e-09
ch12,1.0964072717846521e-07,2.907882859138042e-05,-0.023678151545664734,0.340290919451125,2.7757109523432054e-11,4.2712576933332385e-11,1.412572776282631e-10,1.3200453884485258e-10,4.174422276069562e-10
ch13,1.5508401635312554e-07,2.6016114662233138e-05,0.1345137677521949,0.4533227468423844,2.4905038965763945e-11,2.6613801336309933e-11,6.5807413337981746e-12,1.3205430159716016e-10,3.806864516352833e-10
ch14,-6.131838549007131e-07,3.924959982509818e-05,-0.09743389225534105,1.4408430984805802,3.357395751076664e-11,3.614736458385536e-11,9.40456519511833e-12,2.487516383775642e-10,1.0654601237618457e-09
ch15,6.744457673018449e-08,2.8393118137982277e-05,0.09768036852052808,0.6242112341009669,2.8519846681537187e-11,3.0331259739562834e-11,6.069298724123563e-12,1.5882282062347555e-10,4.893428699723559e-10
ch16,-1.3872343498632622e-07,4.070636334548864e-05,0.007489680060998903,0.7695797198445908,4.489605368424513e-11,4.527690868312163e-11,1.2435050114106727e-11,3.5932696800812756e-10,9.315870659677266e-10
ch17,-6.764735583717429e-08,3.222756944149206e-05,0.13035110703638783,1.2218033018981265,4.072946181641668e-11,6.193909895455643e-11,6.778259807961016e-12,2.2394433533475527e-10,5.822828526203407e-10
