,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,2.64793364625647e-07,2.7076129535824758e-05,0.0693472492201174,0.7718159039123527,6.390602730116565e-11,1.2794434057889266e-10,1.6684059666276772e-11,1.4359041950141102e-10,2.8911461443077993e-10
ch1,1.5274420328140664e-07,2.6847354372366123e-05,0.1671094295816855,1.7882900892268179,6.161195198003465e-11,1.2981655310567976e-10,1.7503675551125348e-11,1.5592098109245791e-10,3.0761313956981993e-10
ch2,2.1271531223397986e-07,3.370173144885279e-05,0.005773797908761076,2.7368221295551827,7.346240463600081e-11,1.4850259292844394e-10,2.874919708959005e-11,3.5149367595647104e-10,4.5057706640319545e-10
ch3,4.301558297812668e-07,1.7668053980790643e-05,0.4126062907375444,1.237310112131171,3.024022167529064e-11,4.4665781509062084e-11,1.0542082577636545e-11,4.989458951234793e-11,1.4785935581974924e-10
ch4,8.903768459017678e-07,3.714841168037698e-05,0.30494793370762713,2.3476422516854125,1.2836398082369555e-10,2.497267165990312e-10,2.7631116432424925e-11,3.1060702076860277e-10,4.857818703932345e-10
ch5,-7.747473117179543e-08,2.213993521899217e-05,-0.35949013679325753,3.7800870359753107,2.7355935305648612e-11,6.798251164534463e-11,2.278268748673434e-11,1.2627769290383574e-10,2.0197266800535642e-10
ch6,-8.500263556271477e-08,3.4680568547283194e-05,-0.07842511767962494,3.3393877557866745,5.97006853518064e-11,1.647164899906512e-10,3.232743330848339e-11,3.351911690441141e-10,4.6086342614158923e-10
ch7,-2.5647565231708687e-07,2.9334781040536297e-05,0.2883371871331371,2.3899743747674123,6.956073516674315e-11,1.6772397310994862e-10,1.47713108935805e-11,2.0450032069618322e-10,3.55115359411388e-10
ch8,7.520047894252757e-07,4.561960589342288e-05,0.14783545598256798,2.0044222238230907,1.920388046435707e-10,5.075761163334068e-10,3.659014399591837e-11,5.131807049963335e-10,6.596615163225511e-10
ch9,-1.865887770161897e-07,3.3498225335742175e-05,-0.029144823200498576,1.1368979825857837,9.563646134771014e-11,2.841552421790174e-10,2.9499115546459825e-11,1.6340847233728714e-10,4.727061989257524e-10
ch10,4.5896352060709936e-07,3.497948546991929e-05,0.1534493699492403,1.5776625783962217,1.6102340164012997e-10,2.1315301663170146e-10,1.8916206657518723e-11,2.664559495114516e-10,4.690693100493883e-10
ch11,3.155291848139191e-07,2.250294062287075e-05,0.748729272635513,4.6367322040447485,3.89490118566805e-11,7.205986193777533e-11,1.324707003308251e-11,1.3370882379830252e-10,2.1915364447159717e-10
ch12,-1.0557026312001156e-07,3.0745901816394914e-05,0.1356920013494749,1.5921009277437932,1.0782362358963771e-10,2.0439707391407764e-10,2.8152140550976213e-11,1.9239459235611812e-10,3.6344624006415605e-10
ch13,-1.7754037367565792e-07,4.5920254012462324e-05,0.16909533515279065,3.987254061530308,1.5350920966910422e-10,4.0120151894513794e-10,3.032177740199055e-11,4.1724489700757075e-10,9.122272317356079e-10
ch14,-2.1806155822598812e-07,2.963752948904107e-05,-0.11259030561427383,0.3212479805612216,6.078902384083089e-11,1.4912156526291586e-10,1.9791214416569808e-11,1.6245381595868478e-10,4.0919002355138524e-10
ch15,-5.403451766772118e-07,3.446406079786932e-05,-0.15044624544566945,0.8801648200271082,9.814033555111361e-11,1.8988058307811142e-10,1.8519611032970323e-11,2.6822390733138876e-10,4.892551816127468e-10
ch16,-9.489730963590625e-08,1.9768385914025794e-05,-0.1366177236808147,1.9763251250451388,2.879207256911026e-11,5.723183880585382e-11,1.8180625081480144e-11,1.0562439517216602e-10,1.5691679566922117e-10
ch17,2.6579472731511065e-07,3.201006344945041e-05,-0.010968095279825688,0.6083089106779411,1.0878818905673937e-10,1.9189634033956443e-10,1.7989655355627404e-11,1.964069026006967e-10,4.619967754810218e-10
