,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-4.989687428544517e-08,5.324941477099342e-05,-0.18236953839672784,0.4073853843670059,2.5679455934210573e-11,2.6496902558408106e-11,6.015384336630486e-12,2.483972701862294e-10,2.6079138102707475e-09
ch1,-3.0311703614074233e-07,6.015919630842516e-05,0.05859623016837539,3.301513619444714,7.771376104721268e-11,3.284753856073321e-11,7.353410309626607e-12,1.206786998428976e-09,2.325253302325025e-09
ch2,-5.262153668921692e-07,3.692507458235602e-05,0.4891290061091904,5.363093310875984,5.08879501890281e-11,3.4163554436224434e-11,8.577783129426164e-12,3.6681415002549746e-10,7.379049746528119e-10
ch3,-1.2796667943662108e-07,5.6449969047081864e-05,0.4628226036900754,0.028788429167291518,1.5171409503543972e-11,1.1343114834647931e-11,4.420832400040136e-12,1.8277951500279577e-10,2.997858891015417e-09
ch4,1.3589698874815363e-08,4.720811412699836e-05,-0.1869578831690013,2.569766658088488,4.640449807124596e-11,3.323818468251043e-11,7.804108002918629e-12,6.661415846878686e-10,1.6059903426272903e-09
ch5,-2.472011209839091e-07,4.0253697937557685e-05,0.8837525708232731,8.81628039622518,3.429540185787665e-11,3.756238936378003e-11,1.3791119930659558e-11,3.984401775417811e-10,9.667131638394716e-10
ch6,-2.6773299322971955e-07,4.778505611072292e-05,1.013058959703164,9.453726227111275,4.4841668993688054e-11,3.029304600383799e-11,7.149867266048658e-12,5.831083004541266e-10,1.3471095127024948e-09
ch7,-2.95229015064865e-07,5.8169439629996014e-05,-0.007416822670664217,3.2668761655914595,7.905654470938413e-11,3.502030538997755e-11,1.2427469748786984e-11,1.315754296817977e-09,2.0165769508593355e-09
ch8,-3.5472119563220896e-07,3.945404714459012e-05,-0.09199659318260822,2.9969255610633105,5.156607708774662e-11,3.471759399493704e-11,6.872335026874012e-12,6.525852913406084e-10,9.05015363007546e-10
ch9,-1.1586477279861508e-07,3.7850138600735074e-05,0.27167310527020166,4.306423697812042,4.268088271963864e-11,3.781874602682688e-11,7.06783295478931e-12,4.821978247703655e-10,7.578920564369298e-10
ch10,8.282726583142053e-09,5.3527682765636825e-05,-0.07358860284081552,3.8612048101136773,7.386836261922895e-11,5.434794238314812e-11,6.513651992616037e-12,1.0698600898193372e-09,1.7329308219287981e-09
ch11,-2.390566162710937e-07,4.2958547532036174e-05,-0.13721364465832958,0.5379208593587208,2.374598918530188e-11,2.924189841946879e-11,1.0302621308893053e-10,1.7505976966620685e-10,1.4879105376112749e-09
ch12,-3.197034854177316e-08,2.861305504707814e-05,0.11976591432809093,0.6993817010776486,3.076438296307981e-11,4.1176804764585617e-11,1.0066538920272803e-10,2.825843262555307e-10,3.439062701603702e-10
ch13,2.647158109152056e-08,3.135098014903925e-05,0.158953366744422,1.1333736249184572,3.1544618195701064e-11,2.6725681325314162e-11,5.056625173158161e-12,4.666606568767194e-10,4.347759187100393e-10
ch14,-3.0468958206388235e-07,3.9961469085389285e-05,0.04147935544188949,1.100494282570688,3.264520573816112e-11,3.747793594523132e-11,7.137559653839177e-12,4.846658463305529e-10,9.876687019760701e-10
ch15,-3.6481091270214045e-08,3.114681617215425e-05,0.1266420598849881,1.5152819908643425,2.6835672789942354e-11,2.6288814681164708e-11,4.800229484955868e-12,3.550977706007322e-10,5.450124503713219e-10
ch16,-3.952944325644519e-07,5.025603159496098e-05,1.1519291021379174,8.42662953731445,4.8233808978830845e-11,4.010114633073765e-11,1.0606239945445725e-11,5.553675571084165e-10,1.6318787523556346e-09
ch17,-3.583095568984715e-07,3.5088021168015305e-05,0.17708627542887043,1.9978757323246548,3.981345469925065e-11,4.7352047418147964e-11,6.0591128543353865e-12,5.618824360507664e-10,5.701491780711834e-10
