,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-8.378560863563873e-07,3.0476348109878577e-05,-0.14900110069988867,1.939419414545731,4.9972249012609046e-11,1.1099930717381012e-10,3.484641432533066e-11,1.0741135777899982e-10,4.045039311054689e-10
ch1,-5.310444011403372e-07,2.961561765616243e-05,0.18044924408552265,3.249812786980712,3.984634578569374e-11,9.776712220991838e-11,3.741066826129363e-11,1.1002088711741343e-10,4.534409803917014e-10
ch2,3.030292992106311e-07,3.983226984126201e-05,0.1951238579315432,5.048027375865679,9.539612984661549e-11,1.5767065164011762e-10,4.1941431066081267e-11,2.3229012791364043e-10,7.959714593008505e-10
ch3,1.6179728318341418e-07,2.0725702707835e-05,0.04683570607669804,3.6118091700422976,2.1290464486498556e-11,4.6192445834278566e-11,1.8185413011638876e-11,4.075662075868796e-11,1.9963803905529243e-10
ch4,-3.6626133385266817e-07,3.346681174403789e-05,0.0729114047756391,1.1710158655802454,9.934329597995269e-11,2.1908908079583776e-10,3.865272615093661e-11,1.5059301831459565e-10,4.5492981660141815e-10
ch5,2.9323959202876974e-07,6.317040685982419e-05,-3.530713021735121,40.4161797762827,3.942486490903626e-11,7.173287253153584e-11,2.1795378965851994e-11,1.7779660880643565e-10,2.09833768293927e-09
ch6,3.283802512184326e-07,3.629420198264326e-05,-0.1494401371298204,3.4891665071338496,8.114406114859849e-11,1.4484446409644097e-10,3.4143058030921516e-11,1.7100766944166867e-10,6.932377355820552e-10
ch7,-6.330752408891261e-07,3.177762093362176e-05,-0.5061769716503132,10.252859110828023,5.89495785879404e-11,1.1020457824421265e-10,4.376313328372637e-11,1.0149387991306798e-10,5.384292049082765e-10
ch8,-3.890691329671767e-07,4.5858713205447635e-05,-0.1187599805751498,2.54013344830455,1.3101419866233665e-10,4.970480891195996e-10,4.0319804635102514e-11,1.8652642598217516e-10,8.139092139038114e-10
ch9,-1.4298699819065423e-07,4.687792115484016e-05,-0.37223259191217273,4.164470058730656,1.253364954718262e-10,4.2964087437948896e-10,2.3180998781017442e-10,1.7655424392347708e-10,7.324254962963831e-10
ch10,-1.220381871466492e-07,3.034662190618824e-05,0.12795191086600657,0.5636361575643019,9.72695939298378e-11,1.59571493561988e-10,1.7108980716964566e-11,1.2571066441978599e-10,4.4091093432630824e-10
ch11,-5.574667581124992e-07,2.7600239408992573e-05,0.46302463257370124,3.2616504862782074,3.668456792027817e-11,1.0281676481951056e-10,3.881843721095106e-11,7.795706894671065e-11,3.7402780745395215e-10
ch12,-1.3381422537898327e-07,4.2615613008402677e-05,0.5278144919034808,6.246689305873732,1.107617659695251e-10,2.800112223490571e-10,2.2026644436891252e-10,2.0760833550252848e-10,6.115704313204883e-10
ch13,1.6388993548643913e-07,3.9444984569469875e-05,-0.21985976780056518,1.8099341127283708,9.491925818650433e-11,3.4628521321980954e-10,3.495736156280242e-11,1.6494543375249693e-10,5.526394232739991e-10
ch14,2.031220724284361e-07,5.4160393708095195e-05,2.188029370229819,31.799057874424477,5.071048585641098e-11,1.216315371932258e-10,3.631271447106358e-11,1.929620847145337e-10,1.7622538025937807e-09
ch15,3.894319619922647e-07,4.039871192253524e-05,-0.27290704697269397,1.8525296199590686,7.855172401173733e-11,1.5837496353465465e-10,2.032605881927192e-11,2.3914290162623404e-10,8.36222533471193e-10
ch16,3.4694587869194343e-07,3.115247246214879e-05,-0.8687815038904075,8.361206909444816,3.66420280090481e-11,5.009113882950389e-11,1.6190638007061923e-11,8.610500366954371e-11,3.642267407385731e-10
ch17,3.3105864959009135e-07,3.490138126859789e-05,-0.0703629818035715,1.099407588249556,7.99405605025191e-11,1.4962992548261572e-10,1.972113656500105e-11,2.6157149293071764e-10,5.46238231180517e-10
