,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.5523761598138606e-07,0.00023540976472351456,0.9175086842247572,2.3299707186253897,4.331903487406014e-09,3.840426070859593e-09,9.93915450982224e-10,1.3290798032563578e-08,3.223748003686975e-08
ch1,-6.383587048104289e-07,0.00021588965226473935,-1.0389788733921568,3.294605778082887,4.556604446662174e-09,3.297452758821062e-09,1.663808817282379e-10,1.1626344812221609e-08,2.7554945949993217e-08
ch2,3.08931679169508e-07,0.00015954811570038533,-0.10124308326524717,2.43879700082093,1.899034026290988e-09,2.251890279319516e-09,9.09201348254322e-10,6.324568309822074e-09,1.4165015731958708e-08
ch3,-1.4531650317271507e-07,0.00022321479906470474,0.633477040926135,5.495562186777185,7.415708981075781e-09,4.427210634580131e-09,6.650406112478034e-10,1.8146673571452977e-08,1.904140995816568e-08
ch4,5.455561970912471e-08,0.00034428031039676887,1.4531940705234163,2.97999792334297,5.809045043187336e-09,3.1514977275252333e-09,1.449900530494707e-10,1.9795655530346264e-08,8.88564987373221e-08
ch5,1.4336240733105834e-06,0.00015317574985853358,0.20197778635390745,1.9675264522602074,2.4605922036973414e-09,2.437573823105424e-09,4.2853402225565596e-10,8.558983439061362e-09,9.810751159691839e-09
ch6,3.704430939502148e-07,0.00016980482014259014,0.6203306061152247,3.5488466976876367,1.8923773914698207e-09,1.8815863206833083e-09,2.8973784104851736e-10,8.602643355448939e-09,1.6556206818362297e-08
ch7,-4.1372917052693585e-07,0.00017585241397687011,-0.21548371606042066,1.7568590625844998,2.683900093018225e-09,2.4788597464027137e-09,3.3992799697363314e-10,6.8949714732611095e-09,1.8221887036219274e-08
ch8,4.334553978591023e-07,0.000207179025225321,1.3461041607823818,3.983382102190376,1.9045584697763472e-09,1.4277579083108972e-09,1.4067503987496863e-10,7.032060409297169e-09,3.1512677648451114e-08
ch9,-1.8863800253673436e-08,0.00013639806715112074,0.42498077899319164,1.6486933860663795,1.3435802650288137e-09,1.6584309390483031e-09,1.0187325006892216e-09,4.124431851727931e-09,1.0314451524929696e-08
ch10,4.0702375221118687e-07,0.00023765860160131772,1.4288700284280735,4.0898149003734074,2.759462223924539e-09,1.5615740084236989e-09,6.001651538882137e-11,1.0280591190092682e-08,4.135245782961523e-08
ch11,3.147848794755996e-07,0.00017014721429882833,0.8442692574831682,4.8088990158752,2.8043326088025438e-09,2.2895151877464275e-09,6.673923220740116e-10,6.989401862139758e-09,1.6115435884177935e-08
ch12,-9.98758361285088e-08,0.00018619635095707185,1.4043822397537078,4.923555374838748,1.991937224256951e-09,1.6424115197908032e-09,9.585665960472571e-10,5.902071023928682e-09,2.3204081223542497e-08
ch13,1.315733154940739e-07,0.00016259555397672446,0.6262023471267983,2.166394220550993,1.336280234738171e-09,1.308987732191965e-09,1.2413826233498182e-10,5.333518801713025e-09,1.8062205133650055e-08
ch14,-2.989316926049665e-07,0.00013894370745029904,-0.5628267675188101,2.159467775323133,2.4535951279634713e-09,2.382650826593091e-09,6.688117335624303e-10,5.672906559393603e-09,7.64320791473461e-09
ch15,4.717886909888082e-10,0.00011961566526000396,0.2710364160778184,2.127410358558791,1.173856796292643e-09,1.052914782113185e-09,1.193986742809829e-10,3.4875479398615324e-09,8.645489058235573e-09
ch16,1.3264589545480215e-06,0.00014807647682033348,-0.4835927326342354,2.531843818330545,2.34233251451882e-09,2.23494122641741e-09,2.353416953093756e-10,3.889899654907852e-09,1.2499545284408132e-08
ch17,4.9503500887019815e-08,0.00014524113835765815,0.7279220482145726,1.858036143839647,1.0003223640466584e-09,8.223010971144539e-10,5.7588398877594335e-11,4.765593201844275e-09,1.4475253928204522e-08
