,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,4.84496527943918e-07,0.00018501346111936918,1.346601975302209,6.208208319185516,2.0877395379554313e-09,2.784308308495037e-09,4.086889181274368e-10,5.530011738882837e-09,2.531701736300511e-08
ch1,2.964741211550531e-07,0.00014275669723711005,0.19627128943676375,2.4679780628788626,3.9973769130585763e-10,1.0058567865378565e-09,4.911754933620589e-10,1.7663200535052318e-09,1.6860267506354723e-08
ch2,-6.992720930250025e-07,9.011009526492663e-05,0.6918061085813003,4.5349579485985,3.3266786298345423e-10,1.0820286281621767e-09,8.125930934612263e-10,1.348606581903642e-09,4.5304598024932084e-09
ch3,2.657853664553187e-07,0.00011439649867290064,0.7853760802756367,4.781674339125787,3.354146630461173e-10,1.5256285470150908e-09,6.419223092071201e-10,9.724827367408591e-10,9.464233305130261e-09
ch4,3.9300930340641595e-07,0.0002560141098161233,0.7772626556848152,2.8140850561087865,1.0596650300846724e-09,1.6546914143802353e-09,2.676720332369937e-10,4.503603389031148e-09,6.329424793762191e-08
ch5,-2.1272124028840674e-07,0.00010517951214988849,0.7930859608058145,4.122607978265355,6.181510460735408e-10,1.052868854295388e-09,1.02225380315088e-09,1.8761156433221765e-09,6.679060854078356e-09
ch6,-2.563784596360036e-08,8.649403327302395e-05,0.5582863639118935,3.590196835401205,3.1652552863430923e-10,2.453770782333263e-10,9.63700816287947e-11,1.2458135959865988e-09,5.6442251616864645e-09
ch7,4.6730258514464836e-07,0.00021270237639639444,-0.5653991009872061,3.1299533253095664,9.681834083252423e-10,2.5554423266225424e-09,1.0656747573897143e-09,3.4697009573088203e-09,3.8043668950326616e-08
ch8,-1.0921068116522994e-09,0.0003120880886092253,1.0442573673333242,2.823645985562024,6.090180889758546e-10,1.2034729858619091e-09,1.9166284919010246e-10,5.8493291541623925e-09,9.564686746941754e-08
ch9,4.915061468500092e-07,8.05703627847712e-05,0.4614909490231649,3.9359269367944947,2.1516954783725942e-10,1.8636507562262262e-09,7.969637907381722e-10,6.087176301807341e-10,3.029035570204476e-09
ch10,2.1674693202058994e-07,0.00030780370572755945,0.967286512476239,2.6901013677102883,1.154634514822112e-09,7.765724779639946e-10,1.1489144214195272e-10,5.799971820861916e-09,9.430431501185554e-08
ch11,1.0020389111464195e-06,0.00019426898691434852,0.654223614661537,3.44481791509069,1.3517196246533417e-09,5.17313727250801e-09,8.097287915164183e-10,2.9996377749292735e-09,2.8221663759248423e-08
ch12,-1.1841836386221243e-07,0.00014949315602090326,1.8667816141485942,8.3485889648427,1.5598769897500786e-09,2.101022603014467e-09,5.709772413542801e-10,2.89848628138779e-09,1.5699266743826042e-08
ch13,2.0852035501279727e-07,4.764835077203307e-05,0.36155319538164393,6.3222772716155795,1.4718133444565825e-10,4.4372268756209833e-10,4.625610123315746e-11,5.447711188638822e-10,1.0430537416787773e-09
ch14,-1.1029040377520083e-06,0.00011743432783001087,0.9337822344577716,2.9900728774887826,3.2121263847608107e-10,1.028104258482362e-09,8.880209858625313e-10,7.704723002613475e-10,1.121838046970449e-08
ch15,-6.887400868718488e-07,7.444370804106366e-05,0.35327039908738567,4.795941179805551,4.44151889791993e-10,3.140207521096985e-10,5.531665028604781e-11,7.766038701128603e-10,4.086577985285422e-09
ch16,-5.707638756184078e-07,7.97744048758307e-05,0.6677818305156801,3.739321772203744,5.35000055920154e-10,3.2874233507708233e-10,1.6213493421963584e-10,1.2174853091182888e-09,4.195822673796577e-09
ch17,-2.4541690096287e-07,7.296996657878397e-05,0.2346146081783557,3.910181159113537,3.858031091026632e-10,1.6465080378346673e-10,1.9662400971983034e-11,1.0346646049155924e-09,3.992968946056042e-09
