,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.2264323040486614e-07,3.38710607106141e-05,-0.1831271209310982,2.1872298442774216,6.931378970687615e-11,1.3818458568274943e-10,3.68156101298034e-11,1.948261997751784e-10,5.829291807345659e-10
ch1,6.734492178628511e-07,3.558743392313664e-05,0.28673634383122115,3.0611965066696145,5.990892108665401e-11,9.114925427327071e-11,3.118211526230946e-11,3.7095053567082233e-10,6.064919770594323e-10
ch2,-2.2185225573393395e-07,4.629829798437213e-05,0.2676736272978538,5.568858701861561,1.0306708069811254e-10,2.1065999301436677e-10,1.4543184294346605e-10,5.181352161945005e-10,1.0131442750555032e-09
ch3,6.137440279263447e-07,2.414172641559735e-05,0.36242563667344574,6.538737873472421,2.5670109063944647e-11,6.340970477321623e-11,2.4524188082451855e-11,1.3448207569654664e-10,2.5771308453450475e-10
ch4,-2.895350366047289e-07,4.679778521255328e-05,-0.047472690634773565,0.9594418070436213,1.1102281205890362e-10,2.0264591267942024e-10,4.6144004067570826e-11,4.3298713738375955e-10,1.217990776163059e-09
ch5,-4.1273553739534277e-07,2.986359029439157e-05,-0.1774578100836916,6.231645388480315,4.75140771642004e-11,1.333087771646318e-10,9.28561312895849e-11,1.7402484733502536e-10,3.7904317937336516e-10
ch6,-8.024532602978477e-07,5.191707224848418e-05,0.1987412962958276,8.657855174053726,8.657996277355443e-11,1.4811458492581854e-10,4.0571486654243616e-11,3.386937899327508e-10,1.498244402776009e-09
ch7,4.0348141174056635e-07,3.3207832766776574e-05,0.16786581351266777,5.2465087713275125,4.941149326473109e-11,1.2962323172981807e-10,7.216318907607658e-11,2.841096858651944e-10,5.018352692865557e-10
ch8,2.9470293876749476e-08,5.395145284106488e-05,0.037919478468004454,1.0585175775896074,1.3208309435270075e-10,3.698274812607469e-10,4.4645952993213195e-11,5.843726230348248e-10,1.6030996957450326e-09
ch9,-2.490796233286713e-07,4.9396752027895854e-05,0.05034548046367494,3.036695848179341,1.0962472281552086e-10,3.034226144717686e-10,1.4231581704466785e-10,4.3425511404445674e-10,1.286030554823013e-09
ch10,-1.1705729803825208e-07,4.3440189327915756e-05,0.002471029029131251,1.003016475220985,9.195375990903317e-11,1.2376106237306818e-10,2.9364808528290555e-11,4.5330204765732685e-10,1.0926308689689679e-09
ch11,-1.817528280429985e-07,2.81385902920021e-05,0.371920061361459,3.957873943306777,4.4480545719690814e-11,1.0801114910347126e-10,5.443274487628914e-11,2.1525959851517933e-10,2.9228470356516255e-10
ch12,-2.734409288585737e-07,4.215234740799668e-05,-0.07483747289109717,1.242842020427207,1.0908825056402212e-10,2.1918990162176084e-10,5.869793816056636e-11,4.203680173683826e-10,8.649045915981729e-10
ch13,-5.409806015765366e-07,5.936473204727185e-05,0.008797707068295744,3.391318202789753,1.1913208579484508e-10,3.2215868972719346e-10,2.9526766262956336e-11,5.279033585590428e-10,2.0254901959114355e-09
ch14,-6.344138128400752e-07,4.014349334066222e-05,0.11557037149487027,4.303293312516131,8.434314086425669e-11,2.1108308610330144e-10,8.473143780917399e-11,3.410901605947682e-10,7.781901582680398e-10
ch15,-5.872361137081977e-07,4.885612055475946e-05,0.2370642367615508,3.3417011993883428,9.106475496078932e-11,1.6571280005920644e-10,3.204014612217604e-11,5.79971077446911e-10,1.3838844406922868e-09
ch16,-4.490791116776937e-07,3.180941322076239e-05,-0.10954468553976084,2.0887743386293023,4.055005562883692e-11,7.888278948068886e-11,3.2269193494874296e-11,2.852534842915398e-10,4.664986075032249e-10
ch17,-5.843421652102565e-07,4.641904189762597e-05,-0.010315154829528682,1.4362944703109441,7.909352679921194e-11,1.3844303109941417e-10,2.6672594823501906e-11,5.009749179189953e-10,1.3078520677833753e-09
