,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,1.340608939503309e-06,6.808072241657327e-05,-0.010709273185143331,0.9682118114064684,2.2000859729522263e-10,5.663647339319139e-10,8.262977436263048e-10,7.816954961715747e-10,2.021785578267499e-09
ch1,-1.7960755019405028e-06,6.97927576741925e-05,0.15914782160480134,1.6670443127919814,1.8246376820646057e-10,3.686346526497803e-10,1.3532668462070562e-10,6.360988804023811e-10,2.9979497563219705e-09
ch2,4.0006378352540856e-07,6.41779445170922e-05,-0.1624057794907893,1.4992982512589759,1.549125921314147e-10,2.5810863952479895e-10,1.0051505319023882e-10,1.004183257298603e-09,2.1681129411786196e-09
ch3,3.9163632431722653e-07,5.8834808796982336e-05,0.14580641662408803,0.6147642642168103,6.174002786756232e-11,1.429360464187931e-10,1.2090795232229682e-10,3.6333879113638103e-10,2.3474156307853843e-09
ch4,4.047968115455734e-07,7.89461325033293e-05,0.09138798683970015,4.323443638939702,4.1716569421636e-10,4.0263547699252525e-10,6.759628745096722e-11,1.293684749733253e-09,3.702423853443649e-09
ch5,-1.4978473824073595e-06,6.045230163676018e-05,0.1780314097104723,0.6187147207717287,1.707100558498113e-10,1.9135807940950252e-10,1.1560394051865653e-10,1.1105131304249938e-09,1.8772302575182907e-09
ch6,-1.0090212385600558e-06,7.092251760800067e-05,0.1684400882921688,1.0072988284176354,1.3556400483408905e-10,9.772595300609914e-11,2.662266556567473e-11,1.4081981569626453e-09,2.7478685687025945e-09
ch7,-2.458460677540146e-07,5.5881670914868674e-05,-0.2031266238403566,2.480953392241698,8.633017950451323e-11,1.7039761047059226e-10,7.050044083155067e-11,3.796340362625299e-10,1.893841866382932e-09
ch8,1.2683322823071062e-06,6.456988347149206e-05,-0.37786759716654605,2.9476506878633195,2.1185092316367358e-10,2.6257906346848906e-10,5.283808209048596e-11,6.174153582691636e-10,2.530621431365827e-09
ch9,-4.18734233357313e-06,7.955674061680777e-05,0.2854845035093912,2.429118891656021,1.6960766885506176e-10,5.216745947012589e-10,5.169893063641931e-10,8.685777360855872e-10,3.6257120341766893e-09
ch10,2.617112204695715e-06,8.199296597400971e-05,-0.4365958336239373,2.37059469424654,2.9851119566004627e-10,3.3253479829198005e-10,3.0161995138885406e-11,1.5145455802575427e-09,4.253650047219486e-09
ch11,6.159392661303674e-07,4.671606963458682e-05,0.2196171616904419,1.4005796420405234,4.461213414807293e-11,7.328120190916067e-11,4.8861265352756445e-11,1.8164437710905373e-10,1.5068015064739089e-09
ch12,3.2874010942498756e-06,6.619485018450262e-05,-0.11316655482187561,1.2615818678054938,1.1612666332815654e-10,4.0735648797777833e-10,5.23881363563267e-10,6.644136310408323e-10,2.3698371646413476e-09
ch13,1.0410342399184533e-07,8.313960180270724e-05,1.2435270417124693,9.134280405095698,1.8646666259137295e-10,1.8149030155647288e-10,2.0607755285967295e-11,1.211354407253141e-09,4.021228843978846e-09
ch14,-9.805340257738174e-07,6.326891468389901e-05,-0.08083866334375718,1.047250656318286,1.6007526960827854e-10,5.230893301425993e-10,6.908913753209811e-10,5.762336440110865e-10,1.9449265084419195e-09
ch15,7.051172857111162e-07,6.576635933865342e-05,0.2573775065632747,2.90287608446197,3.9310967647567615e-10,2.805853156343864e-10,1.8026249500147352e-11,1.1481408303378643e-09,2.118652470461384e-09
ch16,-8.271337907411494e-08,5.850403851216137e-05,0.7692060024716831,6.798057345386892,1.2962992336429182e-10,9.775683219526261e-11,1.9543785875702683e-11,8.864601737711913e-10,2.0122271489501123e-09
ch17,1.7092875044658886e-07,8.273525640742333e-05,0.47848319485602103,3.7589316928664385,2.856343122958611e-10,3.163652510248627e-10,2.2412866570918046e-11,1.3687207037611324e-09,4.045607948852062e-09
