,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,2.8105595986863166e-07,4.387605062781732e-05,0.07162838913064384,1.4592290908159375,1.3313222292683544e-10,2.42165764030095e-10,1.1785513971442128e-10,5.696891142606354e-10,6.948144110447875e-10
ch1,2.814062349410816e-07,4.8356091947377564e-05,0.18655958933589778,5.145388601578663,1.4566801478304735e-10,2.7419720308641133e-10,1.941310931587989e-10,6.381262834323474e-10,8.696450556686835e-10
ch2,-5.246978997095091e-07,7.213877085396144e-05,-0.36140883186648676,2.8501387036124903,1.2414655729059478e-10,5.171128457194906e-10,6.194593643088854e-10,1.1406502286226824e-09,2.353821822552507e-09
ch3,2.1372218430324848e-07,3.4407396309737954e-05,0.4394049028383491,4.572872125695876,8.052610079420656e-11,1.5246365461866178e-10,6.351338071841433e-11,2.0667104905257214e-10,4.36397159844159e-10
ch4,9.16948538933299e-08,5.7041822119390554e-05,0.0330574533458807,2.197673738177974,1.6936736665328734e-10,3.590334399203787e-10,1.272169040778163e-10,1.465532001666487e-09,1.0486785907046264e-09
ch5,-1.7140734904920307e-07,5.2662305565066697e-05,-0.014055407757481557,5.71157701205553,7.415336962698775e-11,5.577400915409347e-10,6.916639021016738e-10,5.769222842188942e-10,6.109357158784004e-10
ch6,-8.93146039286587e-07,7.181342284428559e-05,-0.3884398031123944,2.911821507122453,1.2544858818619404e-10,2.495593660325681e-10,8.53698960324998e-11,1.1297394159051892e-09,2.6896381755754097e-09
ch7,1.0957007990611255e-06,5.4090897526640213e-05,0.9521598466254144,6.826170690747203,1.1253679068620957e-10,3.2784448430151116e-10,1.7063689312015323e-10,5.273958676974168e-10,9.911654842170542e-10
ch8,-3.087928718913036e-07,8.950989512192392e-05,-0.02742547202477634,2.1517244688381565,4.2546544018184034e-10,6.050211277938024e-10,9.522222218404566e-11,4.152034813978477e-09,2.303811092517836e-09
ch9,-5.128007679831153e-07,6.826099067878071e-05,0.0775570414129675,2.2689355048627213,2.226737332836257e-10,7.365885125982455e-10,7.755677558732042e-10,6.876566915313617e-10,1.6985461995947155e-09
ch10,-3.357598140827466e-07,4.521162711742021e-05,0.0641698432983873,1.203586668797521,1.407757934612854e-10,2.451849178274888e-10,4.5139671620697684e-11,6.514236263299388e-10,9.010056202101509e-10
ch11,6.723875453517017e-07,6.344124374956817e-05,1.0512344454438858,7.978128228712322,8.597737333082263e-11,2.490667115005697e-10,1.100977550620155e-10,4.824667621609168e-10,1.4219482382136667e-09
ch12,2.4623579273013715e-08,5.652209511220446e-05,0.27709115277322344,1.878331409434728,1.75656281582092e-10,4.595479316657751e-10,3.4932314205783565e-10,6.077665244218097e-10,1.1281150764151014e-09
ch13,-2.5187690737098927e-07,8.678192239921492e-05,0.10371103706598549,2.29494340296333,3.2628520246128784e-10,4.652561611063628e-10,6.546131448867891e-11,1.949719739111983e-09,3.5230128564231963e-09
ch14,6.947570630991376e-08,5.759437080492283e-05,-0.01930932309217124,3.1475083302723226,1.7178733845786968e-10,5.872246607418337e-10,6.187283254856005e-10,8.78342305560647e-10,8.36955845962665e-10
ch15,1.0401201059587598e-07,5.804628136322748e-05,-0.15956745663529562,3.0433795783783486,1.5127351754103156e-10,2.88105169208363e-10,4.9712257790012576e-11,8.644083349405537e-10,1.7971656307343921e-09
ch16,-7.699571783601334e-08,4.6257687568985635e-05,-0.12594568868629308,2.5346370570692613,7.332860985921394e-11,1.5509574717303705e-10,8.773326477916314e-11,9.300911393908205e-10,6.515653065317799e-10
ch17,-1.3414698219198373e-07,5.1855133172997536e-05,-0.029174184737506503,2.2871289495278146,1.5633036096878366e-10,2.5582926310595954e-10,4.2243037826322454e-11,7.488841075673929e-10,1.332244787152269e-09
