,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-3.8694382921627623e-08,3.660474172524619e-05,0.06495304481486243,1.6824966317219783,8.158354476955918e-11,1.4574905787518232e-10,3.744370519243119e-11,2.1165801161276526e-10,6.32834850757466e-10
ch1,8.062742216428837e-08,3.179624788888802e-05,0.058099989933760636,1.408532665648421,6.131622914691859e-11,1.1433555809013858e-10,1.3712291832946922e-11,2.2509213222832998e-10,5.428038044034839e-10
ch2,-4.517495954290989e-08,4.288172846434465e-05,-0.29501139406693777,2.4091393941916355,8.491117766875334e-11,1.3494330211974976e-10,5.03991343801411e-11,3.6546382548938334e-10,1.0463043356295644e-09
ch3,-1.6681096341936222e-07,2.1752607380070837e-05,-0.1343943720117572,5.140718528236672,2.366067852945598e-11,4.4688667726131934e-11,1.6660667480669595e-11,7.065556759996769e-11,2.3997688779684573e-10
ch4,-5.110533063382576e-07,4.813875464337615e-05,-0.30001846619369954,2.382574045677403,2.2606715996562167e-10,2.8002047424443397e-10,2.8799778140244997e-11,4.642802768764389e-10,1.0355912083453428e-09
ch5,2.3647123495944682e-08,2.6827238380236702e-05,-0.10591607640898987,4.305222616130639,3.821885124206057e-11,8.035746553457097e-11,3.283170822339716e-11,1.349038031043986e-10,3.5241949995539264e-10
ch6,1.0149696546819281e-07,4.955599728210241e-05,-0.9434657409260072,7.647255402323362,5.7302038382217736e-11,1.2972222144225292e-10,3.973972788275822e-11,4.635972786575434e-10,1.517650997887178e-09
ch7,2.6480888932574498e-08,3.231553236124493e-05,0.12575793615274303,2.3914758865382364,4.5907183711666225e-11,1.0571592693745343e-10,1.7400569010133374e-11,2.2787936323935833e-10,5.920727831827347e-10
ch8,-4.780252527573508e-07,5.65079583648706e-05,-0.46524287455051866,7.003468814188588,1.6503728446013893e-10,3.808609351780041e-10,3.274414845190886e-11,1.0678263594245548e-09,1.4025434009152963e-09
ch9,8.563175786515425e-08,4.212984886933796e-05,-0.11452980869797773,4.4175170554714835,1.4403547349326175e-10,3.310546795114823e-10,1.4939066719725879e-10,2.8022999457931326e-10,7.29612449418047e-10
ch10,-3.036813524959845e-07,4.13728468755701e-05,-0.10917124535663295,2.6865160060857267,1.540624549217878e-10,1.8249086851725622e-10,1.929995485755592e-11,3.322443381024613e-10,8.650734339525155e-10
ch11,-3.1715564305252217e-07,2.693450176650468e-05,0.061244484716467464,2.285037419686202,3.126240826654829e-11,9.58471806385886e-11,5.540006284660536e-11,1.5247095665953018e-10,3.4808363145370783e-10
ch12,-4.492631707878844e-08,4.467571838803951e-05,0.1926459511862955,4.589335632887025,9.125260548030826e-11,2.2728236901686627e-10,1.561036318745264e-10,4.779972773224224e-10,8.682778962164008e-10
ch13,1.4084091512147865e-08,5.672420114751943e-05,0.6640616522719965,3.928861575628014,1.6319333770165362e-10,2.82856139801307e-10,2.990734068580766e-11,8.699958301981247e-10,1.5994724369597528e-09
ch14,-2.3086799911329187e-07,3.2749342148329364e-05,-0.37026230836432117,3.147482630560492,5.030777324632025e-11,1.365800013391744e-10,4.083351636703965e-11,1.4515132334215083e-10,4.438339042158685e-10
ch15,-1.5629532064807638e-07,4.115147770517108e-05,-0.0009337439527082628,2.0507986769045337,7.576113620102954e-11,1.5266746181654987e-10,2.196123159967548e-11,2.970195648508984e-10,9.14403943492003e-10
ch16,1.622387007454293e-07,2.292437599916806e-05,-0.1963647620077309,3.2856938466509886,2.1913572916748872e-11,4.794938737000063e-11,2.3682500011739203e-11,1.388357136304012e-10,2.413269143851414e-10
ch17,-3.957662786733635e-07,4.464778276423956e-05,0.10160879622712818,1.738016444492846,7.136895784609967e-11,1.4823738154792695e-10,1.7580416864578266e-11,4.766621872990366e-10,1.0223444968808713e-09
