,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-7.283833774010824e-08,2.73333472234701e-05,0.2759172101864174,3.6114698904538223,7.226686019596856e-11,1.3449055409011586e-10,1.7785858062782101e-10,1.3712965861743353e-10,1.8474097741376884e-10
ch1,-7.876907235864854e-08,2.899394093591241e-05,0.8158883539011316,4.991242149531072,4.737446121967231e-11,7.888285876267435e-11,3.11726874028745e-11,8.518099978964944e-11,4.4529572485495645e-10
ch2,-1.0013887999429702e-07,1.8153090646061553e-05,-0.06882949191464699,1.4184046784184563,7.55312804837881e-11,4.133121046540238e-11,6.994995865877753e-12,5.861399855113432e-11,1.2045058104057047e-10
ch3,-9.976604315717136e-08,3.305131110273277e-05,0.7830701361826304,5.835347476851693,6.285964031015953e-11,8.496223589279266e-11,5.851381450729878e-11,1.8309456314378898e-10,5.508308482994284e-10
ch4,-1.4372267273660026e-07,2.2896893324703997e-05,-0.039780669326274484,1.3129952520223398,8.884204865746843e-11,9.973993944965549e-11,4.804158725710349e-11,9.105176532755105e-11,1.6805500637129058e-10
ch5,-1.5091736649292617e-07,3.226551191821931e-05,-0.32688179547659485,0.705730998382188,1.7765824688118092e-10,1.392878698002554e-10,1.8883005018444796e-11,3.540618610068331e-10,3.0061837792287836e-10
ch6,-8.551742662092411e-08,2.197742657906441e-05,-0.19799771030859123,1.3304173799990302,1.0611613849301524e-10,5.3607725548288676e-11,4.5803002729900124e-12,1.1893694321734727e-10,1.5086071488681816e-10
ch7,2.025614393494796e-07,2.8849898668447354e-05,0.5970547249718656,2.696435173363337,8.626908229390807e-11,1.1741155520501595e-10,1.1652868817964384e-11,9.056723563990198e-11,4.0307247269571195e-10
ch8,-2.1222714274071093e-07,1.935097733731798e-05,-0.07790056723973149,1.3065955958999869,6.672868622994609e-11,1.0171564159479384e-10,8.21269703161718e-12,7.129370823147694e-11,1.0553776459116508e-10
ch9,-1.5793919517333207e-07,1.907674380189021e-05,-0.1252383386567187,2.253111229823687,5.675948062254203e-11,5.174577590927486e-11,3.307406115082367e-11,7.355586445535858e-11,1.2104291626261173e-10
ch10,-4.159920450286777e-08,2.0073988783025685e-05,0.02222056662786283,1.4239059351540435,7.257468664047031e-11,6.628157571003603e-11,3.828810577421121e-12,8.868113405264194e-11,1.528723508707023e-10
ch11,1.8179867653973743e-07,2.548973179498599e-05,0.5133247495318287,2.767660744832644,5.473754266985298e-11,5.332368641409955e-11,2.5057963512460438e-11,1.2084753631345495e-10,3.08600547883375e-10
ch12,-1.6968437936486955e-07,1.967451419008064e-05,0.14992701876769451,2.21977417814459,4.4939877626409275e-11,7.375299986072143e-11,4.36422851991364e-11,5.590011283496381e-11,1.316541961480041e-10
ch13,-2.0064971597169884e-07,1.615590898660291e-05,-0.09057315471348655,1.0430234263659717,4.145272608379959e-11,5.82984404983554e-11,5.434795201290245e-12,4.564371753087418e-11,8.756394457866125e-11
ch14,4.155327450580895e-08,3.7297969904645224e-05,-0.09947098324502707,4.166940907353453,1.359560591520499e-10,2.0869963580340614e-10,2.455702388096068e-10,4.480325126235177e-10,3.172503820227988e-10
ch15,1.048354858413001e-09,1.7694728251928898e-05,0.15428424380736705,4.0359512223503495,5.214364820463364e-11,6.300002985258099e-11,4.1160629549438325e-11,6.219406073217805e-11,8.220006033986836e-11
ch16,-4.879790765087124e-08,2.5658813862346918e-05,-0.018832598454095035,1.2153721886875308,7.868073670708149e-11,4.870244181175458e-11,8.897632294382104e-12,2.558938408781062e-10,2.5485146183522715e-10
ch17,-3.048546762307566e-07,1.7283156574398385e-05,-0.19342606519266137,1.2299398778362676,4.89388594941077e-11,6.372147029036782e-11,4.245124693246925e-12,6.740721792377213e-11,9.852836352510766e-11
