,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.333350242374869e-07,0.00012957388443834826,-0.38921554421107113,1.3695383462052755,5.809038135346829e-10,4.1088372380916844e-10,2.8467410678621614e-10,2.7448893977944323e-09,1.242640137490399e-08
ch1,-4.0383553620628074e-07,0.00012805065264670948,0.3825674140806642,1.8068207420260904,3.409488367795241e-10,2.371931783935533e-10,2.0022105637070528e-10,4.03703275357368e-09,1.1045109491640234e-08
ch2,1.8144622175230515e-07,8.966706054340478e-05,0.1834298650500941,0.8779836758445225,1.6363155676826377e-10,1.3666616863129444e-10,8.007034264475174e-11,1.1832131118346863e-09,6.118052997899083e-09
ch3,-7.125285622940343e-07,0.00012740663589056443,0.05668152796425735,1.5254091549753586,5.078315903866171e-10,3.487461124301153e-10,2.1572673243575108e-10,2.446567955345194e-09,1.2070675901858973e-08
ch4,-3.328594913671636e-07,0.00011693119427963471,-0.5171401101015385,1.3149373005693121,2.9459626160408724e-10,2.0733625567439045e-10,1.546144794898362e-10,2.6359675937875965e-09,9.975418314704733e-09
ch5,-9.077600718753804e-08,9.265089894900415e-05,0.3441540466912295,1.1922042913891397,1.3162632345444664e-10,8.912595498601742e-11,3.7062600911445386e-11,1.400534037805065e-09,6.799791372085876e-09
ch6,6.204393828882914e-08,8.14665810650841e-05,-0.06757788882845658,0.7888356567315453,1.5412974227689655e-10,1.0518442639000591e-10,4.0524721822582804e-11,9.911885814547847e-10,4.901684139372064e-09
ch7,-1.9121911271278563e-07,0.00010964643720850861,0.11689979771537773,0.9774464358436616,2.636857406770071e-10,1.4215474321421556e-10,1.0750847596336703e-10,2.786440465113631e-09,8.209178628619619e-09
ch8,-1.0587864811986821e-07,0.00010208810887932463,-0.3711203370255589,0.6694004742870017,2.1703782425418238e-10,1.2200944774665853e-10,6.310843923923392e-11,2.2567797336720156e-09,7.398176810147431e-09
ch9,-1.3051856482304377e-07,0.00010707180701090694,0.09393052806340418,0.5174068575309465,2.724384213694574e-10,4.243193762464376e-10,6.4989275080697e-10,1.8530572319531296e-09,7.891496780471803e-09
ch10,-1.2303351365084685e-06,0.00010517448170957245,-0.5589264389411042,0.9567569303442038,2.2475013177531538e-10,1.0544170986509664e-10,2.2350972222384824e-11,2.5441891522314105e-09,7.861228701958638e-09
ch11,-5.124242031901372e-07,0.00011560830544772737,-0.17624366147253667,1.1026492290354595,2.1311387126528607e-10,1.8768814418973803e-10,2.2238629034339331e-10,1.7155340414569744e-09,1.0559671864318333e-08
ch12,-2.1061050130461787e-08,0.00011288191385544369,-0.17563986982100355,0.6937698695339352,2.5065914523550055e-10,3.7113367666313345e-10,5.31793305056295e-10,1.5180699128351505e-09,9.72599721993242e-09
ch13,-2.225084199509755e-07,8.3588385525164e-05,0.18186844278835232,0.5614957288319244,1.397094681155939e-10,9.397924619504684e-11,4.3291311259475146e-11,1.0874933457098474e-09,5.39453305455052e-09
ch14,1.2417542252610744e-07,8.892337361320323e-05,0.16420786365213427,0.9566723135353681,3.1830767640565184e-10,3.1987558023119666e-10,2.821343042166849e-10,2.0658425605004743e-09,4.694560822844987e-09
ch15,1.4100684080394261e-08,7.739203461665951e-05,-0.0149184982798327,0.8087812765565516,1.5717183236672759e-10,1.232307267176978e-10,8.31954818078215e-11,1.1932788073918711e-09,4.217052261135547e-09
ch16,-7.52442656403216e-08,8.404708050087137e-05,-0.3144717007894342,1.001298121651966,1.7672444810926593e-10,1.1182633090704135e-10,3.537820444442999e-11,1.2421241817842094e-09,5.232391640315371e-09
ch17,1.195524750466766e-06,0.00010775923172184882,0.08528805960623181,0.653716114510352,2.13355480337872e-10,1.4904998707981664e-10,3.963327755110764e-11,2.230477514146217e-09,8.733829441691604e-09
