,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,5.01108787997547e-07,0.0001672620698709853,-0.33719409687246166,11.805473526609589,2.1180346731827585e-09,4.388849947564992e-09,5.66722764046193e-09,5.9709819920945516e-09,9.463907682310006e-09
ch1,1.5143311731013704e-07,0.00021746789673488548,-0.34305649969662205,6.681320035064475,3.400155008562599e-09,4.600917819745716e-09,5.035892372956914e-09,8.064149378518675e-09,2.3999994097579067e-08
ch2,-7.412132245598202e-08,0.00010550348974860191,-0.1543006567011011,5.3282238592571876,1.2864984136425471e-09,2.823497514042317e-09,2.6881407071510566e-09,2.6079220831099443e-09,1.5875543662530497e-09
ch3,2.263800107674175e-07,0.00022380419440934865,0.62878708466716,11.580194276069689,3.434632955104628e-09,7.0545095808449944e-09,7.158713784680267e-09,8.777166560010059e-09,1.9711764336539377e-08
ch4,5.039615720750083e-07,0.0001526958550752961,1.0747926075873255,6.183062237625311,1.4805928648023001e-09,2.161885663316957e-09,1.9340569634935923e-09,3.98046104218032e-09,1.3757375344538302e-08
ch5,-3.0729559244239276e-07,0.00013250894021817658,-1.0527703116172507,9.043036774772565,1.6321295041047832e-09,3.7537840747826495e-09,4.090434421173906e-09,3.4917926595163416e-09,4.764144370490626e-09
ch6,-1.6626774026592267e-08,0.0001242623577176881,0.6856919583725058,8.092585743726964,1.8354482895214739e-09,3.4617347414465303e-09,1.8173044028799528e-09,3.420682034114615e-09,4.81854137839491e-09
ch7,6.261522024050287e-07,0.00015163813886438765,0.20343938769240133,6.605313989057077,1.4730585360009924e-09,2.375483838419893e-09,2.2992212812518487e-09,3.409070128611826e-09,1.284382028364932e-08
ch8,-1.5236366912764786e-07,0.00010797485407235587,0.2421483694699112,6.37472121833917,1.3225963127060137e-09,1.8871213329848555e-09,1.07846236249578e-09,2.8017386598923637e-09,4.460703717605149e-09
ch9,-7.11706137600904e-08,0.00016333057210254583,-0.2207452829691218,6.671850092522838,2.3636565753753413e-09,7.681194997682859e-09,8.421607836841521e-09,4.4584044681257805e-09,3.3779569138179058e-09
ch10,3.3838794554693787e-07,0.0001338805799703601,-0.11370617703998362,12.675553591473372,2.728511672333031e-09,2.4215556422078452e-09,7.301927983071102e-10,6.636770502050504e-09,5.386606943148311e-09
ch11,4.1558047208391776e-07,0.0001692396478986833,0.33042640926960193,5.211542023229319,1.626158043638694e-09,4.530722003814853e-09,6.3508971884939495e-09,3.694313287840117e-09,1.1497848378119186e-08
ch12,1.589723122074329e-07,0.00013502129171543282,0.45763874127767584,3.933680001475037,1.3971545872905532e-09,3.5393836247540037e-09,5.388356293334108e-09,2.322028789948715e-09,4.813491122389461e-09
ch13,-2.3488285857924686e-08,0.00012982717465989235,0.2285053774217966,6.87323696406736,2.533079125604632e-09,3.2279236077471367e-09,1.5174326746038514e-09,4.404404634913584e-09,5.27685179837383e-09
ch14,-1.9574842695309764e-07,0.0001787905908309267,-0.18473022557177846,7.393845678428745,2.0432421281206025e-09,1.0251655018610142e-08,1.432347101494811e-08,2.530123883504954e-09,2.713985074537807e-09
ch15,-3.031394401867409e-07,0.0001242862202248929,-0.12847289235214907,4.3999698537602,6.639316075592635e-10,1.5547816767619222e-09,1.4861876853473403e-09,1.8005569897731365e-09,9.63797715936733e-09
ch16,-1.302501810901302e-07,9.669789768863346e-05,0.4304951484099565,7.073664514413048,1.0964275992580367e-09,2.4761093888404392e-09,1.8184327799916627e-09,1.7536559149634639e-09,2.205805982487384e-09
ch17,-4.788269855149457e-08,0.00011590558614859118,0.052845720007547045,9.551852574877895,2.3127694239399274e-09,2.811401389576762e-09,6.749448694732996e-10,3.9609879953371905e-09,3.862344128138041e-09
