,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.0272952765572173e-07,3.0856221682428176e-05,0.1385615878454623,2.2813244097944105,4.551520926078622e-11,9.20024527857282e-11,2.1755091082832963e-11,1.391084690250201e-10,5.507565334397114e-10
ch1,-1.5344440193962633e-07,3.249052428548918e-05,0.27836949624866447,2.545080971602978,5.0164418867689846e-11,8.23222596905771e-11,2.4408076532524998e-11,1.7794712588947135e-10,6.399428620083512e-10
ch2,7.965803968936811e-07,4.771898734886864e-05,0.14948264326892274,3.1508185449671435,8.341861129364811e-11,2.7128602289907237e-10,2.2578317919634101e-10,3.2759839236131827e-10,1.3353578112644614e-09
ch3,1.4577203381860912e-07,2.0383055237294405e-05,0.12885748450047785,1.178981952397785,2.4065151401859263e-11,3.3910996928403966e-11,9.457160727626548e-12,6.12190614849835e-11,2.512610748071693e-10
ch4,3.5700903569438854e-07,3.577732246647509e-05,-0.007041458100570332,1.3632864019943538,1.156380132186149e-10,1.5765665973811815e-10,3.232059752864039e-11,1.8802503893436333e-10,6.709050836510345e-10
ch5,2.2557562213351448e-07,5.241379943343299e-05,-0.4971249677354182,14.279275344338412,4.132640037744042e-11,8.668110816587661e-11,3.905482103789765e-11,2.255922136106177e-10,1.6110323404498955e-09
ch6,5.70715103394202e-07,5.353576933746804e-05,-0.21918628126448503,17.236857498739617,8.79558275975713e-11,1.3092935931773254e-10,3.645298602946772e-11,3.184832559858036e-10,1.552289266393842e-09
ch7,-3.4551120887693614e-07,3.8797955642785643e-05,0.5610241131420807,5.413184821538515,5.164737727206132e-11,1.0704865526319942e-10,1.9763142020589387e-11,1.4754058955096723e-10,7.834492077258165e-10
ch8,2.414978739503845e-07,4.8873227938825656e-05,0.0014885234269639864,2.297184569677416,1.4397172780730144e-10,3.627230136713724e-10,3.5580710320787166e-11,2.4741204861518365e-10,1.2753996844211619e-09
ch9,-1.2424886957640742e-07,5.125399921389927e-05,-0.21575101130714475,3.386797227786867,1.2219915516248313e-10,4.4877546676802963e-10,3.6749914891799586e-10,2.3734655286571067e-10,1.319719033585108e-09
ch10,2.6679577055227113e-07,3.498838664211109e-05,0.12749283142580548,0.5066728440455517,1.5310778965714587e-10,1.3469995269764414e-10,1.5478704876448236e-11,1.6651053111951158e-10,6.327293133547524e-10
ch11,1.327614308642532e-07,2.914761690027886e-05,0.9684915393271673,7.598614526908214,3.3203944193893476e-11,5.991393631830303e-11,1.597832060122338e-11,1.0684510595987725e-10,5.040314644156468e-10
ch12,-3.1659040248258324e-07,4.71118077399809e-05,-0.2599716897224845,4.2068234858324,1.0664484419219967e-10,2.308443637961199e-10,2.1201529606165076e-10,2.9323566889686465e-10,1.1318531685340054e-09
ch13,3.9103195970623864e-08,5.874059888172982e-05,0.8641915224894405,18.134443600802854,8.365549823523655e-11,2.623241323961567e-10,2.981025432339926e-11,2.8207299720399177e-10,1.794208400360738e-09
ch14,-2.7896073262570444e-08,5.2545681220776985e-05,-0.08276338499160722,8.265975219244686,5.0315829601992766e-11,1.2697650415392255e-10,3.7354582576840644e-11,2.4839930900869995e-10,1.7508947482480116e-09
ch15,1.4152129741175048e-07,4.191975646180953e-05,-0.0115541403166909,1.3341743929765881,9.800252678856421e-11,1.3989854869507012e-10,1.7809258246787202e-11,3.716222342316967e-10,1.0220234403758648e-09
ch16,-9.673478281122541e-08,3.2822334886847133e-05,-0.534325408680156,7.218914075714158,4.241701119891457e-11,4.81239732652083e-11,1.4526020356953593e-11,1.928768649484971e-10,5.651117583499193e-10
ch17,3.7678709876198616e-07,4.021483069172158e-05,-0.14689878102127718,1.1619803941184763,1.1151276732691236e-10,1.5093214431591102e-10,1.5234747008291706e-11,3.610656936533473e-10,9.507004861593412e-10
