,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-1.985269246854676e-07,1.9965833788148065e-05,0.4397244546965129,1.2673326186468525,7.206760651389161e-11,6.545041262915647e-11,2.3898570430231375e-11,9.148684174925157e-11,1.1834392801608266e-10
ch1,-3.3416160456576147e-09,2.9910516016002497e-05,2.220215674277034,28.69447908848662,3.661467480492335e-11,3.136490394332621e-11,3.998663240377117e-12,7.490085467596592e-11,4.718220267910861e-10
ch2,-3.649696154333498e-08,2.0883321708262294e-05,0.050408127929953764,0.4774454939606141,9.104675899184259e-11,3.603464918851244e-11,5.294983828107479e-12,8.182171385819957e-11,2.03632842526919e-10
ch3,-1.7107462943279354e-07,2.6650888536764792e-05,2.190205214055966,29.502069955993285,3.4434647625545656e-11,2.6595903579444233e-11,4.230643637448411e-12,5.1288026779443744e-11,3.632249941882445e-10
ch4,-3.9348064292856304e-07,1.7744597511966037e-05,-0.03824725589522779,1.2281524145944642,6.159285155355657e-11,6.616081379555856e-11,4.307964780150333e-12,6.987480742817353e-11,9.1885159221656e-11
ch5,-2.9329417719241402e-08,2.2260199067671103e-05,-0.06317873877052847,2.582550357297171,5.5253670806932015e-11,4.45805857610241e-11,3.53767279895065e-12,1.8579515897981987e-10,1.7834222139287055e-10
ch6,1.9154498825400678e-07,3.0136688729828215e-05,-0.11300114907791592,0.42480545447805307,1.213985105872799e-10,5.971061752301303e-11,4.042316405339947e-12,2.1734779692365662e-10,4.742939781401428e-10
ch7,-3.9231787330444696e-07,3.0263160888562982e-05,0.37529982022131314,4.027005269021494,8.733200738082452e-11,9.349597713823868e-11,4.151493059964228e-12,1.0146176986009577e-10,4.695288018173112e-10
ch8,-7.882996241213574e-07,2.0465927940546964e-05,-0.11111471646669135,2.4505230557673148,7.810595576553066e-11,9.197028900279199e-11,4.007877531246236e-12,6.699089644148412e-11,1.437100265289407e-10
ch9,-1.7200703475752372e-07,1.5979535526835466e-05,-0.5046092233999746,7.595668126705423,4.318692805005144e-11,3.0298118190263025e-11,1.2928738045639392e-11,5.3444324362922405e-11,9.7444202893598e-11
ch10,-7.604469876153432e-07,1.9110447857891494e-05,-0.026729324325196816,3.868981087635146,6.035288186910167e-11,6.404591768139733e-11,2.965185291149859e-12,6.611853608216608e-11,1.4652831809460114e-10
ch11,-3.911484058774744e-07,2.4957295207281958e-05,0.3408368961734142,7.344404528469081,7.967501968039413e-11,4.230606224955595e-11,3.482339841750593e-12,1.130579621740435e-10,2.7094462067824054e-10
ch12,-3.113709465197432e-07,1.7222390152053892e-05,0.3409287929928774,4.998276841472812,5.76626880080839e-11,4.828256592416059e-11,1.2377939536022869e-11,5.6840321069997043e-11,9.759941943224153e-11
ch13,5.2187192214285873e-08,1.4925237971862693e-05,-0.13100475694624122,1.5183166899061815,3.693496386766164e-11,3.287604249143446e-11,2.9527524794679164e-12,3.379738283176108e-11,9.570367417143639e-11
ch14,-3.617133748987273e-08,3.4856138414488556e-05,0.5199691100714261,1.2084131726725174,1.4115379599387583e-10,6.495786623355725e-11,2.1797007553787193e-11,6.132826395858344e-10,3.938595096881536e-10
ch15,-1.5688318344542158e-07,1.5637489611768005e-05,0.40033539823860886,1.3321549107298107,4.819226341740673e-11,3.042307234529309e-11,3.205563948206714e-12,8.10976438331381e-11,7.232885083351177e-11
ch16,7.700142313947549e-08,4.0683918657301e-05,0.08854549779797777,1.0931010047249066,1.6445094760789735e-10,6.790672924651561e-11,4.1214944094795506e-12,7.396751950550427e-10,6.99790354684736e-10
ch17,-1.3227456992959916e-07,1.6811187534565783e-05,-0.14112543419406465,2.256481607044842,3.807592431536425e-11,3.9056147381603514e-11,3.053299023532828e-12,4.547470010279296e-11,1.2553152847017937e-10
