,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,9.921414240303116e-08,3.65541887106961e-05,0.9661829797584515,6.055496928950552,1.1046992050545219e-10,1.0994683044085641e-10,5.40410800147542e-11,1.9260893149502407e-10,6.349634250598775e-10
ch1,-1.494977183153921e-07,4.772748338186164e-05,1.6943889221652861,11.147031523708668,6.024372791571233e-11,5.72131521757813e-11,1.4220982331873261e-11,1.8695131786159168e-10,1.4853766481051975e-09
ch2,1.4955417922363565e-07,1.8163847897529896e-05,-0.5145317932926003,4.928026451001396,3.6366145792144296e-11,3.7971393005097095e-11,7.980413026115495e-12,7.416826378935014e-11,1.430982500503126e-10
ch3,-1.733806990839915e-07,4.802462894178667e-05,1.318742087141232,10.558383128964957,7.835337930862231e-11,4.6199370674611146e-11,9.772430693315356e-12,1.926018573039061e-10,1.4254045684846582e-09
ch4,8.852357565496861e-09,2.6859112446907534e-05,0.04789438491367706,0.8424734490494479,9.78909354958835e-11,1.0890906945737563e-10,8.055869544104653e-11,1.1814686318848815e-10,2.6450126210027154e-10
ch5,1.203707644973093e-07,3.502778797660859e-05,-0.2313444381643828,1.2238171412228454,2.9496658722391287e-10,1.5047619067703163e-10,1.2654993654105474e-11,4.6074584460154993e-10,3.0875358736149264e-10
ch6,4.968185384891775e-08,1.9749492997434983e-05,-0.6580872080099006,6.491000836384723,3.8995733631962634e-11,4.0727285267503206e-11,2.261102803460593e-11,8.537492767134868e-11,1.5568472833607455e-10
ch7,-1.4807819943456932e-07,4.383742351459453e-05,1.3306350954456687,11.041453880306587,5.318497612380694e-11,7.911621471631536e-11,1.5413197244639447e-11,1.5195597409106848e-10,1.2770872092766731e-09
ch8,-2.5081177207205847e-08,1.815642203167966e-05,0.16982550342123204,1.2791280227733095,4.336264203695392e-11,7.1251273716463e-11,9.748715152408177e-12,6.104083719881391e-11,1.1833531837990382e-10
ch9,9.911394376382801e-09,2.080915752368517e-05,-0.2624217739345517,2.2258999801177604,4.425943568417231e-11,7.402504018038569e-11,8.382060141503832e-11,9.159062940565829e-11,1.2189782625784508e-10
ch10,-1.6468682777793e-08,2.2135050048882672e-05,-0.01459889573398779,1.515745302458213,7.573597053171201e-11,5.4788432306845445e-11,4.1471509779964334e-12,1.0352026561286751e-10,2.2574406338513965e-10
ch11,-2.2755540220811476e-07,4.967661184544651e-05,1.7967843389705056,14.687911808730203,4.461980538572292e-11,4.9608347414389323e-11,1.8065391369618335e-11,2.0193540900706832e-10,1.657406735826977e-09
ch12,7.613318637226443e-08,2.9972110669060857e-05,0.8630398520514361,6.461495271056062,3.760286322510864e-11,7.877393226583342e-11,7.699937800486511e-11,9.244690689049763e-11,4.101503137900889e-10
ch13,1.441104834160191e-07,1.5802990984628398e-05,-0.013482157361407615,0.4952265198620367,3.039504526962952e-11,5.038227578624589e-11,2.9610657050555075e-11,4.6046635122810105e-11,7.994160471294173e-11
ch14,-4.124215462735395e-08,3.947143547855256e-05,0.44710998934329155,1.3162326744688162,2.5750493466357494e-10,1.38768938863052e-10,6.544934035862842e-11,5.061174551454277e-10,5.724191284200079e-10
ch15,1.1665964665409038e-07,2.175207023465463e-05,0.08706153746840405,0.5359211696657327,6.365451274784249e-11,7.938360038330017e-11,9.793249268196525e-11,6.970070973964827e-11,1.3541170596048836e-10
ch16,5.384889846941807e-08,3.0225118754409656e-05,0.38500188630386967,1.4183183398072847,1.423555354054323e-10,6.915517487357031e-11,6.502020219532659e-12,3.549216868128754e-10,3.5362046276959244e-10
ch17,6.437896928646633e-08,1.6890748684757872e-05,-0.3361098100743914,2.8898962249041285,4.2840384877893976e-11,4.5206537410095354e-11,4.1093653519719005e-12,6.120980807383251e-11,1.2324667764187352e-10
