,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,6.85021096020832e-08,1.6599254911040198e-05,0.5867580977191549,3.8992779627440193,6.129915995142801e-11,4.0467817565163066e-11,2.5465121899152845e-12,6.674571233293974e-11,1.0192693190658395e-10
ch1,1.0396037253559619e-07,1.4639670978138734e-05,0.06281597831398501,0.8223116776080075,3.339265430981553e-11,2.2310577675713427e-11,2.3665151176265745e-12,5.3160882223732884e-11,9.207191512387386e-11
ch2,4.6285712600165376e-08,1.620776856630214e-05,-0.07179779576633803,1.3936940317573692,3.570381410501785e-11,2.571103228197541e-11,3.0531950948586956e-12,6.087599762738775e-11,1.2184407278392363e-10
ch3,3.027264989336963e-08,1.2350019073205196e-05,-0.1724149485210414,1.2111335530089349,4.789424179808045e-11,1.6585223478086754e-11,1.2309243300737306e-12,3.2036124492497254e-11,5.024695283299531e-11
ch4,-3.249897325446075e-08,1.568066339757388e-05,-0.07439849181909189,1.0826170851837347,7.028864311387734e-11,4.594151581571478e-11,2.932427614449137e-12,4.382479427820199e-11,7.949528347255485e-11
ch5,-1.701280448618852e-07,1.9341883377865967e-05,-0.2666300311676334,2.5952422640381254,4.2961412512764545e-11,3.6012403294417734e-11,2.34163602012777e-12,1.3181993633767868e-10,1.4347327023087253e-10
ch6,-4.707525856861558e-08,2.0956934905977664e-05,-0.09212563166560615,1.3203604719911999,4.284272813595551e-11,4.074534086577615e-11,2.5492434569149554e-12,1.2283409842914477e-10,2.0752836329220344e-10
ch7,2.351447954676077e-07,2.3833781468752295e-05,0.07360001646144616,1.4043291563172033,1.3315628730024435e-10,7.224308924443345e-11,2.3103901071255893e-12,8.40981389790929e-11,2.464509409007521e-10
ch8,-9.156934455514359e-08,2.0652927995555923e-05,-0.0259049861048917,1.7237288182622645,1.891929757338703e-10,7.075696907639204e-11,2.6534489116838918e-12,6.230089295981815e-11,9.860664300896174e-11
ch9,-7.491402017482429e-08,1.3664419644143963e-05,-0.19812284603600566,3.766674815259857,3.544774212863514e-11,2.5591564328300408e-11,3.846661272185664e-12,4.4860988065978836e-11,6.67350078404183e-11
ch10,6.589377484675744e-08,1.8691391913373287e-05,0.026102574455677714,1.4490920187018634,1.1615000992131446e-10,5.094504494556637e-11,2.1535918698168214e-12,6.010008747110959e-11,1.1460906098048885e-10
ch11,2.530168227051957e-07,1.7174124350153318e-05,0.08788562620466142,0.9925582392114101,9.789150601597529e-11,2.7342644440876494e-11,2.2279719427505057e-12,6.036414823924667e-11,9.702983949279296e-11
ch12,-1.6148431904530532e-07,1.6975229442686587e-05,0.09835828706498434,2.115242279286308,1.0540533210318332e-10,3.594167015685221e-11,3.3792494728950562e-12,4.36215988206458e-11,8.549383649653134e-11
ch13,-3.373357035710297e-08,1.4409343217256088e-05,-0.14152925058156565,1.503495567536394,4.971217902748949e-11,3.081733732423288e-11,2.1431547504064592e-12,3.780649704664756e-11,7.540624519415394e-11
ch14,9.97808663809963e-08,2.866747197965614e-05,0.45984868849188837,1.8892845511469636,9.807820074504699e-11,3.791037856877632e-11,2.6691293991433483e-12,3.441009834680659e-10,3.4238497499539265e-10
ch15,5.213270473360641e-08,1.4204239839882267e-05,0.2744546188047954,2.0447777004118715,3.3299179832494145e-11,2.466723592031964e-11,2.152140830680468e-12,6.031242100184455e-11,7.538400420249918e-11
ch16,-1.0225093654483916e-07,2.7629630387590858e-05,0.26997561316744945,2.145785768263031,8.04491403345132e-11,3.598976733321163e-11,2.4897482476228184e-12,3.230211483504358e-10,3.1248125094292647e-10
ch17,-4.043783755332435e-08,1.4098510861813577e-05,0.05191230478117974,1.469406070818902,3.650363985703506e-11,2.9429957928863046e-11,2.167723034508151e-12,4.402031652674667e-11,7.579568618809533e-11
