,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,6.267842692174996e-07,8.80912327516075e-05,-0.15885686761266318,0.7006307913041994,4.629828264815737e-10,7.791388585515239e-10,7.987344011565127e-10,1.5617717297552465e-09,3.5177723859276153e-09
ch1,-4.3123496874638166e-07,0.00013607288440211688,0.6562237712848941,2.511764683056657,1.3148473694726202e-09,8.35184146902136e-10,1.2986804839201182e-10,2.5807426802077574e-09,1.4083556483193548e-08
ch2,7.31216647281181e-07,9.09552802091974e-05,-0.08015266330366816,0.9573358471535456,6.489452517577973e-10,3.978436614506266e-10,1.420183643421726e-10,2.7518247230514437e-09,3.873974477243468e-09
ch3,8.960927223355795e-07,7.196555556829321e-05,0.21100286569261678,1.0805492373742718,1.9260861854185245e-10,2.7253263236385655e-10,1.2118566072253707e-10,8.243551524672982e-10,3.55181887615128e-09
ch4,1.6687535297588427e-06,0.00011200441300683912,-0.31188867178947216,2.3772422448238775,1.3490035115542779e-09,1.0856136062724732e-09,1.393661031287205e-10,3.0345886694664627e-09,6.6025551580078306e-09
ch5,8.729735281457586e-07,0.00011541557011018739,0.09546428943390756,1.113623646426654,6.651994216774435e-10,5.275434004925811e-10,3.039300158441265e-10,4.864672106210603e-09,6.090884915655122e-09
ch6,2.0353970571288413e-07,0.0001045371850961334,0.2105157265558653,0.7520893409485114,6.878238718739519e-10,2.2885775859661894e-10,5.1866267547544685e-11,3.928465184317231e-09,5.6635751595110845e-09
ch7,-2.1267708726940677e-08,0.0001216782601825375,0.10184067854959598,4.842232483039625,8.017322321961992e-10,7.256784532890074e-10,1.31317727963304e-10,2.1820410389876005e-09,1.0522990990618933e-08
ch8,7.614202613968833e-07,0.00010845263361983818,-0.7270143110354141,2.328677186624815,6.564343016206224e-10,7.800819740868844e-10,1.0573886288115334e-10,1.947966124677525e-09,7.86590252189911e-09
ch9,5.897626340388803e-07,0.00010378841259184231,0.2218969603472371,0.6656089348192431,6.486659326700005e-10,1.0876396699516531e-09,7.961558530890468e-10,2.1837347041849186e-09,5.735615048859031e-09
ch10,2.1839507008068256e-06,0.0001376667100673139,0.16912546977727363,5.473685629600455,1.566388558754383e-09,1.2341326610956264e-09,1.722668361416734e-10,4.733012161175916e-09,1.255564087942496e-08
ch11,-2.8585185344841612e-08,7.27641477983086e-05,0.3619008424529241,1.8014536496780202,3.3461941172775023e-10,4.1413519977940944e-10,1.3644075910986225e-10,8.775874101510051e-10,3.0431341384900304e-09
ch12,-7.291695419056584e-09,8.698358282362759e-05,-0.18213629243478896,0.5437365831798346,3.706680778173802e-10,8.863715197446997e-10,8.29601436067904e-10,1.4227026818929315e-09,3.8547689275919895e-09
ch13,3.291445915941536e-07,9.685392799418307e-05,0.37338079732983537,2.1521306299114054,6.585103697755167e-10,5.672430954318745e-10,3.574770615580395e-11,2.6602956252464914e-09,4.922135214945315e-09
ch14,-1.6870017432350285e-06,8.992111863660652e-05,0.06444663304270459,1.9859375055471649,7.240803590524617e-10,8.991666707970507e-10,8.311485463546652e-10,1.9006059169814895e-09,3.4152491144123015e-09
ch15,3.4514313056597575e-08,9.328548738716555e-05,-0.0017401236080987477,1.6191530586175595,1.3786730271081751e-09,9.365918195305748e-10,9.475808355456325e-11,2.151401116421663e-09,3.972598865375068e-09
ch16,-5.720476431417115e-07,0.00012187748348974618,-0.03961181068561248,1.4300978680680236,1.2274426403860554e-09,5.051963281606455e-10,7.803983627951077e-11,5.120267389809995e-09,8.095332352955525e-09
ch17,2.746185371108266e-07,0.00011530653601178565,0.21435018632973166,4.572931535117711,1.3115014172610826e-09,1.0004553345104866e-09,1.4315735500845338e-10,3.9363792813965275e-09,7.3222859153307615e-09
