,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,9.933369736466442e-08,7.701505488742968e-05,0.352597329727062,1.1782300159057808,3.778229647930462e-10,6.074594957888625e-10,5.399001201585862e-10,1.4519916107950306e-09,2.3755578939408505e-09
ch1,1.579462119523537e-06,0.00011607759998373066,0.959696120543574,5.778100697530043,1.111487403043383e-09,5.574690406557702e-10,5.282300956364636e-11,2.406355764815646e-09,9.481467739322428e-09
ch2,1.9700686058389248e-07,8.223520455431893e-05,-0.057968781021780824,0.8675441793732448,3.3862361038930477e-10,3.603169491137319e-10,1.737978104380512e-10,1.6615115934653208e-09,4.05912532437317e-09
ch3,2.5924113034176922e-06,6.936571666273126e-05,-0.12095815721102592,0.4640235357744631,1.6151295350845423e-10,1.5595192523149498e-10,7.707718507177682e-11,6.517502437330669e-10,3.21102917904898e-09
ch4,9.519317135607809e-07,9.244485846333148e-05,0.3073266695432906,4.553689250133159,1.01990669769061e-09,8.050919271560714e-10,9.423385154699893e-11,2.49863202055418e-09,3.8399111753553495e-09
ch5,-9.115171548793083e-07,9.279772637451319e-05,-0.07324403913253676,2.386162026477656,2.944846477665136e-10,3.7329496499767547e-10,1.230050337813378e-10,2.5586103535435696e-09,5.176050385375555e-09
ch6,-4.5340265205222547e-07,0.00010199158171291523,-0.05918019891882853,3.839669774189277,5.02097952276674e-10,2.5017299542473675e-10,7.953358000985738e-11,3.1235905988525803e-09,6.073379176733335e-09
ch7,4.5278253853968366e-07,0.00010582673268261335,0.7237251630624514,4.715975673703738,6.390237012769934e-10,3.978880937427935e-10,8.82956219246966e-11,2.1485101998012146e-09,7.790484599500258e-09
ch8,2.296539065715816e-06,0.00010892373770249198,-0.39042533097222964,3.0785465703368766,6.822160770777663e-10,9.020214358584952e-10,9.66204585048676e-11,2.682261654787476e-09,7.58870149549777e-09
ch9,2.268759269541027e-07,9.995947319653905e-05,0.18875401570332934,0.9012981718841253,4.4938985813058653e-10,9.53952266566672e-10,6.576456475490701e-10,2.111711285736946e-09,5.68633015408575e-09
ch10,3.1759327710965244e-06,0.00010744553804982342,0.2825219144266493,6.07561119822002,9.140179210669035e-10,8.354545245710385e-10,5.406120300445465e-11,3.6346744111702503e-09,6.5647556892912e-09
ch11,8.013561014479013e-07,6.770592025590711e-05,-0.074978566727385,2.088377357449673,2.253437489852708e-10,2.915051810536495e-10,8.819898878830756e-11,8.0472484687062e-10,2.9709352262543307e-09
ch12,-1.5591963343392836e-06,8.145061180038661e-05,0.15868309953003057,1.1072431144760655,3.00728516501237e-10,8.540841492590523e-10,7.129807410873011e-10,1.3278798437187332e-09,3.2230861225454068e-09
ch13,-2.6288384191437286e-06,9.268582272005743e-05,1.0816370175948495,7.872645320773216,6.924729892327332e-10,4.084329302592807e-10,3.7365211072555873e-11,2.705891323397847e-09,4.456935700149067e-09
ch14,1.1867665693876454e-06,6.707570838155679e-05,0.011085302841634769,0.722859339321809,3.809449161332526e-10,5.071456711591993e-10,4.880012128817935e-10,1.0152245970693152e-09,2.011046875621798e-09
ch15,-3.2609342554831933e-07,8.525229020520968e-05,-0.17689610224688196,5.500498765691958,1.2914731901935162e-09,8.249553678875663e-10,4.76446608632836e-11,1.8604612672059449e-09,3.093580767391877e-09
ch16,7.654201984887345e-07,0.0001134879470618494,-0.31693464584670633,3.633093556520129,8.171956291699691e-10,3.727734539395859e-10,5.109170118347303e-11,3.059770781065633e-09,8.923176808864026e-09
ch17,1.1109128663741193e-06,0.00010142327396393027,-0.2562015306168847,3.376126909548427,7.015589822126737e-10,5.643777289195173e-10,1.1921538057188964e-10,2.171280548816599e-09,6.33265122990554e-09
