,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,4.7271812931390046e-07,6.490034251156953e-05,-0.31908136123915,1.8751327086535747,5.664947215423963e-11,6.937795231811208e-11,7.675853450016962e-11,4.974113003309941e-10,3.038022963779093e-09
ch1,-2.3845884211882434e-07,0.00011114313497994643,0.37094336590175536,2.0886384073545265,1.9471704684406884e-10,3.19083837448569e-10,6.487171312806565e-10,1.2748953983991313e-09,8.442563854101035e-09
ch2,-1.6436763663614423e-07,9.182232432645223e-05,0.43649450188528943,2.706541370706205,1.1407737801893517e-10,9.528524865623702e-11,9.608834977232827e-11,8.775785032985396e-10,6.446590948688227e-09
ch3,-2.3897868209771374e-07,0.00010054683299241766,0.18378472565104534,2.561003541843979,1.0612704370777107e-10,2.1986527154913378e-10,4.707868846567776e-10,8.359206719786497e-10,7.082974973746258e-09
ch4,1.0381915728984406e-06,7.715761161887037e-05,-0.5753232434894673,1.772428447460264,9.443341428325118e-11,1.0388799583513695e-10,1.0344565815316632e-10,1.1282591300409012e-09,4.026383358439272e-09
ch5,-3.5955662026980434e-08,4.347501936206183e-05,-0.19074394827963598,0.9018198539569902,4.165285053585654e-11,3.2036767930399293e-11,3.423225433506118e-11,2.1578194328817098e-10,1.1891403468345405e-09
ch6,-8.769678032029774e-07,7.694179209191923e-05,-0.1693301032958157,1.7712559040795028,1.1070489692490976e-10,6.856310305685196e-11,5.7216627520556923e-11,5.866230639400826e-10,4.422444127227927e-09
ch7,1.5975254429385789e-07,0.00010309595079779926,0.03644852658565231,1.4678331104304334,2.1033740549427595e-10,5.59442527844139e-10,1.3975527390659067e-09,1.6263545530149599e-09,5.741768448466841e-09
ch8,8.226803871472203e-07,9.565028898934834e-05,-0.6587993242123837,2.4187362398072603,1.0611810378988561e-10,1.0942092206042749e-10,1.542113295831132e-10,1.5980161097662783e-09,7.023815240125514e-09
ch9,-2.692638175099852e-07,9.717146663902314e-05,-0.21600860597668536,2.1162581133248723,1.7474227139806693e-10,4.805427286510655e-10,9.217993527712566e-10,1.7176599572402768e-09,5.312472211376991e-09
ch10,1.3696230938289865e-06,8.4494036236381e-05,-0.6684069925138078,2.1067744473803733,1.0599496371397946e-10,5.852386370623545e-11,1.70174436238054e-11,1.4280392814042337e-09,5.212605691465889e-09
ch11,-1.0578400204344605e-07,9.815383465888543e-05,0.04280364177985678,1.1340587242055644,1.4258348497119489e-10,4.902823962344285e-10,1.2509925228023747e-09,8.728640784641208e-10,5.676985066308997e-09
ch12,5.832691612129851e-07,0.00010803911402817633,-0.3194601719518206,2.0325559538338176,1.2397803785515358e-10,4.967636144550811e-10,9.968793578773392e-10,1.1740960965490413e-09,8.161004630544376e-09
ch13,-6.4360517059414e-08,7.314176093530294e-05,-0.43622640020321873,2.175134567361364,8.715169846643676e-11,8.776540590127068e-11,7.282733381226184e-11,4.433212252373875e-10,4.2785258722409875e-09
ch14,2.2759977993401197e-09,5.2838337567881333e-05,0.05560321744636769,1.4785726831180153,5.385921967574171e-11,4.952697319496783e-11,4.006423094262289e-11,4.707848732670483e-10,1.7933615151313308e-09
ch15,-1.216697698286895e-08,5.203594384756234e-05,-0.110881767197443,0.7296456099072022,5.422958027733048e-11,4.2144205793330547e-11,2.3244117352975474e-11,3.046666542698207e-10,1.970386148708151e-09
ch16,-5.726347863981764e-07,5.940093251771476e-05,-0.29898972486924363,1.0485865735121411,7.119729251228178e-11,6.773848903045549e-11,5.453792082076262e-11,2.955298324553542e-10,2.524297770229408e-09
ch17,-8.388595494146391e-07,7.308857261906695e-05,-0.3843218638356971,1.3290724336293982,1.1225047643324917e-10,7.045587572602732e-11,8.353440895182262e-12,5.941695412813018e-10,4.024350809570586e-09
