,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,3.7731592374196727e-07,0.00017078148582302323,1.1636993546777918,7.309905295815282,1.3165540886659047e-09,1.234368490974038e-09,1.6194857830131753e-10,4.623217197738417e-09,2.372055757429513e-08
ch1,-1.433452212242177e-07,8.894540984401246e-05,-0.3545687991428363,6.008770557026095,2.6026891211122644e-10,4.5098871328688943e-10,1.5768752675691388e-10,1.3910867302041373e-09,5.493611829816436e-09
ch2,-3.3067297871118807e-07,7.880248688251709e-05,0.7292430619262527,4.50069137625707,3.497502875268653e-10,1.724175996251015e-10,3.056717674358402e-11,1.7819027464497934e-09,4.0812951665732105e-09
ch3,-3.7637381450287064e-07,0.00010341006544584736,1.0381318970614901,6.764367481545229,5.972631882907022e-10,8.119373155778021e-10,1.542972103725536e-10,1.0134128417742188e-09,8.155927911450903e-09
ch4,3.607991142974226e-07,0.00022057670869316144,0.9728463801234691,4.304843426729128,7.500001019999742e-10,8.21077832393108e-10,8.645438758587646e-11,4.64887111720481e-09,4.477191435505618e-08
ch5,-9.05360314557053e-07,6.0668959088839566e-05,0.6606453805680984,6.209722168281287,2.8454835841220443e-10,1.7491853028802043e-10,3.038532039103615e-11,1.401454677450881e-09,1.6124913081451955e-09
ch6,-1.0880445096699495e-06,7.09430686547914e-05,0.5461000194507876,4.145083425253838,3.4511170769350357e-10,1.4432695243248994e-10,2.7329708224772473e-11,1.5303995441034578e-09,3.084345315610213e-09
ch7,-7.423880055062639e-08,0.0001546170904735269,-1.0005936953286112,6.479989846195309,8.400894359965413e-10,2.0047738103963214e-09,7.724301842627831e-10,2.488051520283899e-09,1.8030272196776127e-08
ch8,3.383251921698166e-07,0.00028608324818660063,1.1140741800740024,3.786344594844607,8.001852591850204e-10,8.384120041696663e-10,7.402802260074307e-11,6.2622506197514995e-09,7.697609243714467e-08
ch9,-5.856468232450217e-07,7.22719557459497e-05,0.4911538555201825,5.177338738314511,1.7638326440845697e-10,6.082849273448612e-10,1.745374819348681e-11,7.579845635109644e-10,3.662198640364954e-09
ch10,5.92954297181363e-07,0.00028068548511204437,1.1106313562163799,3.7893249518021257,1.3024157901184008e-09,8.713629150376229e-10,1.1356677288784385e-10,7.703186517260678e-09,7.229728037385125e-08
ch11,-6.287684978434294e-08,0.0001392983492754706,0.8479913116059034,5.967678462913618,9.318006308405883e-10,3.958258046335035e-09,6.972310840888237e-10,1.482094246823338e-09,1.2500650931786923e-08
ch12,6.692242807290641e-08,0.00011932609822692069,2.3248176470789597,10.117983208861407,1.1990439587966527e-09,1.1804271082451926e-09,1.8568640606613445e-10,2.1380686555015342e-09,9.963502789704992e-09
ch13,-1.093614825977628e-07,5.703722110333643e-05,0.29012659480712455,5.599935451754735,2.068399341228423e-10,3.097731139485489e-10,2.1741327602258088e-11,6.799978822713619e-10,2.102620177508384e-09
ch14,-4.620162517366531e-07,6.33331111245847e-05,0.040554323794309476,6.758440158091503,2.8772684339270825e-10,2.3109767913199075e-10,6.073351959148227e-11,8.738363285619838e-10,2.5229948288346663e-09
ch15,-1.09694104307483e-07,6.772821773957377e-05,0.12028440650517314,7.387909794053028,3.9783471200644445e-10,1.8694669546922867e-10,2.3368576967277105e-11,1.0813846359981009e-09,2.976275451641099e-09
ch16,-1.4866746517785283e-06,6.161178905207699e-05,0.1692047405835398,5.678628229507778,2.8972144894106024e-10,1.704639699989184e-10,3.3704541489891166e-11,1.432299795084624e-09,1.6654300461988413e-09
ch17,-1.5630365291787095e-07,7.820427574277887e-05,0.4483974013129549,4.876846146876274,4.798281760645585e-10,1.6094595927199727e-10,1.034909708062848e-11,1.5515669085260125e-09,3.936758523035249e-09
