,Mean,STD,Skew,Kurtosis,alpha,beta,gamma,theta,delta
ch0,-2.5335467845080773e-08,0.0002106687070025126,-0.04108484173109135,5.92429057630021,2.8484556973471e-09,1.0396998171783428e-08,7.562238144680356e-09,5.188608878337573e-09,1.4635455347850042e-08
ch1,4.183538071687178e-08,0.00018968751678628032,-0.20205958232369567,6.743312624759588,2.6011694989162605e-09,1.384818010361918e-08,1.093171538566088e-08,2.793940892035503e-09,4.703352557206852e-09
ch2,1.0586971954053627e-07,0.00011437450821802252,0.10611947105367511,9.301656038120925,9.823451554730746e-10,4.112532805575952e-09,4.980718463318631e-09,1.2149814437804957e-09,1.2420431370819272e-09
ch3,-4.471223046994673e-08,0.00018469790105662102,-0.20471145576534278,6.05888099780263,2.034057758983665e-09,8.622835579921472e-09,8.87946451984993e-09,3.5990589698065795e-09,8.246567722126996e-09
ch4,-1.3406130651755788e-07,0.00014926039538668595,-0.4991026211566812,6.597494224444347,6.316784933532344e-10,3.3147958847254202e-09,4.0330518289007745e-09,2.1794199537348006e-09,1.0513310624941065e-08
ch5,-4.353731206502127e-08,0.0001830847042583004,0.36732557829921636,5.896171997156362,1.8434178413874846e-09,9.694617649848505e-09,9.477201133542626e-09,2.792581904584165e-09,7.245161014265874e-09
ch6,3.291748937368465e-07,0.00011085427433476887,0.2534961326260884,8.619745551773073,8.912142277056359e-10,4.147168160089483e-09,4.345921014492134e-09,1.0226871729330459e-09,1.2741755246473134e-09
ch7,-5.9458095886232544e-09,0.00013216803308939285,0.38876387276256613,9.472757414526086,1.21636711863161e-09,5.982899887308972e-09,5.401257066462615e-09,1.8356453154097622e-09,2.7319394540839638e-09
ch8,-1.779573877617432e-07,0.00010501715617062804,-0.0843051088220211,9.768771881072615,6.123104017336359e-10,3.58834016351448e-09,3.8323894410314895e-09,8.218298091829708e-10,1.824769505787499e-09
ch9,-2.1991139117053074e-07,0.00014139104825013483,0.2283961308819584,8.860191655358483,1.1355400123050573e-09,7.201239880461864e-09,7.1119920973186355e-09,1.309201783058715e-09,2.494440758416229e-09
ch10,-1.2379214476485312e-07,7.060533405883695e-05,-0.24900746012786895,5.393710091751803,3.169149132307149e-10,1.1915511517073122e-09,9.431079566755628e-10,7.000735051608762e-10,1.5379538077737655e-09
ch11,-6.84056556667524e-09,0.00013779847888420636,0.8682219131497504,9.092442170369797,8.850068691576217e-10,5.694097529003749e-09,6.483886700560093e-09,1.5471759445749827e-09,3.81207768516318e-09
ch12,-1.1743093390274276e-07,0.00012767074696457594,-0.09056199049370328,8.642277199367806,1.3256571501557441e-09,4.925815237067435e-09,5.19183034586323e-09,1.7280726740668408e-09,2.68016899937159e-09
ch13,-3.893262437157621e-07,9.416969561576318e-05,0.2106535442061066,9.691489876058919,5.629755006619429e-10,3.0897624596004764e-09,3.0399149504296017e-09,9.02617601816304e-10,1.0815233044931293e-09
ch14,-4.546260424998038e-08,0.00021851334881371848,0.043110814770348935,6.717508497890327,1.759318867975781e-09,1.2729604271480917e-08,1.2862157086323022e-08,3.1016283251696784e-09,1.289458983747592e-08
ch15,-7.744064057576635e-09,0.00012674515812528087,0.4039254095549815,6.6226957997829725,6.764983670233497e-10,3.544779538409799e-09,3.512271837559879e-09,1.4523752191907708e-09,5.665850952309467e-09
ch16,-5.8324176704150814e-08,0.00013165037466524309,-0.059827603824526246,7.0204297592433385,9.40091657016466e-10,5.506918161853916e-09,4.780197081662432e-09,1.595177220481651e-09,3.730478561358816e-09
ch17,-1.3584231275290665e-07,8.512793381074111e-05,0.1822301741549542,6.580089471559685,4.464363155759102e-10,1.421895799652663e-09,1.1660902602297562e-09,1.116020381934603e-09,2.766440400061283e-09
